name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Mystical Tutor,dmr,421,13.00,17.94,10.22,13.45,-2.78,-21.38,-4.49,-25.03
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.22,0.47,0.27,0.34,0.05,22.73,-0.13,-27.66
Selvala's Enforcer,cns,40,0.17,0.60,0.11,0.32,-0.06,-35.29,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.38,,1.57,,,0.19,13.77
Fresh Meat,nph,109,0.23,0.95,0.20,1.39,-0.03,-13.04,0.44,46.32
Orzhov Guildgate,gtc,244,0.13,0.68,0.22,0.74,0.09,69.23,0.06,8.82
Mortify,ltc,269,0.19,,0.17,,-0.02,-10.53,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.94,20.11,16.52,18.63,-2.42,-12.78,-1.48,-7.36
Paradise Druid,woc,129,0.21,,0.15,,-0.06,-28.57,,
Run Away Together,woc,108,0.10,,0.08,,-0.02,-20.00,,
Sinew Sliver,tsr,44,0.39,2.17,0.22,0.79,-0.17,-43.59,-1.38,-63.59
Charge,dom,10,0.04,0.26,0.02,0.20,-0.02,-50.00,-0.06,-23.08
Island,eld,255,0.09,0.13,0.04,0.16,-0.05,-55.56,0.03,23.08
Novice Knight,m19,30,0.09,0.58,0.07,0.35,-0.02,-22.22,-0.23,-39.66
Fallen Askari,vis,59,0.16,,0.09,,-0.07,-43.75,,
Altar's Reap,plst,DDR-37,0.14,,0.15,,0.01,7.14,,
"Lavinia, Azorius Renegade",rvr,370,0.33,0.37,0.59,0.91,0.26,78.79,0.54,145.95
"Odric, Master Tactician",c20,96,0.38,,0.30,,-0.08,-21.05,,
Afflict,ody,115,0.07,0.55,0.11,0.47,0.04,57.14,-0.08,-14.55
Crown of Gondor,ltc,75,0.24,,0.33,,0.09,37.50,,
Invisible Stalker,isd,60,0.75,10.20,0.92,3.65,0.17,22.67,-6.55,-64.22
"Dakkon, Shadow Slayer",mh2,192,0.55,1.24,0.37,1.61,-0.18,-32.73,0.37,29.84
Shahrazad,arn,10,453.33,,324.11,,-129.22,-28.50,,
Destructive Tampering,aer,78,0.02,0.21,0.05,0.15,0.03,150.00,-0.06,-28.57
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.27,,0.25,,-0.02,-7.41,,
Nocturnal Raid,mir,132,0.22,,0.19,,-0.03,-13.64,,
Temporal Manipulation,sld,1169,16.80,16.89,16.02,16.28,-0.78,-4.64,-0.61,-3.61
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.19,0.31,0.23,0.41,0.04,21.05,0.10,32.26
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.20,1.12,0.30,1.41,0.10,50.00,0.29,25.89
Triskelion,plst,M11-218,,0.43,,0.22,,,-0.21,-48.84
Rite of the Raging Storm,ncc,274,3.56,,0.37,,-3.19,-89.61,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.11,0.12,0.11,0.18,0.00,0.00,0.06,50.00
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.49,0.08,0.18,-0.08,-50.00,-0.31,-63.27
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.36,0.57,0.20,0.41,-0.16,-44.44,-0.16,-28.07
Island,fbb,297,4.25,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.88,8.18,1.65,8.27,0.77,87.50,0.09,1.10
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.18,0.25,0.29,0.37,0.11,61.11,0.12,48.00
Harbinger of the Seas,mh3,63,1.61,3.33,3.51,5.12,1.90,118.01,1.79,53.75
Mad Auntie,mma,90,0.51,1.21,0.61,1.17,0.10,19.61,-0.04,-3.31
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.35,,0.25,0.82,-0.10,-28.57,,
Invasion of Tolvada // The Broken Sky,mom,241,0.28,0.38,0.43,0.29,0.15,53.57,-0.09,-23.68
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.24,,0.36,,0.12,50.00,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.30,,0.74,,0.44,146.67,,
Eumidian Hatchery,eoc,40,1.16,,1.85,,0.69,59.48,,
"Lazav, Familiar Stranger",otj,216,0.11,0.15,0.14,0.13,0.03,27.27,-0.02,-13.33
Plains,cma,292,0.25,,0.14,,-0.11,-44.00,,
Plains,brb,128,0.87,,1.59,,0.72,82.76,,
"Edric, Spymaster of Trest",cns,187,1.34,8.38,1.06,5.53,-0.28,-20.90,-2.85,-34.01
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,1.05,,,,,,
Bubbling Beebles,uds,29,0.11,6.64,0.13,3.51,0.02,18.18,-3.13,-47.14
Second Breakfast,ltr,29,0.06,0.17,0.04,0.10,-0.02,-33.33,-0.07,-41.18
"Ulasht, the Hate Seed",2x2,289,0.16,0.31,0.16,0.51,0.00,0.00,0.20,64.52
Unholy Strength,7ed,168,0.10,,0.13,,0.03,30.00,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.10,0.17,0.13,0.48,0.03,30.00,0.31,182.35
Thornwood Falls,ema,246,0.09,0.32,0.05,0.27,-0.04,-44.44,-0.05,-15.62
Goblin Bowling Team,ugl,44,0.33,,0.27,,-0.06,-18.18,,
Improvised Arsenal,tmt,92,,,,,,,,
Elvish Aberration,pal03,7,,1.83,,0.79,,,-1.04,-56.83
"Farid, Enterprising Salvager",brc,13,0.16,,0.34,,0.18,112.50,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.19,1.19,0.21,0.86,0.02,10.53,-0.33,-27.73
Return to Dust,khc,32,0.10,,0.19,,0.09,90.00,,
Emberheart Challenger,blb,133,2.49,3.22,2.53,3.27,0.04,1.61,0.05,1.55
Royal Assassin,dmr,310,0.50,0.87,0.57,1.09,0.07,14.00,0.22,25.29
Shock,aer,98,0.05,0.22,0.02,0.81,-0.03,-60.00,0.59,268.18
Eldrazi Temple,sld,1154,49.30,53.52,45.37,68.61,-3.93,-7.97,15.09,28.20
Voyager Glidecar,pdft,36p,0.50,,0.11,0.30,-0.39,-78.00,,
Walk the Plank,xln,130,0.15,0.50,0.15,0.28,0.00,0.00,-0.22,-44.00
Sphinx's Revelation,mm3,187,1.15,1.86,1.09,0.48,-0.06,-5.22,-1.38,-74.19
Mise,unh,38,0.23,6.00,0.15,1.63,-0.08,-34.78,-4.37,-72.83
Kor Entanglers,bfz,36,0.11,0.49,0.09,0.28,-0.02,-18.18,-0.21,-42.86
Tail Swipe,j25,721,0.33,,0.20,,-0.13,-39.39,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.15,0.48,0.21,0.30,0.06,40.00,-0.18,-37.50
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.27,,,0.48,60.76
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.59,3.21,1.72,3.37,-0.87,-33.59,0.16,4.98
Duelist's Heritage,c16,1,1.76,,1.59,,-0.17,-9.66,,
"Lazav, Dimir Mastermind",znc,92,0.69,,0.67,,-0.02,-2.90,,
Celestial Kirin,sok,3,0.65,12.69,0.57,7.93,-0.08,-12.31,-4.76,-37.51
Courage in Crisis,plst,WAR-158,0.16,,,,,,,
Green Sun's Twilight,pone,169p,0.27,0.33,0.16,0.44,-0.11,-40.74,0.11,33.33
Talisman of Curiosity,m3c,309,0.31,,0.36,2.54,0.05,16.13,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,0.76,1.25,2.06,0.56,81.16,1.30,171.05
Ornithopter,5ed,393,0.57,,1.05,,0.48,84.21,,
"Kamahl, Pit Fighter",p15a,2,,0.81,,1.15,,,0.34,41.98
Saheeli's Directive,pz2,70675,,,,,,,,
Festering Goblin,9ed,130,0.13,,0.10,,-0.03,-23.08,,
Reality Smasher,sld,1153,10.57,9.64,7.23,8.20,-3.34,-31.60,-1.44,-14.94
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,5.46,6.31,3.95,3.91,-1.51,-27.66,-2.40,-38.03
Orzhov Advokist,c16,3,0.18,,0.27,,0.09,50.00,,
Initiate's Companion,akh,174,0.07,0.41,0.13,0.27,0.06,85.71,-0.14,-34.15
Tsabo's Assassin,inv,128,0.53,7.90,0.50,8.66,-0.03,-5.66,0.76,9.62
Mana Clash,9ed,203★,,14.33,,,,,,
Darksteel Splicer,moc,100,2.02,,1.01,,-1.01,-50.00,,
"Hogaak, Arisen Necropolis",mh1,202,1.09,7.60,1.15,11.34,0.06,5.50,3.74,49.21
Survival of the Fittest,wc98,bs129,55.04,,57.61,,2.57,4.67,,
Keen-Eyed Curator,blb,322,2.23,4.00,2.68,4.56,0.45,20.18,0.56,14.00
Jasmine Boreal,tsb,93,0.51,7.97,0.23,2.17,-0.28,-54.90,-5.80,-72.77
Bone Dragon,pm19,88s,,3.16,,2.80,,,-0.36,-11.39
Psychic Venom,5ed,113,0.17,,0.04,,-0.13,-76.47,,
Birthing Ritual,mh3,337,8.33,16.14,8.91,13.00,0.58,6.96,-3.14,-19.45
Sokka's Haiku,tla,71,0.07,0.26,0.11,0.16,0.04,57.14,-0.10,-38.46
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.49,,-5.71,-79.31,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,0.92,,,,,,,
Ancient Spring,inv,319,0.19,4.54,0.25,4.39,0.06,31.58,-0.15,-3.30
Spirit,tfic,3,,,,,,,,
Howlgeist,j22,673,0.08,,0.12,,0.04,50.00,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.47,12.29,8.16,17.62,-0.31,-3.66,5.33,43.37
Digsite Engineer,c21,342,1.25,,1.44,,0.19,15.20,,
Security Rhox,snc,220,0.05,0.03,0.05,0.09,0.00,0.00,0.06,200.00
Biogenic Upgrade,j25,144,0.13,,0.16,,0.03,23.08,,
Belbe's Armor,nem,126,0.29,3.73,0.29,2.90,0.00,0.00,-0.83,-22.25
Slinking Skirge,uds,71,0.13,0.90,0.07,1.11,-0.06,-46.15,0.21,23.33
Thalakos Lowlands,brb,88,0.43,,0.67,,0.24,55.81,,
Scoured Barrens,neo,274,0.12,0.20,0.16,0.21,0.04,33.33,0.01,5.00
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.18,,0.18,,0.00,0.00,,
Behemoth Sledge,pip,211,0.11,2.20,0.16,0.27,0.05,45.45,-1.93,-87.73
"Cadric, Soul Kindler",dmc,86,3.93,,3.17,,-0.76,-19.34,,
Summon: Choco/Mog,fin,35,0.07,0.12,0.09,0.18,0.02,28.57,0.06,50.00
Grim Captain's Call,xln,108,0.15,0.46,0.14,0.35,-0.01,-6.67,-0.11,-23.91
"Boseiju, Who Endures",neo,412,52.48,115.93,40.09,73.48,-12.39,-23.61,-42.45,-36.62
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.10,0.38,0.24,0.43,0.14,140.00,0.05,13.16
Catastrophe,brb,12,3.74,,2.37,,-1.37,-36.63,,
Vandalblast,sld,404,,12.27,,16.43,,,4.16,33.90
Beledros Witherbloom,pstx,163p,7.37,9.03,17.00,15.50,9.63,130.66,6.47,71.65
Enchanted Carriage,eld,218,0.12,0.19,0.06,0.17,-0.06,-50.00,-0.02,-10.53
Insect,tsoi,7,0.12,,,,,,,
Workshop Elders,moc,245,0.18,,0.10,,-0.08,-44.44,,
Floodbringer,bok,34,0.16,2.92,0.06,0.97,-0.10,-62.50,-1.95,-66.78
Phyresis,mbs,49,1.34,11.45,0.93,5.79,-0.41,-30.60,-5.66,-49.43
Banewhip Punisher,hou,59,0.25,0.86,0.20,0.75,-0.05,-20.00,-0.11,-12.79
Mountain,2ed,298,2.76,,2.62,,-0.14,-5.07,,
"Nin, the Pain Artist",c17,183,0.48,,0.55,,0.07,14.58,,
Corpse Traders,ddm,58,0.04,,0.09,,0.05,125.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.05,0.27,0.02,0.21,-0.03,-60.00,-0.06,-22.22
Scourge of Fleets,pjou,51★,,1.06,,1.20,,,0.14,13.21
Maro's Gone Nuts,cmb1,81,0.60,,0.33,,-0.27,-45.00,,
Skullclamp,c14,268,4.37,,4.90,,0.53,12.13,,
Skullmane Baku,bok,83,0.10,0.25,0.05,0.28,-0.05,-50.00,0.03,12.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,11.39,7.03,6.99,7.90,-4.40,-38.63,0.87,12.38
Pia Nalaar,pkld,124s,,0.75,,0.89,,,0.14,18.67
Shatterskull Charger,pznr,159s,,0.29,,0.41,,,0.12,41.38
Infected Vermin,ody,144,0.41,3.25,0.25,1.51,-0.16,-39.02,-1.74,-53.54
Venerable Warsinger,stx,246,0.14,0.28,0.28,0.50,0.14,100.00,0.22,78.57
Thousand-Faced Shadow,neo,451,1.01,1.41,2.02,2.83,1.01,100.00,1.42,100.71
"Delney, Streetwise Lookout",mkm,378,,51.32,,37.54,,,-13.78,-26.85
Murderous Betrayal,8ed,147,0.41,,0.17,,-0.24,-58.54,,
Eyeblight Massacre,khc,49,0.12,,0.20,,0.08,66.67,,
Raise Dead,leb,123,10.07,,8.27,,-1.80,-17.87,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.48,43.87,1.90,31.64,-0.58,-23.39,-12.23,-27.88
Elder Gargaroth,pm21,179p,5.74,11.30,8.47,10.55,2.73,47.56,-0.75,-6.64
Bloodline Culling,mid,343,0.33,0.28,0.25,0.34,-0.08,-24.24,0.06,21.43
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.29,1.54,0.19,1.24,-0.10,-34.48,-0.30,-19.48
Blessing of Frost,pkhm,161s,,0.54,,0.48,,,-0.06,-11.11
Heartbeat of Spring,tle,42,1.55,2.47,1.12,2.19,-0.43,-27.74,-0.28,-11.34
Saproling,tddj,1,0.18,,,,,,,
Worship,8ed,57,0.77,,0.42,,-0.35,-45.45,,
Duress,xln,105,0.13,0.78,0.04,0.38,-0.09,-69.23,-0.40,-51.28
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.31,12.92,0.41,9.75,0.10,32.26,-3.17,-24.54
Forest,ddr,35,0.17,,0.02,,-0.15,-88.24,,
Touch of the Void,bfz,134,0.03,,0.03,0.12,0.00,0.00,,
"Danitha, New Benalia's Light",mat,79,0.71,0.97,1.23,1.39,0.52,73.24,0.42,43.30
Rite of Replication,plst,C14-122,0.35,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,2.47,,1.40,,-1.07,-43.32,,
Warrant // Warden,rna,230,0.10,0.32,0.13,0.07,0.03,30.00,-0.25,-78.12
Sparkspitter,plst,UMA-149,0.04,,0.08,,0.04,100.00,,
Hold the Perimeter,cn2,6,0.18,0.65,0.19,0.55,0.01,5.56,-0.10,-15.38
Lightning Shrieker,frf,106,0.05,0.40,0.04,0.35,-0.01,-20.00,-0.05,-12.50
"Atris, Oracle of Half-Truths",pthb,209s,,0.23,,0.32,,,0.09,39.13
Pteramander,otc,109,0.07,,0.10,,0.03,42.86,,
Diamond Faerie,csp,128,0.72,4.43,0.41,3.74,-0.31,-43.06,-0.69,-15.58
Beast Within,who,819,,29.91,,12.95,,,-16.96,-56.70
"Titania, Nature's Force",brc,25,2.01,8.05,2.41,9.71,0.40,19.90,1.66,20.62
Blighted Burgeoning,mom,177,0.10,0.12,0.06,0.13,-0.04,-40.00,0.01,8.33
Archmage of Runes,pfdn,30s,,3.00,,2.18,,,-0.82,-27.33
Finale of Promise,pwar,127s,,8.08,,3.57,,,-4.51,-55.82
Rootcast Apprenticeship,blc,32,0.17,,0.55,,0.38,223.53,,
"Laelia, the Blade Reforged",c21,380,1.71,,1.91,,0.20,11.70,,
Predatory Impetus,clb,249,0.05,0.08,0.06,0.10,0.01,20.00,0.02,25.00
Cyclopean Tomb,leb,241,,,228.72,,,,,
Grove of the Guardian,gk1,124,0.31,,0.26,,-0.05,-16.13,,
Deadly Alliance,znr,96,0.04,0.25,0.10,0.19,0.06,150.00,-0.06,-24.00
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.04,,0.03,0.18,-0.01,-25.00,,
Cryptic Command,sld,905,,3.56,,4.17,,,0.61,17.13
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,3.66,8.81,3.87,3.96,0.21,5.74,-4.85,-55.05
Steamflogger Boss,fut,121,0.16,7.29,0.32,3.74,0.16,100.00,-3.55,-48.70
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,,,,,,,,
Soul of Eternity,cmr,626,0.72,0.96,0.50,1.17,-0.22,-30.56,0.21,21.87
Jaya Ballard,pdom,132s,,0.69,,2.79,,,2.10,304.35
Starfield Vocalist,peoe,78s,,3.10,,3.20,,,0.10,3.23
Noggle Robber,ecl,237,0.19,0.27,0.02,0.17,-0.17,-89.47,-0.10,-37.04
Llanowar,opca,48,5.30,,4.04,,-1.26,-23.77,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.78,,2.14,,0.36,20.22,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.10,0.74,0.08,0.73,-0.02,-20.00,-0.01,-1.35
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.34,2.48,0.18,0.92,-0.16,-47.06,-1.56,-62.90
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,0.97,1.60,0.75,1.82,-0.22,-22.68,0.22,13.75
Manaform Hellkite,dbl,437,2.16,8.99,1.29,0.02,-0.87,-40.28,-8.97,-99.78
Bind // Liberate,cmb2,88,0.26,,1.79,,1.53,588.46,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.21,,0.16,,-0.05,-23.81,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,45.54,,36.16,,,-9.38,-20.60
"Faramir, Field Commander",ltr,303,0.11,0.19,0.11,0.29,0.00,0.00,0.10,52.63
Enlarge,plst,M14-170,0.08,,,,,,,
Spurnmage Advocate,jud,27,0.29,1.81,0.19,3.07,-0.10,-34.48,1.26,69.61
"Linvala, Shield of Sea Gate",pznr,226p,0.40,0.49,0.24,0.64,-0.16,-40.00,0.15,30.61
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.15,,,,,,
Consuming Vapors,roe,101,0.27,1.32,0.23,1.17,-0.04,-14.81,-0.15,-11.36
Spell Blast,4ed,103,0.10,,0.09,,-0.01,-10.00,,
Slivdrazi Monstrosity,cmb2,102,15.39,,9.89,,-5.50,-35.74,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.07,,0.12,,0.05,71.43,,
Pelakka Wurm,m19,192,0.13,0.81,0.15,0.36,0.02,15.38,-0.45,-55.56
Ripscale Predator,cmr,196,0.04,0.04,0.02,0.08,-0.02,-50.00,0.04,100.00
Twinblade Slasher,eve,79,0.20,1.27,0.27,0.79,0.07,35.00,-0.48,-37.80
Bladegriff Prototype,otc,253,0.25,,0.25,,0.00,0.00,,
Beastmaster Ascension,c14,186,4.34,,3.42,,-0.92,-21.20,,
Plains,prwk,A08,,0.77,,1.21,,,0.44,57.14
Gemrazer,iko,155,0.45,0.91,0.52,0.98,0.07,15.56,0.07,7.69
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.21,,0.19,,-0.02,-9.52,,
"Lady Zhurong, Warrior Queen",ptk,139,125.41,,38.77,,-86.64,-69.09,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.53,,0.37,,-0.16,-30.19,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.51,0.43,0.64,0.37,0.13,25.49,-0.06,-13.95
Manabarbs,10e,218,4.36,20.53,4.14,17.12,-0.22,-5.05,-3.41,-16.61
Incandescent Aria,psnc,192p,0.22,0.18,0.14,0.20,-0.08,-36.36,0.02,11.11
Goblin Gardener,7ed,188★,,15.51,,,,,,
Temur Charm,c20,230,0.30,,0.14,,-0.16,-53.33,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.05,0.07,0.03,0.07,-0.02,-40.00,0.00,0.00
Necrotic Hex,cmr,137,0.41,0.42,0.35,0.69,-0.06,-14.63,0.27,64.29
Reconnaissance Mission,40k,193,1.99,,1.67,,-0.32,-16.08,,
Overflowing Insight,j25,341,0.29,,0.37,,0.08,27.59,,
Wasteful Harvest,bro,196,0.05,0.18,0.13,0.20,0.08,160.00,0.02,11.11
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.09,0.30,0.07,0.22,-0.02,-22.22,-0.08,-26.67
Blockbuster,rav,115,0.10,,0.06,0.29,-0.04,-40.00,,
"Padeem, Consul of Innovation",cmm,109,2.12,1.62,0.62,1.69,-1.50,-70.75,0.07,4.32
Nature's Lore,5ed,316,2.76,,2.24,,-0.52,-18.84,,
Eron the Relentless,ptc,mj73sb,,,0.47,,,,,
Sungrass Prairie,pip,1041,,1.41,,0.63,,,-0.78,-55.32
Colossus of Sardia,10e,317★,,0.90,,1.28,,,0.38,42.22
Krosan Verge,c18,263,0.22,,0.21,,-0.01,-4.55,,
Otepec Huntmaster,lcc,229,0.26,,0.58,,0.32,123.08,,
Krosan Verge,mic,175,0.14,,0.20,,0.06,42.86,,
Monk Idealist,c15,76,0.16,,0.20,,0.04,25.00,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.04,0.10,0.04,0.11,0.00,0.00,0.01,10.00
Mercadian Atlas,mmq,305,0.60,4.94,0.54,9.56,-0.06,-10.00,4.62,93.52
Drannith Magistrate,piko,11s,,22.92,,22.61,,,-0.31,-1.35
Thermokarst,ice,268,4.68,,6.52,,1.84,39.32,,
Knight of the White Orchid,c21,95,1.65,,1.43,,-0.22,-13.33,,
"Marchesa, Dealer of Death",potj,220p,0.19,0.34,0.13,0.22,-0.06,-31.58,-0.12,-35.29
Nomads' Assembly,c14,82,0.60,,0.59,,-0.01,-1.67,,
"Ulamog, the Infinite Gyre",2x2,577,,86.38,,99.47,,,13.09,15.15
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,6.81,7.70,7.21,6.69,0.40,5.87,-1.01,-13.12
"Ajani, the Greathearted",sld,520,,2.15,,1.08,,,-1.07,-49.77
Gift of Paradise,cmr,229,0.04,0.16,0.04,0.20,0.00,0.00,0.04,25.00
Endless One,cmm,804,0.88,,0.59,,-0.29,-32.95,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,1.65,3.03,,,,,,
Polygoyf,m3c,65,0.27,,0.34,5.94,0.07,25.93,,
Tip the Scales,tdc,29,0.15,,0.45,,0.30,200.00,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.77,,0.71,,-0.06,-7.79,,
Telepathy,7ed,102,2.08,,0.70,,-1.38,-66.35,,
Gleaming Geardrake,mkm,424,0.30,0.43,0.15,0.28,-0.15,-50.00,-0.15,-34.88
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,2.95,,2.54,,,-0.41,-13.90
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.21,,0.24,,0.03,14.29,,
"Nikara, Lair Scavenger",c20,3,0.63,0.44,0.48,0.48,-0.15,-23.81,0.04,9.09
Resurgent Belief,pmh2,26s,,1.69,,1.32,,,-0.37,-21.89
Rescuer Sphinx,war,65,0.04,0.35,0.12,0.21,0.08,200.00,-0.14,-40.00
Forest,gk2,106,0.39,,0.21,,-0.18,-46.15,,
Verdant Outrider // Verdant Outrider,awoe,28,,,,,,,,
Dusk // Dawn,blc,138,0.46,,0.20,,-0.26,-56.52,,
Homing Lightning,rvr,112,0.03,0.05,0.03,0.11,0.00,0.00,0.06,120.00
Elvish Healer,ice,22,0.11,,0.04,,-0.07,-63.64,,
Angelic Quartermaster // Angelic Quartermaster,avow,5,,,,,,,,
Mirror Gallery,bok,154,15.16,63.39,4.72,21.41,-10.44,-68.87,-41.98,-66.22
