name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Thornwood Falls,ema,246,0.11,0.34,0.07,0.26,-0.04,-36.36,-0.08,-23.53
Goblin Bowling Team,ugl,44,0.33,,0.33,,0.00,0.00,,
Improvised Arsenal,tmt,92,0.54,0.81,0.47,0.68,-0.07,-12.96,-0.13,-16.05
Elvish Aberration,pal03,7,,1.80,,0.82,,,-0.98,-54.44
"Farid, Enterprising Salvager",brc,13,0.25,,0.27,,0.02,8.00,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.28,0.89,0.24,0.88,-0.04,-14.29,-0.01,-1.12
Return to Dust,khc,32,0.22,,0.13,,-0.09,-40.91,,
Emberheart Challenger,blb,133,0.78,1.12,1.67,2.84,0.89,114.10,1.72,153.57
Royal Assassin,dmr,310,0.43,0.91,0.43,0.84,0.00,0.00,-0.07,-7.69
Shock,aer,98,0.16,0.13,0.07,0.61,-0.09,-56.25,0.48,369.23
Eldrazi Temple,sld,1154,47.56,46.76,41.35,62.54,-6.21,-13.06,15.78,33.75
Voyager Glidecar,pdft,36p,0.40,0.34,0.16,0.30,-0.24,-60.00,-0.04,-11.76
Walk the Plank,xln,130,0.21,0.49,0.15,0.40,-0.06,-28.57,-0.09,-18.37
Heated Argument,sos,118,0.05,0.39,0.04,0.10,-0.01,-20.00,-0.29,-74.36
Sphinx's Revelation,mm3,187,1.19,1.58,0.52,0.89,-0.67,-56.30,-0.69,-43.67
Mise,unh,38,0.23,,0.21,1.58,-0.02,-8.70,,
Kor Entanglers,bfz,36,0.11,0.40,0.09,0.28,-0.02,-18.18,-0.12,-30.00
Tail Swipe,j25,721,0.26,,0.26,,0.00,0.00,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.13,0.38,0.15,0.35,0.02,15.38,-0.03,-7.89
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.06,,,0.27,34.18
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.29,3.83,2.09,2.93,-0.20,-8.73,-0.90,-23.50
Duelist's Heritage,c16,1,1.91,,1.45,,-0.46,-24.08,,
"Lazav, Dimir Mastermind",znc,92,0.75,,0.55,,-0.20,-26.67,,
Celestial Kirin,sok,3,0.75,14.59,0.45,4.46,-0.30,-40.00,-10.13,-69.43
Courage in Crisis,plst,WAR-158,0.21,,0.14,,-0.07,-33.33,,
Green Sun's Twilight,pone,169p,0.29,1.10,0.24,0.47,-0.05,-17.24,-0.63,-57.27
Talisman of Curiosity,m3c,309,0.45,,0.26,2.54,-0.19,-42.22,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,1.11,1.42,2.03,0.73,105.80,0.92,82.88
Ornithopter,5ed,393,0.53,,0.46,,-0.07,-13.21,,
"Kamahl, Pit Fighter",p15a,2,,0.94,,1.16,,,0.22,23.40
Saheeli's Directive,pz2,70675,,,,,,,,
"Armaggon, Future Shark",tmt,264,2.13,2.04,1.26,1.69,-0.87,-40.85,-0.35,-17.16
Festering Goblin,9ed,130,0.13,,0.09,,-0.04,-30.77,,
Reality Smasher,sld,1153,9.61,9.10,4.94,7.67,-4.67,-48.60,-1.43,-15.71
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,7.94,8.46,4.70,4.44,-3.24,-40.81,-4.02,-47.52
Orzhov Advokist,c16,3,0.24,,0.25,,0.01,4.17,,
Initiate's Companion,akh,174,0.16,0.32,0.05,0.24,-0.11,-68.75,-0.08,-25.00
Tsabo's Assassin,inv,128,0.66,7.86,0.58,7.86,-0.08,-12.12,0.00,0.00
Mana Clash,9ed,203★,,14.89,,,,,,
Darksteel Splicer,moc,100,1.78,,1.03,,-0.75,-42.13,,
"Hogaak, Arisen Necropolis",mh1,202,1.50,8.35,1.41,17.49,-0.09,-6.00,9.14,109.46
Survival of the Fittest,wc98,bs129,65.11,,84.11,,19.00,29.18,,
Keen-Eyed Curator,blb,322,1.71,3.21,2.83,5.43,1.12,65.50,2.22,69.16
Jasmine Boreal,tsb,93,0.50,8.71,0.28,4.37,-0.22,-44.00,-4.34,-49.83
Bone Dragon,pm19,88s,,3.45,,2.48,,,-0.97,-28.12
Psychic Venom,5ed,113,0.18,,0.10,,-0.08,-44.44,,
Birthing Ritual,mh3,337,7.68,15.54,8.77,13.78,1.09,14.19,-1.76,-11.33
Sokka's Haiku,tla,71,0.22,0.31,0.10,0.21,-0.12,-54.55,-0.10,-32.26
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,,,1.25,,,,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,8.03,,,,,,,
Ancient Spring,inv,319,0.21,5.32,0.32,4.34,0.11,52.38,-0.98,-18.42
Spirit,tfic,3,,,,,,,,
Suspend Aggression,sos,357,0.36,0.43,0.31,0.22,-0.05,-13.89,-0.21,-48.84
Howlgeist,j22,673,0.12,,0.13,,0.01,8.33,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.37,16.69,7.49,16.90,-0.88,-10.51,0.21,1.26
Digsite Engineer,c21,342,1.66,,0.88,,-0.78,-46.99,,
Security Rhox,snc,220,0.04,0.04,0.03,0.11,-0.01,-25.00,0.07,175.00
Biogenic Upgrade,j25,144,0.17,,0.19,,0.02,11.76,,
Belbe's Armor,nem,126,0.24,4.49,0.22,2.46,-0.02,-8.33,-2.03,-45.21
Slinking Skirge,uds,71,0.10,1.98,0.09,1.22,-0.01,-10.00,-0.76,-38.38
Thalakos Lowlands,brb,88,0.50,,0.75,,0.25,50.00,,
Scoured Barrens,neo,274,0.21,0.28,0.20,0.14,-0.01,-4.76,-0.14,-50.00
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.18,,0.25,,0.07,38.89,,
Behemoth Sledge,pip,211,0.24,2.26,0.25,0.29,0.01,4.17,-1.97,-87.17
"Cadric, Soul Kindler",dmc,86,4.83,,4.48,,-0.35,-7.25,,
Summon: Choco/Mog,fin,35,0.20,0.23,0.09,0.23,-0.11,-55.00,0.00,0.00
Grim Captain's Call,xln,108,0.20,0.47,0.06,0.29,-0.14,-70.00,-0.18,-38.30
"Boseiju, Who Endures",neo,412,67.55,146.63,44.87,77.34,-22.68,-33.58,-69.29,-47.25
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.24,0.52,0.11,0.36,-0.13,-54.17,-0.16,-30.77
Catastrophe,brb,12,3.79,,2.88,,-0.91,-24.01,,
Vandalblast,sld,404,,14.31,,14.42,,,0.11,0.77
Beledros Witherbloom,pstx,163p,7.09,9.00,17.00,14.81,9.91,139.77,5.81,64.56
Enchanted Carriage,eld,218,0.12,0.34,0.12,0.23,0.00,0.00,-0.11,-32.35
Insect,tsoi,7,0.20,,0.16,,-0.04,-20.00,,
Workshop Elders,moc,245,0.25,,0.27,,0.02,8.00,,
Floodbringer,bok,34,0.15,4.78,0.07,1.02,-0.08,-53.33,-3.76,-78.66
Phyresis,mbs,49,2.30,14.47,0.79,7.51,-1.51,-65.65,-6.96,-48.10
Banewhip Punisher,hou,59,0.30,0.99,0.18,0.59,-0.12,-40.00,-0.40,-40.40
Mountain,2ed,298,2.86,,3.29,,0.43,15.03,,
"Nin, the Pain Artist",c17,183,0.47,,0.19,,-0.28,-59.57,,
Corpse Traders,ddm,58,0.26,,0.10,,-0.16,-61.54,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.06,0.25,0.04,0.14,-0.02,-33.33,-0.11,-44.00
Scourge of Fleets,pjou,51★,,1.05,,0.73,,,-0.32,-30.48
Maro's Gone Nuts,cmb1,81,0.61,,0.33,,-0.28,-45.90,,
Skullclamp,c14,268,5.39,,4.72,,-0.67,-12.43,,
Skullmane Baku,bok,83,0.15,0.37,0.06,0.39,-0.09,-60.00,0.02,5.41
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,18.50,7.16,6.84,6.78,-11.66,-63.03,-0.38,-5.31
Pia Nalaar,pkld,124s,,0.99,,0.65,,,-0.34,-34.34
Shatterskull Charger,pznr,159s,,0.30,,0.39,,,0.09,30.00
Infected Vermin,ody,144,0.42,0.30,0.24,1.89,-0.18,-42.86,1.59,530.00
Venerable Warsinger,stx,246,0.34,0.27,0.26,0.45,-0.08,-23.53,0.18,66.67
Thousand-Faced Shadow,neo,451,2.81,2.25,1.66,2.64,-1.15,-40.93,0.39,17.33
"Delney, Streetwise Lookout",mkm,378,,68.43,,38.51,,,-29.92,-43.72
Murderous Betrayal,8ed,147,0.34,,0.23,,-0.11,-32.35,,
Eyeblight Massacre,khc,49,0.15,,0.08,,-0.07,-46.67,,
Raise Dead,leb,123,11.14,,7.77,,-3.37,-30.25,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.48,47.36,2.07,39.72,-0.41,-16.53,-7.64,-16.13
Elder Gargaroth,pm21,179p,5.69,8.88,7.31,10.55,1.62,28.47,1.67,18.81
Bloodline Culling,mid,343,0.31,0.39,0.23,0.53,-0.08,-25.81,0.14,35.90
Jan Tomcani Bio,wc01,jt0a,9.61,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.36,1.50,0.21,0.88,-0.15,-41.67,-0.62,-41.33
Blessing of Frost,pkhm,161s,,0.62,,0.49,,,-0.13,-20.97
Heartbeat of Spring,tle,42,1.96,3.09,1.18,1.93,-0.78,-39.80,-1.16,-37.54
Saproling,tddj,1,0.14,,0.15,,0.01,7.14,,
Worship,8ed,57,0.81,,1.11,,0.30,37.04,,
Duress,xln,105,0.23,0.75,0.09,0.30,-0.14,-60.87,-0.45,-60.00
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.45,11.23,0.35,10.95,-0.10,-22.22,-0.28,-2.49
Forest,ddr,35,0.17,,0.05,,-0.12,-70.59,,
Touch of the Void,bfz,134,0.05,0.28,0.09,0.11,0.04,80.00,-0.17,-60.71
"Danitha, New Benalia's Light",mat,79,1.14,1.41,1.61,1.22,0.47,41.23,-0.19,-13.48
Rite of Replication,plst,C14-122,0.35,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,1.00,,1.22,,0.22,22.00,,
Warrant // Warden,rna,230,0.18,0.25,0.03,0.13,-0.15,-83.33,-0.12,-48.00
Sparkspitter,plst,UMA-149,0.03,,0.14,,0.11,366.67,,
Hold the Perimeter,cn2,6,0.14,0.72,0.10,0.48,-0.04,-28.57,-0.24,-33.33
Lightning Shrieker,frf,106,0.05,0.43,0.10,0.35,0.05,100.00,-0.08,-18.60
"Atris, Oracle of Half-Truths",pthb,209s,,0.35,,0.40,,,0.05,14.29
Pteramander,otc,109,0.15,,0.21,,0.06,40.00,,
Diamond Faerie,csp,128,0.75,7.50,0.26,4.66,-0.49,-65.33,-2.84,-37.87
Beast Within,who,819,,23.55,,12.95,,,-10.60,-45.01
"Titania, Nature's Force",brc,25,3.30,7.71,2.09,9.80,-1.21,-36.67,2.09,27.11
Blighted Burgeoning,mom,177,0.09,0.10,0.10,0.20,0.01,11.11,0.10,100.00
Archmage of Runes,pfdn,30s,,3.61,,1.65,,,-1.96,-54.29
Finale of Promise,pwar,127s,,8.75,,3.81,,,-4.94,-56.46
Rootcast Apprenticeship,blc,32,0.32,,0.57,,0.25,78.12,,
"Laelia, the Blade Reforged",c21,380,2.55,,2.04,,-0.51,-20.00,,
Predatory Impetus,clb,249,0.21,0.13,0.08,0.21,-0.13,-61.90,0.08,61.54
Cyclopean Tomb,leb,241,,,199.52,,,,,
Grove of the Guardian,gk1,124,0.30,,0.36,,0.06,20.00,,
Deadly Alliance,znr,96,0.11,0.25,0.08,0.20,-0.03,-27.27,-0.05,-20.00
Hushwood Verge // Hushwood Verge,adsk,26,,,0.48,,,,,
Deep-Sea Terror,ori,52,0.12,0.23,0.07,0.18,-0.05,-41.67,-0.05,-21.74
Cryptic Command,sld,905,,5.20,,5.67,,,0.47,9.04
Rhino,tmh1,13,,,0.13,0.20,,,,
Season of Weaving,pblb,68p,3.80,8.81,3.86,4.18,0.06,1.58,-4.63,-52.55
Steamflogger Boss,fut,121,0.21,6.99,0.34,3.81,0.13,61.90,-3.18,-45.49
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,0.32,10.69,0.07,0.50,-0.25,-78.12,-10.19,-95.32
Soul of Eternity,cmr,626,0.95,0.97,0.57,1.18,-0.38,-40.00,0.21,21.65
Jaya Ballard,pdom,132s,,1.86,,2.55,,,0.69,37.10
Starfield Vocalist,peoe,78s,,3.23,,2.94,,,-0.29,-8.98
Noggle Robber,ecl,237,0.14,0.19,0.08,0.13,-0.06,-42.86,-0.06,-31.58
Llanowar,opca,48,4.10,,3.80,,-0.30,-7.32,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.79,,1.58,,-0.21,-11.73,,
Bat,tlci,6,,,0.18,,,,,
Refresh,ody,264,0.08,0.68,0.06,0.91,-0.02,-25.00,0.23,33.82
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.41,6.98,0.28,1.60,-0.13,-31.71,-5.38,-77.08
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.49,2.45,0.95,1.75,-0.54,-36.24,-0.70,-28.57
Manaform Hellkite,dbl,437,2.32,6.15,2.14,0.02,-0.18,-7.76,-6.13,-99.67
Bind // Liberate,cmb2,88,0.31,,1.93,,1.62,522.58,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.25,,0.15,,-0.10,-40.00,,
Thorn of Amethyst,ltc,386z,,,,1240.46,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,45.65,,37.84,,,-7.81,-17.11
"Faramir, Field Commander",ltr,303,0.17,0.23,0.17,0.19,0.00,0.00,-0.04,-17.39
Enlarge,plst,M14-170,0.08,,0.03,,-0.05,-62.50,,
Spurnmage Advocate,jud,27,0.26,2.00,0.18,3.06,-0.08,-30.77,1.06,53.00
"Linvala, Shield of Sea Gate",pznr,226p,0.40,0.41,0.24,0.49,-0.16,-40.00,0.08,19.51
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.30,0.27,0.48,0.12,80.00,0.18,60.00
Consuming Vapors,roe,101,0.30,1.44,0.28,1.14,-0.02,-6.67,-0.30,-20.83
Spell Blast,4ed,103,0.10,,0.07,,-0.03,-30.00,,
Slivdrazi Monstrosity,cmb2,102,14.20,,3.97,,-10.23,-72.04,,
Clue,twho,21,,,1.21,2.51,,,,
Crusader of Odric,fdn,569,0.19,,0.08,,-0.11,-57.89,,
Pelakka Wurm,m19,192,0.18,0.39,0.14,0.33,-0.04,-22.22,-0.06,-15.38
Ripscale Predator,cmr,196,0.08,0.03,0.03,0.07,-0.05,-62.50,0.04,133.33
Twinblade Slasher,eve,79,0.36,1.30,0.21,0.85,-0.15,-41.67,-0.45,-34.62
Bladegriff Prototype,otc,253,0.37,,0.27,,-0.10,-27.03,,
Beastmaster Ascension,c14,186,3.55,,3.72,,0.17,4.79,,
Plains,prwk,A08,,0.93,,1.43,,,0.50,53.76
Gemrazer,iko,155,0.41,3.16,0.60,0.81,0.19,46.34,-2.35,-74.37
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.32,,0.20,,-0.12,-37.50,,
"Lady Zhurong, Warrior Queen",ptk,139,120.85,,36.65,,-84.20,-69.67,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.57,,0.54,,-0.03,-5.26,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.64,0.38,0.36,0.50,-0.28,-43.75,0.12,31.58
Manabarbs,10e,218,4.81,19.77,2.99,19.40,-1.82,-37.84,-0.37,-1.87
Incandescent Aria,psnc,192p,,0.26,0.14,0.18,,,-0.08,-30.77
Royal Treatment,soa,56,0.24,0.36,0.02,0.14,-0.22,-91.67,-0.22,-61.11
Goblin Gardener,7ed,188★,,15.72,,,,,,
Temur Charm,c20,230,0.32,,0.18,,-0.14,-43.75,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.11,0.11,0.11,0.05,0.00,0.00,-0.06,-54.55
Necrotic Hex,cmr,137,0.40,0.43,0.58,0.60,0.18,45.00,0.17,39.53
Reconnaissance Mission,40k,193,1.86,,1.67,,-0.19,-10.22,,
Overflowing Insight,j25,341,0.35,,0.29,,-0.06,-17.14,,
Wasteful Harvest,bro,196,0.11,0.16,0.07,0.14,-0.04,-36.36,-0.02,-12.50
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.11,0.25,0.07,0.23,-0.04,-36.36,-0.02,-8.00
Blockbuster,rav,115,0.09,0.18,0.04,0.33,-0.05,-55.56,0.15,83.33
"Padeem, Consul of Innovation",cmm,109,2.03,3.70,0.45,1.20,-1.58,-77.83,-2.50,-67.57
Nature's Lore,5ed,316,4.51,,2.37,,-2.14,-47.45,,
Eron the Relentless,ptc,mj73sb,0.45,,0.43,,-0.02,-4.44,,
Sungrass Prairie,pip,1041,,1.36,,0.73,,,-0.63,-46.32
Colossus of Sardia,10e,317★,,1.73,,1.37,,,-0.36,-20.81
Krosan Verge,c18,263,0.25,,0.18,,-0.07,-28.00,,
Otepec Huntmaster,lcc,229,0.31,,0.61,,0.30,96.77,,
Krosan Verge,mic,175,0.20,,0.12,,-0.08,-40.00,,
Monk Idealist,c15,76,0.20,,0.17,,-0.03,-15.00,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.14,0.13,0.02,0.04,-0.12,-85.71,-0.09,-69.23
Mercadian Atlas,mmq,305,0.62,14.99,0.60,9.44,-0.02,-3.23,-5.55,-37.02
Drannith Magistrate,piko,11s,,23.67,,15.66,,,-8.01,-33.84
Thermokarst,ice,268,5.96,,7.02,,1.06,17.79,,
Knight of the White Orchid,c21,95,5.06,,1.60,,-3.46,-68.38,,
"Marchesa, Dealer of Death",potj,220p,0.23,0.38,0.08,0.16,-0.15,-65.22,-0.22,-57.89
Nomads' Assembly,c14,82,0.65,,0.50,,-0.15,-23.08,,
"Ulamog, the Infinite Gyre",2x2,577,,88.91,,95.79,,,6.88,7.74
Disintegrate,sum,142,,,575.00,,,,,
Inspiring Vantage,sld,1375,5.72,6.81,7.43,5.08,1.71,29.90,-1.73,-25.40
"Ajani, the Greathearted",sld,520,,1.72,,1.02,,,-0.70,-40.70
Gift of Paradise,cmr,229,0.27,0.17,0.02,0.14,-0.25,-92.59,-0.03,-17.65
Endless One,cmm,804,1.54,,0.54,,-1.00,-64.94,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,1.63,3.47,0.55,1.49,-1.08,-66.26,-1.98,-57.06
Polygoyf,m3c,65,0.37,,0.36,5.94,-0.01,-2.70,,
Tip the Scales,tdc,29,0.16,,0.26,,0.10,62.50,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.79,,0.65,,-0.14,-17.72,,
Telepathy,7ed,102,1.93,,0.36,,-1.57,-81.35,,
Gleaming Geardrake,mkm,424,0.23,0.33,0.18,0.18,-0.05,-21.74,-0.15,-45.45
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,4.06,,2.18,,,-1.88,-46.31
