name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,4.41,4.80,3.78,3.82,-0.63,-14.29,-0.98,-20.42
Orzhov Advokist,c16,3,0.17,,0.32,,0.15,88.24,,
Initiate's Companion,akh,174,0.05,0.42,0.12,0.24,0.07,140.00,-0.18,-42.86
Tsabo's Assassin,inv,128,0.47,7.90,0.45,9.00,-0.02,-4.26,1.10,13.92
Mana Clash,9ed,203★,,14.33,,,,,,
Darksteel Splicer,moc,100,1.81,,,,,,,
"Hogaak, Arisen Necropolis",mh1,202,1.16,7.54,1.35,12.62,0.19,16.38,5.08,67.37
Survival of the Fittest,wc98,bs129,52.67,,57.84,,5.17,9.82,,
Keen-Eyed Curator,blb,322,2.96,3.48,2.48,5.20,-0.48,-16.22,1.72,49.43
Jasmine Boreal,tsb,93,0.50,7.97,0.19,2.12,-0.31,-62.00,-5.85,-73.40
Bone Dragon,pm19,88s,,3.16,,2.73,,,-0.43,-13.61
Psychic Venom,5ed,113,0.17,,0.07,,-0.10,-58.82,,
Birthing Ritual,mh3,337,7.88,16.08,8.26,12.75,0.38,4.82,-3.33,-20.71
Sokka's Haiku,tla,71,0.11,0.54,0.09,0.14,-0.02,-18.18,-0.40,-74.07
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.49,,-5.71,-79.31,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,0.92,,,,,,,
Ancient Spring,inv,319,0.16,4.86,0.14,4.56,-0.02,-12.50,-0.30,-6.17
Spirit,tfic,3,,,,,,,,
Howlgeist,j22,673,0.08,,0.12,,0.04,50.00,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.64,12.28,8.27,17.41,-0.37,-4.28,5.13,41.78
Digsite Engineer,c21,342,1.28,,1.00,,-0.28,-21.88,,
Security Rhox,snc,220,0.05,0.03,0.05,0.06,0.00,0.00,0.03,100.00
Biogenic Upgrade,j25,144,0.12,,0.18,,0.06,50.00,,
Belbe's Armor,nem,126,0.22,3.73,0.27,2.81,0.05,22.73,-0.92,-24.66
Slinking Skirge,uds,71,0.14,0.90,0.10,1.16,-0.04,-28.57,0.26,28.89
Thalakos Lowlands,brb,88,0.43,,0.67,,0.24,55.81,,
Scoured Barrens,neo,274,0.11,0.21,0.18,0.27,0.07,63.64,0.06,28.57
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.18,,0.12,,-0.06,-33.33,,
Behemoth Sledge,pip,211,0.12,1.95,0.12,0.29,0.00,0.00,-1.66,-85.13
"Cadric, Soul Kindler",dmc,86,3.86,,4.42,,0.56,14.51,,
Summon: Choco/Mog,fin,35,0.08,0.11,0.11,0.20,0.03,37.50,0.09,81.82
Grim Captain's Call,xln,108,0.13,0.47,0.06,0.25,-0.07,-53.85,-0.22,-46.81
"Boseiju, Who Endures",neo,412,50.82,106.43,40.95,78.82,-9.87,-19.42,-27.61,-25.94
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.15,0.38,0.15,0.51,0.00,0.00,0.13,34.21
Catastrophe,brb,12,3.71,,2.37,,-1.34,-36.12,,
Vandalblast,sld,404,,12.19,,15.01,,,2.82,23.13
Beledros Witherbloom,pstx,163p,6.89,9.03,17.00,15.50,10.11,146.73,6.47,71.65
Enchanted Carriage,eld,218,0.12,0.20,0.07,0.17,-0.05,-41.67,-0.03,-15.00
Insect,tsoi,7,0.12,,,,,,,
Workshop Elders,moc,245,0.17,,0.10,,-0.07,-41.18,,
Floodbringer,bok,34,0.14,2.75,0.20,0.91,0.06,42.86,-1.84,-66.91
Phyresis,mbs,49,2.23,11.42,1.08,6.85,-1.15,-51.57,-4.57,-40.02
Banewhip Punisher,hou,59,0.13,0.85,0.19,0.65,0.06,46.15,-0.20,-23.53
Mountain,2ed,298,2.80,,2.33,,-0.47,-16.79,,
"Nin, the Pain Artist",c17,183,0.46,,0.55,,0.09,19.57,,
Corpse Traders,ddm,58,0.04,,0.10,,0.06,150.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.06,0.27,0.02,0.29,-0.04,-66.67,0.02,7.41
Scourge of Fleets,pjou,51★,,1.11,,1.26,,,0.15,13.51
Maro's Gone Nuts,cmb1,81,0.60,,0.33,,-0.27,-45.00,,
Skullclamp,c14,268,4.21,,4.52,,0.31,7.36,,
Skullmane Baku,bok,83,0.10,0.25,0.08,0.25,-0.02,-20.00,0.00,0.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,8.19,7.12,7.40,8.23,-0.79,-9.65,1.11,15.59
Pia Nalaar,pkld,124s,,0.75,,0.89,,,0.14,18.67
Shatterskull Charger,pznr,159s,,0.29,,0.41,,,0.12,41.38
Infected Vermin,ody,144,0.42,3.25,0.16,1.51,-0.26,-61.90,-1.74,-53.54
Venerable Warsinger,stx,246,0.15,0.28,0.18,0.51,0.03,20.00,0.23,82.14
Thousand-Faced Shadow,neo,451,1.06,1.38,2.01,2.82,0.95,89.62,1.44,104.35
"Delney, Streetwise Lookout",mkm,378,,50.08,,37.42,,,-12.66,-25.28
Murderous Betrayal,8ed,147,0.35,,0.19,,-0.16,-45.71,,
Eyeblight Massacre,khc,49,0.12,,0.19,,0.07,58.33,,
Raise Dead,leb,123,9.76,,8.21,,-1.55,-15.88,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.02,43.77,1.83,26.74,-0.19,-9.41,-17.03,-38.91
Elder Gargaroth,pm21,179p,5.74,11.30,8.70,10.55,2.96,51.57,-0.75,-6.64
Bloodline Culling,mid,343,0.34,0.27,0.24,0.35,-0.10,-29.41,0.08,29.63
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.27,1.54,0.19,1.24,-0.08,-29.63,-0.30,-19.48
Blessing of Frost,pkhm,161s,,0.32,,0.48,,,0.16,50.00
Heartbeat of Spring,tle,42,1.13,3.05,0.84,3.31,-0.29,-25.66,0.26,8.52
Saproling,tddj,1,0.19,,,,,,,
Worship,8ed,57,0.77,,0.57,,-0.20,-25.97,,
Duress,xln,105,0.11,0.81,0.05,0.39,-0.06,-54.55,-0.42,-51.85
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.42,12.86,0.45,9.62,0.03,7.14,-3.24,-25.19
Forest,ddr,35,0.21,,0.03,,-0.18,-85.71,,
Touch of the Void,bfz,134,0.03,,0.02,0.09,-0.01,-33.33,,
"Danitha, New Benalia's Light",mat,79,0.67,1.02,1.31,1.46,0.64,95.52,0.44,43.14
Rite of Replication,plst,C14-122,0.35,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,2.47,,1.40,,-1.07,-43.32,,
Warrant // Warden,rna,230,0.09,0.32,0.11,0.14,0.02,22.22,-0.18,-56.25
Sparkspitter,plst,UMA-149,0.04,,0.07,,0.03,75.00,,
Hold the Perimeter,cn2,6,0.19,0.69,0.09,0.55,-0.10,-52.63,-0.14,-20.29
Lightning Shrieker,frf,106,0.04,0.39,0.05,0.36,0.01,25.00,-0.03,-7.69
"Atris, Oracle of Half-Truths",pthb,209s,,0.23,,0.19,,,-0.04,-17.39
Pteramander,otc,109,0.06,,0.10,,0.04,66.67,,
Diamond Faerie,csp,128,0.65,4.39,0.33,3.36,-0.32,-49.23,-1.03,-23.46
Beast Within,who,819,,27.07,,12.95,,,-14.12,-52.16
"Titania, Nature's Force",brc,25,2.03,7.95,,,,,,
Blighted Burgeoning,mom,177,0.09,0.11,0.08,0.11,-0.01,-11.11,0.00,0.00
Archmage of Runes,pfdn,30s,,2.86,,1.89,,,-0.97,-33.92
Finale of Promise,pwar,127s,,7.89,,3.92,,,-3.97,-50.32
Rootcast Apprenticeship,blc,32,0.14,,0.46,,0.32,228.57,,
"Laelia, the Blade Reforged",c21,380,1.66,,2.01,,0.35,21.08,,
Predatory Impetus,clb,249,0.05,0.08,0.05,0.11,0.00,0.00,0.03,37.50
Cyclopean Tomb,leb,241,,,273.51,,,,,
Grove of the Guardian,gk1,124,0.35,,0.26,,-0.09,-25.71,,
Deadly Alliance,znr,96,0.08,0.19,0.08,0.17,0.00,0.00,-0.02,-10.53
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.04,,0.03,0.18,-0.01,-25.00,,
Cryptic Command,sld,905,,3.75,,0.83,,,-2.92,-77.87
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,3.93,8.81,3.87,3.96,-0.06,-1.53,-4.85,-55.05
Steamflogger Boss,fut,121,0.19,7.29,0.30,3.74,0.11,57.89,-3.55,-48.70
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,,,,,,,,
Soul of Eternity,cmr,626,0.69,0.99,0.39,1.17,-0.30,-43.48,0.18,18.18
Jaya Ballard,pdom,132s,,0.69,,2.79,,,2.10,304.35
Starfield Vocalist,peoe,78s,,3.28,,3.31,,,0.03,0.91
Noggle Robber,ecl,237,,,,,,,,
Llanowar,opca,48,5.30,,4.29,,-1.01,-19.06,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.77,,2.14,,0.37,20.90,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.10,0.58,0.07,0.68,-0.03,-30.00,0.10,17.24
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.31,2.47,0.17,0.92,-0.14,-45.16,-1.55,-62.75
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,0.93,2.18,0.83,1.31,-0.10,-10.75,-0.87,-39.91
Manaform Hellkite,dbl,437,2.23,8.99,0.85,0.02,-1.38,-61.88,-8.97,-99.78
Bind // Liberate,cmb2,88,0.25,,1.79,,1.54,616.00,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.23,,0.21,,-0.02,-8.70,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,47.72,,32.97,,,-14.75,-30.91
"Faramir, Field Commander",ltr,303,0.10,0.18,0.09,0.25,-0.01,-10.00,0.07,38.89
Enlarge,plst,M14-170,0.09,,,,,,,
Spurnmage Advocate,jud,27,0.30,8.13,0.22,3.16,-0.08,-26.67,-4.97,-61.13
"Linvala, Shield of Sea Gate",pznr,226p,0.39,0.49,0.24,0.69,-0.15,-38.46,0.20,40.82
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.17,,,,,,
Consuming Vapors,roe,101,0.27,1.32,0.37,1.28,0.10,37.04,-0.04,-3.03
Spell Blast,4ed,103,0.10,,0.09,,-0.01,-10.00,,
Slivdrazi Monstrosity,cmb2,102,14.60,,9.89,,-4.71,-32.26,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.07,,0.10,,0.03,42.86,,
Pelakka Wurm,m19,192,0.14,0.85,0.15,0.35,0.01,7.14,-0.50,-58.82
Ripscale Predator,cmr,196,0.06,0.14,0.02,0.09,-0.04,-66.67,-0.05,-35.71
Twinblade Slasher,eve,79,0.20,1.32,0.24,0.76,0.04,20.00,-0.56,-42.42
Bladegriff Prototype,otc,253,0.22,,0.20,,-0.02,-9.09,,
Beastmaster Ascension,c14,186,4.53,,3.99,,-0.54,-11.92,,
Plains,prwk,A08,,0.84,,1.25,,,0.41,48.81
Gemrazer,iko,155,0.49,0.72,0.56,1.00,0.07,14.29,0.28,38.89
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.22,,0.18,,-0.04,-18.18,,
"Lady Zhurong, Warrior Queen",ptk,139,125.41,,38.42,,-86.99,-69.36,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.76,,0.40,,-0.36,-47.37,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.49,0.41,,,,,,
Manabarbs,10e,218,4.38,19.43,4.67,17.12,0.29,6.62,-2.31,-11.89
Incandescent Aria,psnc,192p,0.22,0.18,0.14,0.20,-0.08,-36.36,0.02,11.11
Goblin Gardener,7ed,188★,,15.51,,,,,,
Temur Charm,c20,230,0.24,,0.17,,-0.07,-29.17,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.02,0.11,0.03,0.05,0.01,50.00,-0.06,-54.55
Necrotic Hex,cmr,137,0.32,0.45,0.40,0.60,0.08,25.00,0.15,33.33
Reconnaissance Mission,40k,193,1.59,,1.71,,0.12,7.55,,
Overflowing Insight,j25,341,0.29,,0.28,,-0.01,-3.45,,
Wasteful Harvest,bro,196,0.05,0.20,0.10,0.17,0.05,100.00,-0.03,-15.00
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.10,0.30,0.09,0.22,-0.01,-10.00,-0.08,-26.67
Blockbuster,rav,115,0.10,,0.05,0.28,-0.05,-50.00,,
"Padeem, Consul of Innovation",cmm,109,1.00,1.22,0.52,1.33,-0.48,-48.00,0.11,9.02
Nature's Lore,5ed,316,3.14,,1.94,,-1.20,-38.22,,
Eron the Relentless,ptc,mj73sb,0.41,,0.47,,0.06,14.63,,
Sungrass Prairie,pip,1041,,1.37,,0.63,,,-0.74,-54.01
Colossus of Sardia,10e,317★,,0.90,,1.28,,,0.38,42.22
Krosan Verge,c18,263,0.22,,0.17,,-0.05,-22.73,,
Otepec Huntmaster,lcc,229,0.25,,0.63,,0.38,152.00,,
Krosan Verge,mic,175,0.14,,0.18,,0.04,28.57,,
Monk Idealist,c15,76,0.16,,0.21,,0.05,31.25,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.05,0.10,0.06,0.11,0.01,20.00,0.01,10.00
Mercadian Atlas,mmq,305,0.63,4.48,0.55,10.23,-0.08,-12.70,5.75,128.35
Drannith Magistrate,piko,11s,,22.67,,23.22,,,0.55,2.43
Thermokarst,ice,268,5.20,,6.77,,1.57,30.19,,
Knight of the White Orchid,c21,95,1.69,,1.47,,-0.22,-13.02,,
"Marchesa, Dealer of Death",potj,220p,0.19,0.43,0.08,0.24,-0.11,-57.89,-0.19,-44.19
Nomads' Assembly,c14,82,0.60,,0.58,,-0.02,-3.33,,
"Ulamog, the Infinite Gyre",2x2,577,,86.44,,110.49,,,24.05,27.82
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,6.91,7.78,7.38,7.06,0.47,6.80,-0.72,-9.25
"Ajani, the Greathearted",sld,520,,1.91,,1.20,,,-0.71,-37.17
Gift of Paradise,cmr,229,0.04,0.16,0.05,0.17,0.01,25.00,0.01,6.25
Endless One,cmm,804,0.84,,0.52,,-0.32,-38.10,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,,,,,,,,
Polygoyf,m3c,65,0.31,,0.34,5.94,0.03,9.68,,
Tip the Scales,tdc,29,0.10,,0.26,,0.16,160.00,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.82,,0.53,,-0.29,-35.37,,
Telepathy,7ed,102,2.17,,0.68,,-1.49,-68.66,,
Gleaming Geardrake,mkm,424,0.29,0.45,0.15,0.34,-0.14,-48.28,-0.11,-24.44
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,3.13,,2.44,,,-0.69,-22.04
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.20,,0.33,,0.13,65.00,,
"Nikara, Lair Scavenger",c20,3,0.62,0.42,0.56,0.62,-0.06,-9.68,0.20,47.62
Resurgent Belief,pmh2,26s,,1.69,,1.06,,,-0.63,-37.28
Rescuer Sphinx,war,65,0.05,0.36,0.05,0.19,0.00,0.00,-0.17,-47.22
Forest,gk2,106,0.40,,0.26,,-0.14,-35.00,,
Verdant Outrider // Verdant Outrider,awoe,28,,,,,,,,
Dusk // Dawn,blc,138,0.13,,0.26,,0.13,100.00,,
Homing Lightning,rvr,112,0.03,0.04,0.04,0.11,0.01,33.33,0.07,175.00
Elvish Healer,ice,22,0.10,,0.07,,-0.03,-30.00,,
Angelic Quartermaster // Angelic Quartermaster,avow,5,,,,,,,,
Mirror Gallery,bok,154,15.35,67.14,6.06,21.41,-9.29,-60.52,-45.73,-68.11
Plains,mom,277,0.11,0.13,0.06,0.06,-0.05,-45.45,-0.07,-53.85
Phantom Interference,otj,61,0.09,0.19,0.14,0.23,0.05,55.56,0.04,21.05
Tempt with Discovery,c13,174,3.87,,1.84,,-2.03,-52.45,,
