name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Siren's Call,ced,78,2.18,,0.63,,-1.55,-71.10,,
Mystical Tutor,dmr,421,12.36,16.85,9.90,13.45,-2.46,-19.90,-3.40,-20.18
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.18,0.47,0.15,0.37,-0.03,-16.67,-0.10,-21.28
Selvala's Enforcer,cns,40,0.17,0.60,0.11,0.32,-0.06,-35.29,-0.28,-46.67
Coalstoke Gearhulk,pdft,198s,,1.37,,1.57,,,0.20,14.60
Fresh Meat,nph,109,0.25,0.95,0.11,1.52,-0.14,-56.00,0.57,60.00
Orzhov Guildgate,gtc,244,0.08,0.62,0.13,0.71,0.05,62.50,0.09,14.52
Mortify,ltc,269,0.20,,0.18,,-0.02,-10.00,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.95,20.07,16.03,18.60,-2.92,-15.41,-1.47,-7.32
Paradise Druid,woc,129,0.18,,0.22,,0.04,22.22,,
Run Away Together,woc,108,0.12,,0.05,,-0.07,-58.33,,
Sinew Sliver,tsr,44,0.39,2.01,0.28,0.94,-0.11,-28.21,-1.07,-53.23
Charge,dom,10,0.05,0.41,0.10,0.20,0.05,100.00,-0.21,-51.22
Island,eld,255,0.11,0.13,0.04,0.20,-0.07,-63.64,0.07,53.85
Novice Knight,m19,30,0.07,0.47,0.10,0.35,0.03,42.86,-0.12,-25.53
Fallen Askari,vis,59,0.16,,0.06,,-0.10,-62.50,,
Altar's Reap,plst,DDR-37,0.15,,0.11,,-0.04,-26.67,,
"Lavinia, Azorius Renegade",rvr,370,0.34,0.45,0.74,0.93,0.40,117.65,0.48,106.67
"Odric, Master Tactician",c20,96,0.28,,0.37,,0.09,32.14,,
Afflict,ody,115,0.08,0.80,0.07,0.34,-0.01,-12.50,-0.46,-57.50
Crown of Gondor,ltc,75,0.29,,0.41,,0.12,41.38,,
Invisible Stalker,isd,60,0.57,9.30,1.06,4.69,0.49,85.96,-4.61,-49.57
"Dakkon, Shadow Slayer",mh2,192,0.69,1.08,0.75,1.72,0.06,8.70,0.64,59.26
Shahrazad,arn,10,453.33,,327.87,,-125.46,-27.68,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.35,,0.13,59.09,,
Nocturnal Raid,mir,132,0.22,,0.25,,0.03,13.64,,
Temporal Manipulation,sld,1169,16.60,16.82,15.72,16.56,-0.88,-5.30,-0.26,-1.55
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.20,0.30,0.17,0.39,-0.03,-15.00,0.09,30.00
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.24,1.14,0.30,1.34,0.06,25.00,0.20,17.54
Triskelion,plst,M11-218,,0.44,,0.30,,,-0.14,-31.82
Rite of the Raging Storm,ncc,274,4.79,,0.40,,-4.39,-91.65,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.08,0.14,0.10,0.23,0.02,25.00,0.09,64.29
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.19,0.36,0.08,0.18,-0.11,-57.89,-0.18,-50.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.26,0.53,0.29,0.59,0.03,11.54,0.06,11.32
Island,fbb,297,4.25,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.92,10.17,1.53,8.62,0.61,66.30,-1.55,-15.24
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.21,0.28,0.38,0.56,0.17,80.95,0.28,100.00
Harbinger of the Seas,mh3,63,1.64,2.23,3.49,5.58,1.85,112.80,3.35,150.22
Mad Auntie,mma,90,0.45,1.36,0.47,0.87,0.02,4.44,-0.49,-36.03
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.30,,0.26,0.82,-0.04,-13.33,,
Invasion of Tolvada // The Broken Sky,mom,241,0.26,0.35,0.30,0.30,0.04,15.38,-0.05,-14.29
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.29,,0.40,,0.11,37.93,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.33,,0.45,,0.12,36.36,,
Eumidian Hatchery,eoc,40,2.03,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.09,0.08,0.08,0.21,-0.01,-11.11,0.13,162.50
Plains,cma,292,0.23,,0.14,,-0.09,-39.13,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.12,8.60,0.93,5.67,-0.19,-16.96,-2.93,-34.07
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,1.05,,,,,,
Bubbling Beebles,uds,29,0.13,5.98,0.13,3.49,0.00,0.00,-2.49,-41.64
Second Breakfast,ltr,29,0.06,0.13,0.09,0.23,0.03,50.00,0.10,76.92
"Ulasht, the Hate Seed",2x2,289,0.15,0.30,0.18,0.48,0.03,20.00,0.18,60.00
Unholy Strength,7ed,168,0.11,,0.07,,-0.04,-36.36,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.10,0.12,0.10,0.46,0.00,0.00,0.34,283.33
Thornwood Falls,ema,246,0.08,0.30,0.07,0.31,-0.01,-12.50,0.01,3.33
Goblin Bowling Team,ugl,44,0.31,,0.26,,-0.05,-16.13,,
Elvish Aberration,pal03,7,,2.00,,0.77,,,-1.23,-61.50
"Farid, Enterprising Salvager",brc,13,0.59,,0.23,,-0.36,-61.02,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.20,1.19,0.16,0.85,-0.04,-20.00,-0.34,-28.57
Return to Dust,khc,32,0.10,,0.19,,0.09,90.00,,
Emberheart Challenger,blb,133,3.14,2.36,2.68,2.83,-0.46,-14.65,0.47,19.92
Royal Assassin,dmr,310,0.46,0.69,0.63,1.09,0.17,36.96,0.40,57.97
Shock,aer,98,0.07,0.19,0.12,0.92,0.05,71.43,0.73,384.21
Eldrazi Temple,sld,1154,57.71,57.61,51.15,68.61,-6.56,-11.37,11.00,19.09
Voyager Glidecar,pdft,36p,0.39,0.31,0.12,0.30,-0.27,-69.23,-0.01,-3.23
Walk the Plank,xln,130,0.13,0.52,0.15,0.31,0.02,15.38,-0.21,-40.38
Sphinx's Revelation,mm3,187,1.11,1.60,1.06,0.87,-0.05,-4.50,-0.73,-45.63
Mise,unh,38,0.26,6.00,0.17,1.66,-0.09,-34.62,-4.34,-72.33
Kor Entanglers,bfz,36,0.12,0.48,0.13,0.29,0.01,8.33,-0.19,-39.58
Tail Swipe,j25,721,0.29,,0.25,,-0.04,-13.79,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.16,0.48,0.33,0.30,0.17,106.25,-0.18,-37.50
"Izoni, Thousand-Eyed",gk1,50,,0.82,,0.93,,,0.11,13.41
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.75,3.01,2.22,3.09,-0.53,-19.27,0.08,2.66
Duelist's Heritage,c16,1,1.70,,1.37,,-0.33,-19.41,,
"Lazav, Dimir Mastermind",znc,92,0.64,,0.63,,-0.01,-1.56,,
Celestial Kirin,sok,3,0.64,11.82,0.56,8.56,-0.08,-12.50,-3.26,-27.58
Courage in Crisis,plst,WAR-158,0.18,,,,,,,
Green Sun's Twilight,pone,169p,0.27,0.28,0.18,0.50,-0.09,-33.33,0.22,78.57
Talisman of Curiosity,m3c,309,0.30,,0.31,2.54,0.01,3.33,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,0.75,1.25,2.04,0.56,81.16,1.29,172.00
Ornithopter,5ed,393,0.57,,0.35,,-0.22,-38.60,,
"Kamahl, Pit Fighter",p15a,2,,0.86,,1.15,,,0.29,33.72
Saheeli's Directive,pz2,70675,,,,,,,,
Festering Goblin,9ed,130,0.11,,0.10,,-0.01,-9.09,,
Reality Smasher,sld,1153,11.39,9.72,7.24,8.44,-4.15,-36.44,-1.28,-13.17
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,4.31,4.88,3.71,4.45,-0.60,-13.92,-0.43,-8.81
Orzhov Advokist,c16,3,0.16,,0.29,,0.13,81.25,,
Initiate's Companion,akh,174,0.05,0.45,0.13,0.24,0.08,160.00,-0.21,-46.67
Tsabo's Assassin,inv,128,0.48,7.90,0.42,9.00,-0.06,-12.50,1.10,13.92
Mana Clash,9ed,203★,,14.33,,,,,,
Darksteel Splicer,moc,100,1.70,,,,,,,
"Hogaak, Arisen Necropolis",mh1,202,1.24,7.54,1.22,11.34,-0.02,-1.61,3.80,50.40
Survival of the Fittest,wc98,bs129,52.18,,59.06,,6.88,13.19,,
Keen-Eyed Curator,blb,322,2.54,3.18,2.45,4.41,-0.09,-3.54,1.23,38.68
Jasmine Boreal,tsb,93,0.46,7.97,0.19,2.12,-0.27,-58.70,-5.85,-73.40
Bone Dragon,pm19,88s,,2.98,,2.73,,,-0.25,-8.39
Psychic Venom,5ed,113,0.18,,0.09,,-0.09,-50.00,,
Birthing Ritual,mh3,337,7.36,15.21,8.96,13.56,1.60,21.74,-1.65,-10.85
Sokka's Haiku,tla,71,0.89,0.20,0.11,0.16,-0.78,-87.64,-0.04,-20.00
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.34,,-5.86,-81.39,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,0.92,,,,,,,
Ancient Spring,inv,319,0.16,4.86,0.12,4.75,-0.04,-25.00,-0.11,-2.26
Spirit,tfic,3,,,,,,,,
Howlgeist,j22,673,0.07,,0.12,,0.05,71.43,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.59,12.23,7.95,17.41,-0.64,-7.45,5.18,42.35
Digsite Engineer,c21,342,1.32,,1.05,,-0.27,-20.45,,
Security Rhox,snc,220,0.05,0.03,0.05,0.07,0.00,0.00,0.04,133.33
Biogenic Upgrade,j25,144,0.12,,0.18,,0.06,50.00,,
Belbe's Armor,nem,126,0.23,3.73,0.20,2.81,-0.03,-13.04,-0.92,-24.66
Slinking Skirge,uds,71,0.15,0.90,0.07,1.22,-0.08,-53.33,0.32,35.56
Thalakos Lowlands,brb,88,0.43,,0.63,,0.20,46.51,,
Scoured Barrens,neo,274,0.09,0.21,0.13,0.34,0.04,44.44,0.13,61.90
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.19,,0.12,,-0.07,-36.84,,
Behemoth Sledge,pip,211,0.14,1.83,0.09,0.28,-0.05,-35.71,-1.55,-84.70
"Cadric, Soul Kindler",dmc,86,4.18,,4.41,,0.23,5.50,,
Summon: Choco/Mog,fin,35,0.04,0.15,0.14,0.21,0.10,250.00,0.06,40.00
Grim Captain's Call,xln,108,0.13,0.47,0.02,0.25,-0.11,-84.62,-0.22,-46.81
"Boseiju, Who Endures",neo,412,49.09,102.23,40.95,77.27,-8.14,-16.58,-24.96,-24.42
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.15,0.38,0.13,0.44,-0.02,-13.33,0.06,15.79
Catastrophe,brb,12,3.70,,2.23,,-1.47,-39.73,,
Vandalblast,sld,404,,12.15,,16.27,,,4.12,33.91
Beledros Witherbloom,pstx,163p,6.89,9.05,17.00,15.50,10.11,146.73,6.45,71.27
Enchanted Carriage,eld,218,0.12,0.21,0.11,0.17,-0.01,-8.33,-0.04,-19.05
Insect,tsoi,7,0.12,,,,,,,
Workshop Elders,moc,245,0.16,,0.10,,-0.06,-37.50,,
Floodbringer,bok,34,0.14,2.75,0.25,0.91,0.11,78.57,-1.84,-66.91
Phyresis,mbs,49,2.14,11.43,1.05,6.85,-1.09,-50.93,-4.58,-40.07
Banewhip Punisher,hou,59,0.15,0.81,0.14,0.62,-0.01,-6.67,-0.19,-23.46
Mountain,2ed,298,2.81,,1.55,,-1.26,-44.84,,
"Nin, the Pain Artist",c17,183,0.45,,0.56,,0.11,24.44,,
Corpse Traders,ddm,58,0.04,,0.10,,0.06,150.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.04,0.30,0.02,0.30,-0.02,-50.00,0.00,0.00
Scourge of Fleets,pjou,51★,,1.08,,1.64,,,0.56,51.85
Maro's Gone Nuts,cmb1,81,0.60,,0.77,,0.17,28.33,,
Skullclamp,c14,268,4.15,,4.83,,0.68,16.39,,
Skullmane Baku,bok,83,0.10,0.25,0.08,0.25,-0.02,-20.00,0.00,0.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,8.04,7.15,7.35,8.32,-0.69,-8.58,1.17,16.36
Pia Nalaar,pkld,124s,,0.75,,0.89,,,0.14,18.67
Shatterskull Charger,pznr,159s,,0.28,,0.41,,,0.13,46.43
Infected Vermin,ody,144,0.42,3.35,0.19,1.54,-0.23,-54.76,-1.81,-54.03
Venerable Warsinger,stx,246,0.16,0.29,0.19,0.55,0.03,18.75,0.26,89.66
Thousand-Faced Shadow,neo,451,1.05,1.40,2.13,2.69,1.08,102.86,1.29,92.14
"Delney, Streetwise Lookout",mkm,378,,49.51,,37.29,,,-12.22,-24.68
Murderous Betrayal,8ed,147,0.35,,0.16,,-0.19,-54.29,,
Eyeblight Massacre,khc,49,0.12,,0.20,,0.08,66.67,,
Raise Dead,leb,123,9.76,,8.64,,-1.12,-11.48,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,1.95,43.77,1.81,26.74,-0.14,-7.18,-17.03,-38.91
Elder Gargaroth,pm21,179p,5.74,11.30,8.70,10.55,2.96,51.57,-0.75,-6.64
Bloodline Culling,mid,343,0.34,0.28,0.21,0.36,-0.13,-38.24,0.08,28.57
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.25,1.54,0.17,1.24,-0.08,-32.00,-0.30,-19.48
Blessing of Frost,pkhm,161s,,0.32,,0.48,,,0.16,50.00
Heartbeat of Spring,tle,42,1.92,2.87,0.77,3.49,-1.15,-59.90,0.62,21.60
Saproling,tddj,1,0.19,,,,,,,
Worship,8ed,57,0.77,,0.65,,-0.12,-15.58,,
Duress,xln,105,0.11,0.81,0.11,0.44,0.00,0.00,-0.37,-45.68
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.46,12.86,0.53,9.79,0.07,15.22,-3.07,-23.87
Forest,ddr,35,0.21,,0.03,,-0.18,-85.71,,
Touch of the Void,bfz,134,0.03,,0.03,0.09,0.00,0.00,,
"Danitha, New Benalia's Light",mat,79,0.66,1.05,1.33,1.29,0.67,101.52,0.24,22.86
Rite of Replication,plst,C14-122,0.35,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,2.47,,1.40,,-1.07,-43.32,,
Warrant // Warden,rna,230,0.09,0.32,0.12,0.14,0.03,33.33,-0.18,-56.25
Sparkspitter,plst,UMA-149,0.02,,0.06,,0.04,200.00,,
Hold the Perimeter,cn2,6,0.19,0.69,0.10,0.55,-0.09,-47.37,-0.14,-20.29
Lightning Shrieker,frf,106,0.04,0.39,0.05,0.36,0.01,25.00,-0.03,-7.69
"Atris, Oracle of Half-Truths",pthb,209s,,0.23,,0.19,,,-0.04,-17.39
Pteramander,otc,109,0.06,,0.09,,0.03,50.00,,
Diamond Faerie,csp,128,0.65,4.39,0.35,3.36,-0.30,-46.15,-1.03,-23.46
Beast Within,who,819,,26.19,,12.95,,,-13.24,-50.55
"Titania, Nature's Force",brc,25,1.93,8.00,,,,,,
Blighted Burgeoning,mom,177,0.11,0.11,0.06,0.11,-0.05,-45.45,0.00,0.00
Archmage of Runes,pfdn,30s,,2.74,,1.79,,,-0.95,-34.67
Finale of Promise,pwar,127s,,7.89,,3.92,,,-3.97,-50.32
Rootcast Apprenticeship,blc,32,0.19,,0.40,,0.21,110.53,,
"Laelia, the Blade Reforged",c21,380,1.63,,2.04,,0.41,25.15,,
Predatory Impetus,clb,249,0.05,0.08,0.07,0.11,0.02,40.00,0.03,37.50
Cyclopean Tomb,leb,241,,,294.23,,,,,
Grove of the Guardian,gk1,124,0.35,,0.29,,-0.06,-17.14,,
Deadly Alliance,znr,96,0.10,0.20,0.09,0.17,-0.01,-10.00,-0.03,-15.00
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.03,,0.04,0.18,0.01,33.33,,
Cryptic Command,sld,905,,3.80,,3.59,,,-0.21,-5.53
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,3.93,8.81,3.73,3.96,-0.20,-5.09,-4.85,-55.05
Steamflogger Boss,fut,121,0.19,7.94,0.29,3.74,0.10,52.63,-4.20,-52.90
Immaculate Magistrate,ps11,143,,,,,,,,
Soul of Eternity,cmr,626,0.67,0.99,0.39,1.17,-0.28,-41.79,0.18,18.18
Jaya Ballard,pdom,132s,,0.63,,2.79,,,2.16,342.86
Starfield Vocalist,peoe,78s,,3.25,,3.31,,,0.06,1.85
Llanowar,opca,48,5.30,,4.29,,-1.01,-19.06,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.67,,2.31,,0.64,38.32,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.10,0.58,0.06,0.68,-0.04,-40.00,0.10,17.24
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.31,2.46,0.18,0.92,-0.13,-41.94,-1.54,-62.60
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,0.53,1.66,0.71,1.52,0.18,33.96,-0.14,-8.43
Manaform Hellkite,dbl,437,2.23,8.99,0.85,0.02,-1.38,-61.88,-8.97,-99.78
Bind // Liberate,cmb2,88,0.22,,1.79,,1.57,713.64,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.21,,0.21,,0.00,0.00,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,47.72,,32.97,,,-14.75,-30.91
"Faramir, Field Commander",ltr,303,0.11,0.19,0.10,0.22,-0.01,-9.09,0.03,15.79
Enlarge,plst,M14-170,0.11,,,,,,,
Spurnmage Advocate,jud,27,0.31,8.13,0.22,3.05,-0.09,-29.03,-5.08,-62.48
"Linvala, Shield of Sea Gate",pznr,226p,0.46,0.49,0.23,0.61,-0.23,-50.00,0.12,24.49
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.18,,,,,,
Consuming Vapors,roe,101,0.27,1.32,0.35,1.47,0.08,29.63,0.15,11.36
Spell Blast,4ed,103,0.10,,0.13,,0.03,30.00,,
Slivdrazi Monstrosity,cmb2,102,14.26,,9.89,,-4.37,-30.65,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.07,,0.10,,0.03,42.86,,
Pelakka Wurm,m19,192,0.14,1.04,0.18,0.35,0.04,28.57,-0.69,-66.35
Ripscale Predator,cmr,196,0.07,0.16,0.02,0.09,-0.05,-71.43,-0.07,-43.75
Twinblade Slasher,eve,79,0.20,1.32,0.24,0.76,0.04,20.00,-0.56,-42.42
Bladegriff Prototype,otc,253,0.21,,0.20,,-0.01,-4.76,,
Beastmaster Ascension,c14,186,4.51,,4.19,,-0.32,-7.10,,
Plains,prwk,A08,,0.84,,1.25,,,0.41,48.81
Gemrazer,iko,155,0.45,0.68,0.56,1.00,0.11,24.44,0.32,47.06
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.24,,0.16,,-0.08,-33.33,,
"Lady Zhurong, Warrior Queen",ptk,139,125.41,,38.42,,-86.99,-69.36,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.79,,0.44,,-0.35,-44.30,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.47,0.43,,,,,,
Manabarbs,10e,218,4.41,19.43,4.26,17.12,-0.15,-3.40,-2.31,-11.89
Incandescent Aria,psnc,192p,0.23,0.18,0.14,0.22,-0.09,-39.13,0.04,22.22
Goblin Gardener,7ed,188★,,15.51,,,,,,
Temur Charm,c20,230,0.24,,0.23,,-0.01,-4.17,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.03,0.12,0.03,0.06,0.00,0.00,-0.06,-50.00
Necrotic Hex,cmr,137,0.31,0.44,0.44,0.50,0.13,41.94,0.06,13.64
Reconnaissance Mission,40k,193,1.50,,1.80,,0.30,20.00,,
Overflowing Insight,j25,341,0.32,,0.28,,-0.04,-12.50,,
Wasteful Harvest,bro,196,0.04,0.18,0.12,0.17,0.08,200.00,-0.01,-5.56
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.10,0.30,0.06,0.24,-0.04,-40.00,-0.06,-20.00
Blockbuster,rav,115,0.10,,0.05,0.27,-0.05,-50.00,,
"Padeem, Consul of Innovation",cmm,109,0.95,1.25,0.66,1.11,-0.29,-30.53,-0.14,-11.20
Nature's Lore,5ed,316,3.65,,2.32,,-1.33,-36.44,,
Eron the Relentless,ptc,mj73sb,0.41,,0.47,,0.06,14.63,,
Sungrass Prairie,pip,1041,,1.37,,0.63,,,-0.74,-54.01
Colossus of Sardia,10e,317★,,0.90,,1.35,,,0.45,50.00
Krosan Verge,c18,263,0.20,,0.17,,-0.03,-15.00,,
Otepec Huntmaster,lcc,229,0.27,,0.61,,0.34,125.93,,
Krosan Verge,mic,175,0.12,,0.17,,0.05,41.67,,
Monk Idealist,c15,76,0.16,,0.21,,0.05,31.25,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.06,0.07,0.08,0.11,0.02,33.33,0.04,57.14
Mercadian Atlas,mmq,305,0.63,4.48,0.66,10.23,0.03,4.76,5.75,128.35
Drannith Magistrate,piko,11s,,22.19,,22.88,,,0.69,3.11
Thermokarst,ice,268,4.74,,6.25,,1.51,31.86,,
Knight of the White Orchid,c21,95,1.67,,1.58,,-0.09,-5.39,,
"Marchesa, Dealer of Death",potj,220p,0.17,0.43,0.09,0.24,-0.08,-47.06,-0.19,-44.19
Nomads' Assembly,c14,82,0.61,,0.51,,-0.10,-16.39,,
"Ulamog, the Infinite Gyre",2x2,577,,86.07,,110.49,,,24.42,28.37
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,7.02,7.82,7.38,7.23,0.36,5.13,-0.59,-7.54
"Ajani, the Greathearted",sld,520,,1.83,,1.30,,,-0.53,-28.96
Gift of Paradise,cmr,229,0.05,0.16,0.06,0.18,0.01,20.00,0.02,12.50
Endless One,cmm,804,1.02,,0.72,,-0.30,-29.41,,
Meteorite,totj,17,,,,,,,,
Polygoyf,m3c,65,0.31,,0.29,5.94,-0.02,-6.45,,
Tip the Scales,tdc,29,0.08,,0.32,,0.24,300.00,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.96,,0.56,,-0.40,-41.67,,
Telepathy,7ed,102,2.20,,0.73,,-1.47,-66.82,,
Gleaming Geardrake,mkm,424,0.29,0.45,0.14,0.34,-0.15,-51.72,-0.11,-24.44
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,3.16,,2.27,,,-0.89,-28.16
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.20,,0.33,,0.13,65.00,,
"Nikara, Lair Scavenger",c20,3,0.62,0.42,0.45,0.53,-0.17,-27.42,0.11,26.19
Resurgent Belief,pmh2,26s,,1.67,,1.16,,,-0.51,-30.54
Rescuer Sphinx,war,65,0.06,0.36,0.07,0.17,0.01,16.67,-0.19,-52.78
Forest,gk2,106,0.41,,0.26,,-0.15,-36.59,,
Verdant Outrider // Verdant Outrider,awoe,28,,,,,,,,
Dusk // Dawn,blc,138,0.16,,0.19,,0.03,18.75,,
Homing Lightning,rvr,112,0.03,0.04,0.04,0.11,0.01,33.33,0.07,175.00
Elvish Healer,ice,22,0.10,,0.08,,-0.02,-20.00,,
Angelic Quartermaster // Angelic Quartermaster,avow,5,,,,,,,,
Mirror Gallery,bok,154,16.31,67.14,3.11,19.72,-13.20,-80.93,-47.42,-70.63
Plains,mom,277,0.11,0.12,0.04,0.08,-0.07,-63.64,-0.04,-33.33
Phantom Interference,otj,61,0.08,0.18,0.15,0.27,0.07,87.50,0.09,50.00
Tempt with Discovery,c13,174,3.92,,1.85,,-2.07,-52.81,,
Underworld Dreams,prm,35970,,,,,,,,
Loxodon Convert,nph,14,0.03,1.58,0.06,0.23,0.03,100.00,-1.35,-85.44
