name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Run Away Together,woc,108,0.31,,0.11,,-0.20,-64.52,,
Sinew Sliver,tsr,44,0.41,3.02,0.15,1.35,-0.26,-63.41,-1.67,-55.30
Charge,dom,10,0.05,0.30,0.14,0.16,0.09,180.00,-0.14,-46.67
Island,eld,255,0.13,0.14,0.05,0.15,-0.08,-61.54,0.01,7.14
Novice Knight,m19,30,0.11,0.58,0.20,0.30,0.09,81.82,-0.28,-48.28
Fallen Askari,vis,59,0.13,,0.05,,-0.08,-61.54,,
Altar's Reap,plst,DDR-37,0.15,,0.34,,0.19,126.67,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.37,0.38,1.58,0.01,2.70,1.21,327.03
"Odric, Master Tactician",c20,96,0.37,,0.24,,-0.13,-35.14,,
Afflict,ody,115,0.07,0.55,0.06,0.56,-0.01,-14.29,0.01,1.82
Crown of Gondor,ltc,75,0.37,,0.37,,0.00,0.00,,
Invisible Stalker,isd,60,1.45,10.73,0.88,3.11,-0.57,-39.31,-7.62,-71.02
"Dakkon, Shadow Slayer",mh2,192,0.60,1.52,0.54,1.06,-0.06,-10.00,-0.46,-30.26
Shahrazad,arn,10,455.33,,328.43,,-126.90,-27.87,,
Destructive Tampering,aer,78,0.04,0.25,0.04,0.16,0.00,0.00,-0.09,-36.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.31,,0.25,,-0.06,-19.35,,
Nocturnal Raid,mir,132,0.22,,0.14,,-0.08,-36.36,,
Temporal Manipulation,sld,1169,16.73,16.93,14.43,15.65,-2.30,-13.75,-1.28,-7.56
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.30,0.34,0.26,0.29,-0.04,-13.33,-0.05,-14.71
Vaevictis Asmadi,bchr,89,,,2.17,,,,,
Flensermite,mbs,41,0.27,1.22,0.28,1.48,0.01,3.70,0.26,21.31
Triskelion,plst,M11-218,,0.62,,0.42,,,-0.20,-32.26
Rite of the Raging Storm,ncc,274,1.16,,0.51,,-0.65,-56.03,,
Lonely Sandbar,sld,2161,0.57,,0.38,,-0.19,-33.33,,
"Gorion, Wise Mentor",clb,276,0.20,0.20,0.17,0.32,-0.03,-15.00,0.12,60.00
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.15,0.06,0.10,0.18,-0.05,-33.33,0.12,200.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.27,0.60,0.27,0.70,0.00,0.00,0.10,16.67
Island,fbb,297,4.40,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.69,6.68,0.80,6.23,0.11,15.94,-0.45,-6.74
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.32,0.37,0.31,0.50,-0.01,-3.13,0.13,35.14
Harbinger of the Seas,mh3,63,1.63,2.88,3.16,4.86,1.53,93.87,1.98,68.75
Mad Auntie,mma,90,0.74,0.88,0.51,1.26,-0.23,-31.08,0.38,43.18
Coral Eel,9ed,S3,0.16,,0.60,,0.44,275.00,,
Midnight Clock,m3c,189,0.37,,0.21,0.82,-0.16,-43.24,,
Invasion of Tolvada // The Broken Sky,mom,241,0.33,0.38,0.43,0.45,0.10,30.30,0.07,18.42
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.26,,0.35,,0.09,34.62,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.31,,0.50,,0.19,61.29,,
Eumidian Hatchery,eoc,40,0.90,,1.83,,0.93,103.33,,
"Lazav, Familiar Stranger",otj,216,0.10,0.30,0.11,0.16,0.01,10.00,-0.14,-46.67
Plains,cma,292,0.25,,0.15,,-0.10,-40.00,,
Plains,brb,128,0.80,,1.59,,0.79,98.75,,
"Edric, Spymaster of Trest",cns,187,2.37,11.23,0.95,5.53,-1.42,-59.92,-5.70,-50.76
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,0.47,,,,,,
Bubbling Beebles,uds,29,0.17,7.28,0.11,3.84,-0.06,-35.29,-3.44,-47.25
Second Breakfast,ltr,29,0.18,0.18,0.04,0.09,-0.14,-77.78,-0.09,-50.00
"Ulasht, the Hate Seed",2x2,289,0.23,0.35,0.12,0.50,-0.11,-47.83,0.15,42.86
Unholy Strength,7ed,168,0.15,,0.12,,-0.03,-20.00,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.19,0.21,0.14,0.55,-0.05,-26.32,0.34,161.90
Thornwood Falls,ema,246,0.11,0.34,0.07,0.26,-0.04,-36.36,-0.08,-23.53
Goblin Bowling Team,ugl,44,0.32,,0.30,,-0.02,-6.25,,
Improvised Arsenal,tmt,92,0.53,0.82,0.44,0.57,-0.09,-16.98,-0.25,-30.49
Elvish Aberration,pal03,7,,1.82,,0.78,,,-1.04,-57.14
"Farid, Enterprising Salvager",brc,13,0.28,,0.19,,-0.09,-32.14,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.24,0.89,0.19,0.91,-0.05,-20.83,0.02,2.25
Return to Dust,khc,32,0.20,,0.15,,-0.05,-25.00,,
Emberheart Challenger,blb,133,0.67,1.18,1.40,2.53,0.73,108.96,1.35,114.41
Royal Assassin,dmr,310,0.43,0.95,0.48,0.79,0.05,11.63,-0.16,-16.84
Shock,aer,98,0.16,0.18,0.08,0.61,-0.08,-50.00,0.43,238.89
Eldrazi Temple,sld,1154,47.82,46.30,44.30,62.54,-3.52,-7.36,16.24,35.08
Voyager Glidecar,pdft,36p,0.40,0.34,0.16,0.30,-0.24,-60.00,-0.04,-11.76
Walk the Plank,xln,130,0.18,0.49,0.17,0.40,-0.01,-5.56,-0.09,-18.37
Heated Argument,sos,118,0.07,0.53,0.05,0.12,-0.02,-28.57,-0.41,-77.36
Sphinx's Revelation,mm3,187,1.16,1.52,0.79,0.89,-0.37,-31.90,-0.63,-41.45
Mise,unh,38,0.24,,0.22,1.58,-0.02,-8.33,,
Kor Entanglers,bfz,36,0.11,0.45,0.11,0.26,0.00,0.00,-0.19,-42.22
Tail Swipe,j25,721,0.25,,0.26,,0.01,4.00,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.13,0.41,0.12,0.35,-0.01,-7.69,-0.06,-14.63
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.04,,,0.25,31.65
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.36,3.76,1.94,2.20,-0.42,-17.80,-1.56,-41.49
Duelist's Heritage,c16,1,1.81,,1.46,,-0.35,-19.34,,
"Lazav, Dimir Mastermind",znc,92,0.79,,0.65,,-0.14,-17.72,,
Celestial Kirin,sok,3,0.74,14.00,0.80,4.94,0.06,8.11,-9.06,-64.71
Courage in Crisis,plst,WAR-158,0.22,,0.14,,-0.08,-36.36,,
Green Sun's Twilight,pone,169p,0.31,0.49,0.24,0.47,-0.07,-22.58,-0.02,-4.08
Talisman of Curiosity,m3c,309,0.44,,0.31,2.54,-0.13,-29.55,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,1.05,1.48,2.03,0.79,114.49,0.98,93.33
Ornithopter,5ed,393,0.55,,0.37,,-0.18,-32.73,,
"Kamahl, Pit Fighter",p15a,2,,0.93,,1.10,,,0.17,18.28
Saheeli's Directive,pz2,70675,,,,,,,,
"Armaggon, Future Shark",tmt,264,2.43,1.62,1.31,1.68,-1.12,-46.09,0.06,3.70
Festering Goblin,9ed,130,0.11,,0.09,,-0.02,-18.18,,
Reality Smasher,sld,1153,10.06,9.28,4.94,7.80,-5.12,-50.89,-1.48,-15.95
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,7.41,7.75,4.01,4.74,-3.40,-45.88,-3.01,-38.84
Orzhov Advokist,c16,3,0.25,,0.22,,-0.03,-12.00,,
Initiate's Companion,akh,174,0.14,0.32,0.04,0.24,-0.10,-71.43,-0.08,-25.00
Tsabo's Assassin,inv,128,0.65,7.86,0.47,8.09,-0.18,-27.69,0.23,2.93
Mana Clash,9ed,203★,,14.75,,,,,,
Darksteel Splicer,moc,100,1.57,,1.07,,-0.50,-31.85,,
"Hogaak, Arisen Necropolis",mh1,202,1.26,8.37,1.46,15.67,0.20,15.87,7.30,87.22
Survival of the Fittest,wc98,bs129,59.53,,85.21,,25.68,43.14,,
Keen-Eyed Curator,blb,322,1.67,3.03,3.58,7.51,1.91,114.37,4.48,147.85
Jasmine Boreal,tsb,93,0.49,8.71,0.31,5.00,-0.18,-36.73,-3.71,-42.59
Bone Dragon,pm19,88s,,3.45,,2.48,,,-0.97,-28.12
Psychic Venom,5ed,113,0.18,,0.14,,-0.04,-22.22,,
Birthing Ritual,mh3,337,8.07,15.65,9.69,14.62,1.62,20.07,-1.03,-6.58
Sokka's Haiku,tla,71,0.20,0.33,0.13,0.17,-0.07,-35.00,-0.16,-48.48
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.25,,-5.95,-82.64,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,8.03,,,,,,,
Ancient Spring,inv,319,0.21,5.32,0.18,4.56,-0.03,-14.29,-0.76,-14.29
Spirit,tfic,3,,,,,,,,
Suspend Aggression,sos,357,0.42,0.70,,,,,,
Howlgeist,j22,673,0.12,,0.13,,0.01,8.33,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.78,15.75,7.90,16.90,-0.88,-10.02,1.15,7.30
Digsite Engineer,c21,342,1.59,,0.99,,-0.60,-37.74,,
Security Rhox,snc,220,0.04,0.02,0.03,0.09,-0.01,-25.00,0.07,350.00
Biogenic Upgrade,j25,144,0.19,,0.14,,-0.05,-26.32,,
Belbe's Armor,nem,126,0.25,4.49,0.21,2.66,-0.04,-16.00,-1.83,-40.76
Slinking Skirge,uds,71,0.10,1.98,0.09,1.22,-0.01,-10.00,-0.76,-38.38
Thalakos Lowlands,brb,88,0.50,,0.75,,0.25,50.00,,
Scoured Barrens,neo,274,0.19,0.27,0.24,0.11,0.05,26.32,-0.16,-59.26
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.18,,0.14,,-0.04,-22.22,,
Behemoth Sledge,pip,211,0.29,2.26,0.12,0.27,-0.17,-58.62,-1.99,-88.05
"Cadric, Soul Kindler",dmc,86,4.54,,4.78,,0.24,5.29,,
Summon: Choco/Mog,fin,35,0.13,0.25,0.13,0.18,0.00,0.00,-0.07,-28.00
Grim Captain's Call,xln,108,0.17,0.47,0.09,0.29,-0.08,-47.06,-0.18,-38.30
"Boseiju, Who Endures",neo,412,69.74,148.58,43.40,82.42,-26.34,-37.77,-66.16,-44.53
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.21,0.37,0.10,0.37,-0.11,-52.38,0.00,0.00
Catastrophe,brb,12,3.79,,2.96,,-0.83,-21.90,,
Vandalblast,sld,404,,14.14,,14.85,,,0.71,5.02
Beledros Witherbloom,pstx,163p,7.32,9.00,17.00,14.81,9.68,132.24,5.81,64.56
Enchanted Carriage,eld,218,0.10,0.34,0.09,0.14,-0.01,-10.00,-0.20,-58.82
Insect,tsoi,7,0.20,,0.13,,-0.07,-35.00,,
Workshop Elders,moc,245,0.24,,0.28,,0.04,16.67,,
Floodbringer,bok,34,0.17,5.13,0.04,0.78,-0.13,-76.47,-4.35,-84.80
Phyresis,mbs,49,2.88,13.26,0.95,7.09,-1.93,-67.01,-6.17,-46.53
Banewhip Punisher,hou,59,0.31,0.99,0.18,0.63,-0.13,-41.94,-0.36,-36.36
Mountain,2ed,298,2.86,,3.77,,0.91,31.82,,
"Nin, the Pain Artist",c17,183,0.49,,0.21,,-0.28,-57.14,,
Corpse Traders,ddm,58,0.22,,0.11,,-0.11,-50.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.06,0.25,0.05,0.15,-0.01,-16.67,-0.10,-40.00
Scourge of Fleets,pjou,51★,,1.04,,1.13,,,0.09,8.65
Maro's Gone Nuts,cmb1,81,0.61,,0.33,,-0.28,-45.90,,
Skullclamp,c14,268,5.22,,4.91,,-0.31,-5.94,,
Skullmane Baku,bok,83,0.13,0.37,0.09,0.40,-0.04,-30.77,0.03,8.11
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,18.49,7.08,7.22,6.78,-11.27,-60.95,-0.30,-4.24
Pia Nalaar,pkld,124s,,0.99,,0.65,,,-0.34,-34.34
Shatterskull Charger,pznr,159s,,0.30,,0.41,,,0.11,36.67
Infected Vermin,ody,144,0.41,0.30,0.16,2.03,-0.25,-60.98,1.73,576.67
Venerable Warsinger,stx,246,0.33,0.27,0.26,0.33,-0.07,-21.21,0.06,22.22
Thousand-Faced Shadow,neo,451,2.85,2.10,2.09,2.50,-0.76,-26.67,0.40,19.05
"Delney, Streetwise Lookout",mkm,378,,68.01,,38.30,,,-29.71,-43.68
Murderous Betrayal,8ed,147,0.39,,0.26,,-0.13,-33.33,,
Eyeblight Massacre,khc,49,0.14,,0.07,,-0.07,-50.00,,
Raise Dead,leb,123,10.87,,7.70,,-3.17,-29.16,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.55,47.36,1.89,41.09,-0.66,-25.88,-6.27,-13.24
Elder Gargaroth,pm21,179p,5.76,8.88,7.31,10.55,1.55,26.91,1.67,18.81
Bloodline Culling,mid,343,0.34,0.39,0.22,0.53,-0.12,-35.29,0.14,35.90
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.33,1.50,0.18,0.90,-0.15,-45.45,-0.60,-40.00
Blessing of Frost,pkhm,161s,,0.62,,0.49,,,-0.13,-20.97
Heartbeat of Spring,tle,42,1.75,2.93,1.15,1.82,-0.60,-34.29,-1.11,-37.88
Saproling,tddj,1,0.14,,0.15,,0.01,7.14,,
Worship,8ed,57,0.81,,0.98,,0.17,20.99,,
Duress,xln,105,0.18,0.75,0.06,0.32,-0.12,-66.67,-0.43,-57.33
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.39,14.75,0.36,11.62,-0.03,-7.69,-3.13,-21.22
Forest,ddr,35,0.18,,0.05,,-0.13,-72.22,,
Touch of the Void,bfz,134,0.05,0.30,0.08,0.11,0.03,60.00,-0.19,-63.33
"Danitha, New Benalia's Light",mat,79,1.13,1.30,1.43,1.41,0.30,26.55,0.11,8.46
Rite of Replication,plst,C14-122,0.38,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,1.00,,1.21,,0.21,21.00,,
Warrant // Warden,rna,230,0.17,0.30,0.07,0.13,-0.10,-58.82,-0.17,-56.67
Sparkspitter,plst,UMA-149,0.03,,0.14,,0.11,366.67,,
Hold the Perimeter,cn2,6,0.14,0.72,0.09,0.48,-0.05,-35.71,-0.24,-33.33
Lightning Shrieker,frf,106,0.05,0.41,0.11,0.35,0.06,120.00,-0.06,-14.63
"Atris, Oracle of Half-Truths",pthb,209s,,0.35,,0.32,,,-0.03,-8.57
Pteramander,otc,109,0.13,,0.13,,0.00,0.00,,
Diamond Faerie,csp,128,0.70,7.50,0.26,4.66,-0.44,-62.86,-2.84,-37.87
Beast Within,who,819,,23.04,,12.95,,,-10.09,-43.79
"Titania, Nature's Force",brc,25,3.29,7.78,2.01,9.80,-1.28,-38.91,2.02,25.96
Blighted Burgeoning,mom,177,0.09,0.10,0.09,0.17,0.00,0.00,0.07,70.00
Archmage of Runes,pfdn,30s,,3.48,,1.69,,,-1.79,-51.44
Finale of Promise,pwar,127s,,8.70,,4.00,,,-4.70,-54.02
Rootcast Apprenticeship,blc,32,0.35,,0.62,,0.27,77.14,,
"Laelia, the Blade Reforged",c21,380,2.38,,2.05,,-0.33,-13.87,,
Predatory Impetus,clb,249,0.14,0.13,0.10,0.23,-0.04,-28.57,0.10,76.92
Cyclopean Tomb,leb,241,,,199.52,,,,,
Grove of the Guardian,gk1,124,0.30,,0.36,,0.06,20.00,,
Deadly Alliance,znr,96,0.10,0.25,0.04,0.20,-0.06,-60.00,-0.05,-20.00
Hushwood Verge // Hushwood Verge,adsk,26,,,0.48,,,,,
Deep-Sea Terror,ori,52,0.09,0.23,0.07,0.18,-0.02,-22.22,-0.05,-21.74
Cryptic Command,sld,905,,5.18,,5.94,,,0.76,14.67
Rhino,tmh1,13,,,0.13,0.20,,,,
Season of Weaving,pblb,68p,3.76,8.81,3.86,4.18,0.10,2.66,-4.63,-52.55
Steamflogger Boss,fut,121,0.21,6.99,0.28,3.93,0.07,33.33,-3.06,-43.78
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,0.39,11.23,0.16,0.52,-0.23,-58.97,-10.71,-95.37
Soul of Eternity,cmr,626,0.86,0.96,0.57,1.22,-0.29,-33.72,0.26,27.08
Jaya Ballard,pdom,132s,,1.49,,2.55,,,1.06,71.14
Starfield Vocalist,peoe,78s,,3.24,,2.94,,,-0.30,-9.26
Noggle Robber,ecl,237,0.13,0.21,0.07,0.19,-0.06,-46.15,-0.02,-9.52
Llanowar,opca,48,4.10,,3.80,,-0.30,-7.32,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.87,,1.88,,0.01,0.53,,
Bat,tlci,6,,,0.19,,,,,
Refresh,ody,264,0.08,0.70,0.05,0.84,-0.03,-37.50,0.14,20.00
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.41,5.79,0.27,1.54,-0.14,-34.15,-4.25,-73.40
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,0.84,2.17,0.82,1.86,-0.02,-2.38,-0.31,-14.29
Manaform Hellkite,dbl,437,2.32,6.69,2.14,0.02,-0.18,-7.76,-6.67,-99.70
Bind // Liberate,cmb2,88,0.31,,1.93,,1.62,522.58,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.24,,0.14,,-0.10,-41.67,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,45.15,,38.94,,,-6.21,-13.75
"Faramir, Field Commander",ltr,303,0.26,0.21,0.08,0.20,-0.18,-69.23,-0.01,-4.76
Enlarge,plst,M14-170,0.09,,0.03,,-0.06,-66.67,,
Spurnmage Advocate,jud,27,0.26,2.00,0.26,3.06,0.00,0.00,1.06,53.00
"Linvala, Shield of Sea Gate",pznr,226p,0.40,0.41,0.25,0.49,-0.15,-37.50,0.08,19.51
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.26,0.27,0.45,0.12,80.00,0.19,73.08
Consuming Vapors,roe,101,0.29,1.42,0.43,1.14,0.14,48.28,-0.28,-19.72
Spell Blast,4ed,103,0.11,,0.12,,0.01,9.09,,
Slivdrazi Monstrosity,cmb2,102,15.46,,3.97,,-11.49,-74.32,,
Clue,twho,21,,,1.21,2.51,,,,
Crusader of Odric,fdn,569,0.18,,0.10,,-0.08,-44.44,,
Pelakka Wurm,m19,192,0.17,0.37,0.12,0.33,-0.05,-29.41,-0.04,-10.81
Ripscale Predator,cmr,196,0.08,0.03,0.02,0.07,-0.06,-75.00,0.04,133.33
Twinblade Slasher,eve,79,0.36,1.30,0.29,0.85,-0.07,-19.44,-0.45,-34.62
Bladegriff Prototype,otc,253,0.37,,0.29,,-0.08,-21.62,,
Beastmaster Ascension,c14,186,3.96,,3.40,,-0.56,-14.14,,
Plains,prwk,A08,,0.94,,1.40,,,0.46,48.94
Gemrazer,iko,155,0.43,2.72,0.63,0.90,0.20,46.51,-1.82,-66.91
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.29,,0.19,,-0.10,-34.48,,
"Lady Zhurong, Warrior Queen",ptk,139,120.85,,36.65,,-84.20,-69.67,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.57,,0.26,,-0.31,-54.39,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.61,0.46,0.36,0.58,-0.25,-40.98,0.12,26.09
Manabarbs,10e,218,4.75,19.77,2.78,20.93,-1.97,-41.47,1.16,5.87
Incandescent Aria,psnc,192p,0.24,0.18,0.14,0.18,-0.10,-41.67,0.00,0.00
Royal Treatment,soa,56,0.21,0.34,0.04,0.15,-0.17,-80.95,-0.19,-55.88
Goblin Gardener,7ed,188★,,15.72,,,,,,
Temur Charm,c20,230,0.32,,0.20,,-0.12,-37.50,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.09,0.09,0.11,0.05,0.02,22.22,-0.04,-44.44
Necrotic Hex,cmr,137,0.47,0.42,0.42,0.55,-0.05,-10.64,0.13,30.95
Reconnaissance Mission,40k,193,1.79,,1.58,,-0.21,-11.73,,
Overflowing Insight,j25,341,0.28,,0.42,,0.14,50.00,,
Wasteful Harvest,bro,196,0.10,0.15,0.04,0.11,-0.06,-60.00,-0.04,-26.67
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.11,0.25,0.04,0.23,-0.07,-63.64,-0.02,-8.00
Blockbuster,rav,115,0.09,0.18,0.04,0.25,-0.05,-55.56,0.07,38.89
"Padeem, Consul of Innovation",cmm,109,1.96,4.02,0.35,0.94,-1.61,-82.14,-3.08,-76.62
Nature's Lore,5ed,316,4.13,,2.73,,-1.40,-33.90,,
Eron the Relentless,ptc,mj73sb,0.45,,0.43,,-0.02,-4.44,,
Sungrass Prairie,pip,1041,,1.35,,0.73,,,-0.62,-45.93
Colossus of Sardia,10e,317★,,1.73,,1.35,,,-0.38,-21.97
Krosan Verge,c18,263,0.25,,0.19,,-0.06,-24.00,,
Otepec Huntmaster,lcc,229,0.33,,0.58,,0.25,75.76,,
Krosan Verge,mic,175,0.20,,0.17,,-0.03,-15.00,,
Monk Idealist,c15,76,0.20,,0.17,,-0.03,-15.00,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.09,0.11,0.04,0.04,-0.05,-55.56,-0.07,-63.64
Mercadian Atlas,mmq,305,0.62,14.99,0.64,9.44,0.02,3.23,-5.55,-37.02
Drannith Magistrate,piko,11s,,23.19,,19.67,,,-3.52,-15.18
Thermokarst,ice,268,5.33,,6.87,,1.54,28.89,,
Knight of the White Orchid,c21,95,5.82,,1.75,,-4.07,-69.93,,
"Marchesa, Dealer of Death",potj,220p,0.21,0.38,0.10,0.13,-0.11,-52.38,-0.25,-65.79
Nomads' Assembly,c14,82,0.64,,0.54,,-0.10,-15.62,,
"Ulamog, the Infinite Gyre",2x2,577,,88.41,,97.25,,,8.84,10.00
Disintegrate,sum,142,,,575.00,,,,,
Inspiring Vantage,sld,1375,5.95,6.79,7.60,5.07,1.65,27.73,-1.72,-25.33
"Ajani, the Greathearted",sld,520,,1.74,,0.69,,,-1.05,-60.34
Gift of Paradise,cmr,229,0.26,0.17,0.02,0.16,-0.24,-92.31,-0.01,-5.88
Endless One,cmm,804,2.14,,0.44,,-1.70,-79.44,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,2.10,3.51,0.71,1.39,-1.39,-66.19,-2.12,-60.40
Polygoyf,m3c,65,0.34,,0.40,5.94,0.06,17.65,,
Tip the Scales,tdc,29,0.27,,0.29,,0.02,7.41,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.75,,0.98,,0.23,30.67,,
Telepathy,7ed,102,2.10,,0.27,,-1.83,-87.14,,
Gleaming Geardrake,mkm,424,0.24,0.35,0.22,0.21,-0.02,-8.33,-0.14,-40.00
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,4.00,,2.18,,,-1.82,-45.50
Spirit,wmkm,2,,,,,,,,
