name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Mystical Tutor,dmr,421,15.87,17.75,10.43,16.18,-5.44,-34.28,-1.57,-8.85
Essence Warden,prm,95481,,,,,,,,
Blood Operative,grn,63,0.19,0.53,0.22,0.34,0.03,15.79,-0.19,-35.85
Selvala's Enforcer,cns,40,0.15,0.60,0.12,0.36,-0.03,-20.00,-0.24,-40.00
Coalstoke Gearhulk,pdft,198s,,1.33,,0.84,,,-0.49,-36.84
Fresh Meat,nph,109,0.26,0.93,0.23,1.50,-0.03,-11.54,0.57,61.29
Orzhov Guildgate,gtc,244,0.25,0.69,0.15,0.83,-0.10,-40.00,0.14,20.29
Mortify,ltc,269,0.34,,0.20,,-0.14,-41.18,,
Bird,totj,7,,,,,,,,
"Narset, Parter of Veils",sld,1141,18.54,20.52,18.31,20.41,-0.23,-1.24,-0.11,-0.54
Paradise Druid,woc,129,0.28,,0.23,,-0.05,-17.86,,
Run Away Together,woc,108,0.25,,0.09,,-0.16,-64.00,,
Sinew Sliver,tsr,44,0.45,2.84,0.26,1.25,-0.19,-42.22,-1.59,-55.99
Charge,dom,10,0.05,0.35,0.10,0.21,0.05,100.00,-0.14,-40.00
Island,eld,255,0.13,0.13,0.04,0.17,-0.09,-69.23,0.04,30.77
Novice Knight,m19,30,0.11,0.52,0.16,0.30,0.05,45.45,-0.22,-42.31
Fallen Askari,vis,59,0.14,,0.06,,-0.08,-57.14,,
Altar's Reap,plst,DDR-37,0.15,,0.34,,0.19,126.67,,
"Lavinia, Azorius Renegade",rvr,370,0.37,0.39,0.65,1.53,0.28,75.68,1.14,292.31
"Odric, Master Tactician",c20,96,0.38,,0.31,,-0.07,-18.42,,
Afflict,ody,115,0.06,0.55,0.06,0.54,0.00,0.00,-0.01,-1.82
Crown of Gondor,ltc,75,0.35,,0.30,,-0.05,-14.29,,
Invisible Stalker,isd,60,1.26,10.43,1.21,1.81,-0.05,-3.97,-8.62,-82.65
"Dakkon, Shadow Slayer",mh2,192,0.66,1.41,0.52,1.34,-0.14,-21.21,-0.07,-4.96
Shahrazad,arn,10,455.33,,332.40,,-122.93,-27.00,,
Destructive Tampering,aer,78,0.02,0.23,0.06,0.16,0.04,200.00,-0.07,-30.43
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.31,,0.23,,-0.08,-25.81,,
Nocturnal Raid,mir,132,0.22,,0.12,,-0.10,-45.45,,
Temporal Manipulation,sld,1169,16.86,17.07,14.43,15.29,-2.43,-14.41,-1.78,-10.43
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.28,0.33,0.20,0.36,-0.08,-28.57,0.03,9.09
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.25,1.18,0.27,1.48,0.02,8.00,0.30,25.42
Triskelion,plst,M11-218,,0.49,,0.27,,,-0.22,-44.90
Rite of the Raging Storm,ncc,274,1.26,,0.23,,-1.03,-81.75,,
Lonely Sandbar,sld,2161,0.85,,0.19,,-0.66,-77.65,,
"Gorion, Wise Mentor",clb,276,0.19,0.20,0.15,0.30,-0.04,-21.05,0.10,50.00
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.15,0.06,0.11,0.18,-0.04,-26.67,0.12,200.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.31,0.65,0.21,0.68,-0.10,-32.26,0.03,4.62
Island,fbb,297,4.40,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.72,6.63,1.19,6.84,0.47,65.28,0.21,3.17
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.29,0.36,0.26,0.42,-0.03,-10.34,0.06,16.67
Harbinger of the Seas,mh3,63,1.93,2.71,3.53,5.56,1.60,82.90,2.85,105.17
Mad Auntie,mma,90,0.66,0.88,0.70,1.29,0.04,6.06,0.41,46.59
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.30,,0.24,0.82,-0.06,-20.00,,
Invasion of Tolvada // The Broken Sky,mom,241,0.27,0.38,0.28,0.50,0.01,3.70,0.12,31.58
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.25,,0.32,,0.07,28.00,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.31,,0.46,,0.15,48.39,,
Eumidian Hatchery,eoc,40,0.83,,2.11,,1.28,154.22,,
"Lazav, Familiar Stranger",otj,216,0.14,0.25,0.12,0.20,-0.02,-14.29,-0.05,-20.00
Plains,cma,292,0.25,,0.15,,-0.10,-40.00,,
Plains,brb,128,0.80,,1.59,,0.79,98.75,,
"Edric, Spymaster of Trest",cns,187,2.66,9.17,1.01,5.58,-1.65,-62.03,-3.59,-39.15
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,0.47,,,,,,
Bubbling Beebles,uds,29,0.15,7.28,0.14,4.02,-0.01,-6.67,-3.26,-44.78
Second Breakfast,ltr,29,0.20,0.18,0.03,0.07,-0.17,-85.00,-0.11,-61.11
"Ulasht, the Hate Seed",2x2,289,0.21,0.34,0.16,0.50,-0.05,-23.81,0.16,47.06
Unholy Strength,7ed,168,0.11,,0.14,,0.03,27.27,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.15,0.21,0.16,0.55,0.01,6.67,0.34,161.90
Thornwood Falls,ema,246,0.10,0.32,0.05,0.26,-0.05,-50.00,-0.06,-18.75
Goblin Bowling Team,ugl,44,0.32,,0.26,,-0.06,-18.75,,
Improvised Arsenal,tmt,92,0.62,0.87,0.52,0.53,-0.10,-16.13,-0.34,-39.08
Elvish Aberration,pal03,7,,1.79,,0.78,,,-1.01,-56.42
"Farid, Enterprising Salvager",brc,13,0.31,,0.24,,-0.07,-22.58,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.22,0.82,0.18,0.91,-0.04,-18.18,0.09,10.98
Return to Dust,khc,32,0.16,,0.14,,-0.02,-12.50,,
Emberheart Challenger,blb,133,0.65,2.05,2.24,2.96,1.59,244.62,0.91,44.39
Royal Assassin,dmr,310,0.46,0.91,0.55,1.01,0.09,19.57,0.10,10.99
Shock,aer,98,0.12,0.18,0.09,0.61,-0.03,-25.00,0.43,238.89
Eldrazi Temple,sld,1154,48.19,46.52,44.21,64.15,-3.98,-8.26,17.63,37.90
Voyager Glidecar,pdft,36p,0.40,,0.16,0.30,-0.24,-60.00,,
Walk the Plank,xln,130,0.19,0.50,0.13,0.44,-0.06,-31.58,-0.06,-12.00
Heated Argument,sos,118,,,,,,,,
Sphinx's Revelation,mm3,187,1.15,1.52,0.93,0.89,-0.22,-19.13,-0.63,-41.45
Mise,unh,38,0.24,6.00,0.23,1.70,-0.01,-4.17,-4.30,-71.67
Kor Entanglers,bfz,36,0.11,0.48,0.10,0.26,-0.01,-9.09,-0.22,-45.83
Tail Swipe,j25,721,0.28,,0.27,,-0.01,-3.57,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.11,0.41,0.15,0.35,0.04,36.36,-0.06,-14.63
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.00,,,0.21,26.58
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.51,3.75,1.80,2.42,-0.71,-28.29,-1.33,-35.47
Duelist's Heritage,c16,1,1.77,,1.37,,-0.40,-22.60,,
"Lazav, Dimir Mastermind",znc,92,0.80,,0.78,,-0.02,-2.50,,
Celestial Kirin,sok,3,0.69,12.84,0.66,5.62,-0.03,-4.35,-7.22,-56.23
Courage in Crisis,plst,WAR-158,0.21,,0.11,,-0.10,-47.62,,
Green Sun's Twilight,pone,169p,0.27,0.39,0.22,0.47,-0.05,-18.52,0.08,20.51
Talisman of Curiosity,m3c,309,0.37,,0.32,2.54,-0.05,-13.51,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,1.05,1.39,1.98,0.70,101.45,0.93,88.57
Ornithopter,5ed,393,0.56,,0.47,,-0.09,-16.07,,
"Kamahl, Pit Fighter",p15a,2,,0.92,,1.05,,,0.13,14.13
Saheeli's Directive,pz2,70675,,,,,,,,
"Armaggon, Future Shark",tmt,264,1.49,2.21,1.39,1.71,-0.10,-6.71,-0.50,-22.62
Festering Goblin,9ed,130,0.11,,0.10,,-0.01,-9.09,,
Reality Smasher,sld,1153,10.07,9.54,5.20,8.57,-4.87,-48.36,-0.97,-10.17
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,6.54,7.31,4.20,4.57,-2.34,-35.78,-2.74,-37.48
Orzhov Advokist,c16,3,0.23,,0.23,,0.00,0.00,,
Initiate's Companion,akh,174,0.14,0.34,0.10,0.24,-0.04,-28.57,-0.10,-29.41
Tsabo's Assassin,inv,128,0.64,7.86,0.42,8.09,-0.22,-34.38,0.23,2.93
Mana Clash,9ed,203★,,14.75,,,,,,
Darksteel Splicer,moc,100,1.70,,1.16,,-0.54,-31.76,,
"Hogaak, Arisen Necropolis",mh1,202,1.14,8.17,1.37,15.49,0.23,20.18,7.32,89.60
Survival of the Fittest,wc98,bs129,58.32,,70.99,,12.67,21.72,,
Keen-Eyed Curator,blb,322,1.48,4.33,2.99,8.71,1.51,102.03,4.38,101.15
Jasmine Boreal,tsb,93,0.48,9.09,0.29,2.53,-0.19,-39.58,-6.56,-72.17
Bone Dragon,pm19,88s,,3.29,,2.52,,,-0.77,-23.40
Psychic Venom,5ed,113,0.19,,0.16,,-0.03,-15.79,,
Birthing Ritual,mh3,337,8.72,15.74,9.56,15.12,0.84,9.63,-0.62,-3.94
Sokka's Haiku,tla,71,0.17,0.33,0.11,0.22,-0.06,-35.29,-0.11,-33.33
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.27,,-5.93,-82.36,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,1.01,,,,,,,
Ancient Spring,inv,319,0.21,4.92,0.19,4.54,-0.02,-9.52,-0.38,-7.72
Spirit,tfic,3,,,,,,,,
Suspend Aggression,sos,357,,,,,,,,
Howlgeist,j22,673,0.10,,0.12,,0.02,20.00,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.80,14.48,8.65,17.70,-0.15,-1.70,3.22,22.24
Digsite Engineer,c21,342,1.58,,1.17,,-0.41,-25.95,,
Security Rhox,snc,220,0.04,0.02,0.03,0.09,-0.01,-25.00,0.07,350.00
Biogenic Upgrade,j25,144,0.19,,0.11,,-0.08,-42.11,,
Belbe's Armor,nem,126,0.28,4.49,0.11,2.66,-0.17,-60.71,-1.83,-40.76
Slinking Skirge,uds,71,0.10,0.90,0.08,1.11,-0.02,-20.00,0.21,23.33
Thalakos Lowlands,brb,88,0.53,,0.73,,0.20,37.74,,
Scoured Barrens,neo,274,0.11,0.24,0.12,0.08,0.01,9.09,-0.16,-66.67
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.19,,0.11,,-0.08,-42.11,,
Behemoth Sledge,pip,211,0.22,2.02,0.14,0.28,-0.08,-36.36,-1.74,-86.14
"Cadric, Soul Kindler",dmc,86,5.57,,4.29,,-1.28,-22.98,,
Summon: Choco/Mog,fin,35,0.22,0.22,0.04,0.16,-0.18,-81.82,-0.06,-27.27
Grim Captain's Call,xln,108,0.17,0.62,0.08,0.29,-0.09,-52.94,-0.33,-53.23
"Boseiju, Who Endures",neo,412,67.10,153.04,41.52,81.05,-25.58,-38.12,-71.99,-47.04
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.21,0.38,0.13,0.35,-0.08,-38.10,-0.03,-7.89
Catastrophe,brb,12,4.06,,2.83,,-1.23,-30.30,,
Vandalblast,sld,404,,13.93,,14.92,,,0.99,7.11
Beledros Witherbloom,pstx,163p,7.19,9.03,17.00,14.51,9.81,136.44,5.48,60.69
Enchanted Carriage,eld,218,0.06,0.27,0.14,0.14,0.08,133.33,-0.13,-48.15
Insect,tsoi,7,0.18,,,,,,,
Workshop Elders,moc,245,0.24,,0.28,,0.04,16.67,,
Floodbringer,bok,34,0.16,5.14,0.10,0.76,-0.06,-37.50,-4.38,-85.21
Phyresis,mbs,49,1.63,12.42,1.04,6.31,-0.59,-36.20,-6.11,-49.19
Banewhip Punisher,hou,59,0.27,0.94,0.24,0.81,-0.03,-11.11,-0.13,-13.83
Mountain,2ed,298,2.82,,3.74,,0.92,32.62,,
"Nin, the Pain Artist",c17,183,0.49,,0.21,,-0.28,-57.14,,
Corpse Traders,ddm,58,0.22,,0.11,,-0.11,-50.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.05,0.25,0.05,0.18,0.00,0.00,-0.07,-28.00
Scourge of Fleets,pjou,51★,,1.05,,1.66,,,0.61,58.10
Maro's Gone Nuts,cmb1,81,0.61,,0.33,,-0.28,-45.90,,
Skullclamp,c14,268,4.92,,4.62,,-0.30,-6.10,,
Skullmane Baku,bok,83,0.12,0.25,0.08,0.37,-0.04,-33.33,0.12,48.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,18.47,7.05,7.25,7.03,-11.22,-60.75,-0.02,-0.28
Pia Nalaar,pkld,124s,,0.82,,0.76,,,-0.06,-7.32
Shatterskull Charger,pznr,159s,,0.35,,0.41,,,0.06,17.14
Infected Vermin,ody,144,0.41,0.30,0.17,2.16,-0.24,-58.54,1.86,620.00
Venerable Warsinger,stx,246,0.29,0.26,0.26,0.29,-0.03,-10.34,0.03,11.54
Thousand-Faced Shadow,neo,451,3.22,1.57,2.38,2.80,-0.84,-26.09,1.23,78.34
"Delney, Streetwise Lookout",mkm,378,,66.32,,38.54,,,-27.78,-41.89
Murderous Betrayal,8ed,147,0.38,,0.21,,-0.17,-44.74,,
Eyeblight Massacre,khc,49,0.13,,0.10,,-0.03,-23.08,,
Raise Dead,leb,123,10.87,,6.88,,-3.99,-36.71,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.36,44.25,1.96,37.41,-0.40,-16.95,-6.84,-15.46
Elder Gargaroth,pm21,179p,5.88,8.88,7.31,10.55,1.43,24.32,1.67,18.81
Bloodline Culling,mid,343,0.37,0.38,0.29,0.53,-0.08,-21.62,0.15,39.47
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.30,1.54,0.18,0.97,-0.12,-40.00,-0.57,-37.01
Blessing of Frost,pkhm,161s,,0.62,,0.49,,,-0.13,-20.97
Heartbeat of Spring,tle,42,1.60,2.86,1.26,1.83,-0.34,-21.25,-1.03,-36.01
Saproling,tddj,1,0.15,,,,,,,
Worship,8ed,57,0.83,,1.00,,0.17,20.48,,
Duress,xln,105,0.11,0.75,0.06,0.35,-0.05,-45.45,-0.40,-53.33
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.36,14.75,0.42,13.12,0.06,16.67,-1.63,-11.05
Forest,ddr,35,0.17,,0.03,,-0.14,-82.35,,
Touch of the Void,bfz,134,0.05,0.30,0.10,0.13,0.05,100.00,-0.17,-56.67
"Danitha, New Benalia's Light",mat,79,0.99,1.17,1.45,1.50,0.46,46.46,0.33,28.21
Rite of Replication,plst,C14-122,0.38,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,1.00,,1.21,,0.21,21.00,,
Warrant // Warden,rna,230,0.15,0.29,0.15,0.13,0.00,0.00,-0.16,-55.17
Sparkspitter,plst,UMA-149,0.03,,0.13,,0.10,333.33,,
Hold the Perimeter,cn2,6,0.15,0.71,0.10,0.48,-0.05,-33.33,-0.23,-32.39
Lightning Shrieker,frf,106,0.05,0.41,0.14,0.33,0.09,180.00,-0.08,-19.51
"Atris, Oracle of Half-Truths",pthb,209s,,0.35,,0.29,,,-0.06,-17.14
Pteramander,otc,109,0.09,,0.16,,0.07,77.78,,
Diamond Faerie,csp,128,0.71,7.50,0.37,4.66,-0.34,-47.89,-2.84,-37.87
Beast Within,who,819,,23.04,,12.95,,,-10.09,-43.79
"Titania, Nature's Force",brc,25,2.30,7.82,2.29,9.33,-0.01,-0.43,1.51,19.31
Blighted Burgeoning,mom,177,0.08,0.11,0.08,0.15,0.00,0.00,0.04,36.36
Archmage of Runes,pfdn,30s,,3.37,,1.65,,,-1.72,-51.04
Finale of Promise,pwar,127s,,8.57,,3.99,,,-4.58,-53.44
Rootcast Apprenticeship,blc,32,0.32,,0.56,,0.24,75.00,,
"Laelia, the Blade Reforged",c21,380,2.18,,2.24,,0.06,2.75,,
Predatory Impetus,clb,249,0.10,0.10,0.05,0.21,-0.05,-50.00,0.11,110.00
Cyclopean Tomb,leb,241,,,218.68,,,,,
Grove of the Guardian,gk1,124,0.29,,0.38,,0.09,31.03,,
Deadly Alliance,znr,96,0.14,0.25,0.06,0.18,-0.08,-57.14,-0.07,-28.00
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.09,0.23,0.06,0.18,-0.03,-33.33,-0.05,-21.74
Cryptic Command,sld,905,,4.64,,5.97,,,1.33,28.66
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,3.82,8.81,3.84,4.38,0.02,0.52,-4.43,-50.28
Steamflogger Boss,fut,121,0.21,6.99,0.23,4.05,0.02,9.52,-2.94,-42.06
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,0.48,12.02,0.12,0.48,-0.36,-75.00,-11.54,-96.01
Soul of Eternity,cmr,626,0.75,0.97,0.34,1.22,-0.41,-54.67,0.25,25.77
Jaya Ballard,pdom,132s,,0.69,,2.60,,,1.91,276.81
Starfield Vocalist,peoe,78s,,3.33,,2.85,,,-0.48,-14.41
Noggle Robber,ecl,237,0.15,0.22,0.10,0.15,-0.05,-33.33,-0.07,-31.82
Llanowar,opca,48,4.20,,3.80,,-0.40,-9.52,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.94,,2.20,,0.26,13.40,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.08,0.67,0.05,0.71,-0.03,-37.50,0.04,5.97
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.38,4.89,0.26,1.42,-0.12,-31.58,-3.47,-70.96
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.25,1.89,0.84,1.62,-0.41,-32.80,-0.27,-14.29
Manaform Hellkite,dbl,437,2.31,6.69,2.08,0.02,-0.23,-9.96,-6.67,-99.70
Bind // Liberate,cmb2,88,0.29,,1.79,,1.50,517.24,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.21,,0.18,,-0.03,-14.29,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,45.09,,38.94,,,-6.15,-13.64
"Faramir, Field Commander",ltr,303,0.16,0.15,0.09,0.16,-0.07,-43.75,0.01,6.67
Enlarge,plst,M14-170,0.09,,,,,,,
Spurnmage Advocate,jud,27,0.27,2.00,0.19,3.06,-0.08,-29.63,1.06,53.00
"Linvala, Shield of Sea Gate",pznr,226p,0.40,0.41,0.28,0.49,-0.12,-30.00,0.08,19.51
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.23,,,,,,
Consuming Vapors,roe,101,0.31,1.42,0.56,1.15,0.25,80.65,-0.27,-19.01
Spell Blast,4ed,103,0.09,,0.12,,0.03,33.33,,
Slivdrazi Monstrosity,cmb2,102,16.39,,5.91,,-10.48,-63.94,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.13,,0.08,,-0.05,-38.46,,
Pelakka Wurm,m19,192,0.20,0.37,0.22,0.33,0.02,10.00,-0.04,-10.81
Ripscale Predator,cmr,196,0.08,0.03,0.02,0.08,-0.06,-75.00,0.05,166.67
Twinblade Slasher,eve,79,0.34,1.24,0.36,0.80,0.02,5.88,-0.44,-35.48
Bladegriff Prototype,otc,253,0.36,,0.34,,-0.02,-5.56,,
Beastmaster Ascension,c14,186,3.99,,3.99,,0.00,0.00,,
Plains,prwk,A08,,0.93,,1.40,,,0.47,50.54
Gemrazer,iko,155,0.41,2.04,0.47,0.90,0.06,14.63,-1.14,-55.88
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.29,,0.19,,-0.10,-34.48,,
"Lady Zhurong, Warrior Queen",ptk,139,123.26,,38.50,,-84.76,-68.77,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.55,,0.28,,-0.27,-49.09,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.55,0.41,0.61,0.32,0.06,10.91,-0.09,-21.95
Manabarbs,10e,218,4.67,18.02,2.90,21.49,-1.77,-37.90,3.47,19.26
Incandescent Aria,psnc,192p,0.24,0.18,0.14,0.18,-0.10,-41.67,0.00,0.00
Goblin Gardener,7ed,188★,,15.72,,,,,,
Temur Charm,c20,230,0.35,,0.17,,-0.18,-51.43,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.07,0.08,0.08,0.05,0.01,14.29,-0.03,-37.50
Necrotic Hex,cmr,137,0.36,0.42,0.41,0.52,0.05,13.89,0.10,23.81
Reconnaissance Mission,40k,193,1.50,,1.64,,0.14,9.33,,
Overflowing Insight,j25,341,0.24,,0.32,,0.08,33.33,,
Wasteful Harvest,bro,196,0.10,0.15,0.09,0.11,-0.01,-10.00,-0.04,-26.67
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.12,0.25,0.05,0.23,-0.07,-58.33,-0.02,-8.00
Blockbuster,rav,115,0.09,0.18,0.05,0.25,-0.04,-44.44,0.07,38.89
"Padeem, Consul of Innovation",cmm,109,2.37,3.78,0.61,0.92,-1.76,-74.26,-2.86,-75.66
Nature's Lore,5ed,316,3.11,,2.35,,-0.76,-24.44,,
Eron the Relentless,ptc,mj73sb,0.45,,0.43,,-0.02,-4.44,,
Sungrass Prairie,pip,1041,,1.56,,0.63,,,-0.93,-59.62
Colossus of Sardia,10e,317★,,1.73,,1.35,,,-0.38,-21.97
Krosan Verge,c18,263,0.22,,0.19,,-0.03,-13.64,,
Otepec Huntmaster,lcc,229,0.32,,0.60,,0.28,87.50,,
Krosan Verge,mic,175,0.18,,0.19,,0.01,5.56,,
Monk Idealist,c15,76,0.20,,0.17,,-0.03,-15.00,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.05,0.11,0.06,0.07,0.01,20.00,-0.04,-36.36
Mercadian Atlas,mmq,305,0.62,14.99,0.55,9.44,-0.07,-11.29,-5.55,-37.02
Drannith Magistrate,piko,11s,,23.01,,21.56,,,-1.45,-6.30
Thermokarst,ice,268,5.55,,7.08,,1.53,27.57,,
Knight of the White Orchid,c21,95,3.06,,1.60,,-1.46,-47.71,,
"Marchesa, Dealer of Death",potj,220p,0.21,0.42,0.09,0.17,-0.12,-57.14,-0.25,-59.52
Nomads' Assembly,c14,82,0.61,,0.09,,-0.52,-85.25,,
"Ulamog, the Infinite Gyre",2x2,577,,88.40,,99.56,,,11.16,12.62
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,5.93,7.14,7.98,5.51,2.05,34.57,-1.63,-22.83
"Ajani, the Greathearted",sld,520,,1.86,,0.86,,,-1.00,-53.76
Gift of Paradise,cmr,229,0.17,0.17,0.05,0.18,-0.12,-70.59,0.01,5.88
Endless One,cmm,804,3.72,,0.47,,-3.25,-87.37,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,2.85,3.20,0.68,1.57,-2.17,-76.14,-1.63,-50.94
Polygoyf,m3c,65,0.34,,0.50,5.94,0.16,47.06,,
Tip the Scales,tdc,29,0.22,,0.37,,0.15,68.18,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.76,,0.70,,-0.06,-7.89,,
Telepathy,7ed,102,2.05,,0.36,,-1.69,-82.44,,
Gleaming Geardrake,mkm,424,0.24,0.34,0.20,0.20,-0.04,-16.67,-0.14,-41.18
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,3.79,,2.41,,,-1.38,-36.41
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.23,,0.16,,-0.07,-30.43,,
"Nikara, Lair Scavenger",c20,3,0.74,0.47,0.82,0.61,0.08,10.81,0.14,29.79
Resurgent Belief,pmh2,26s,,1.65,,1.50,,,-0.15,-9.09
