name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Shahrazad,arn,10,453.33,,327.87,,-125.46,-27.68,,
Destructive Tampering,aer,78,0.02,0.20,0.02,0.15,0.00,0.00,-0.05,-25.00
Mox Jet,30a,556,,,,,,,,
Harmonize,c20,173,0.22,,0.28,,0.06,27.27,,
Nocturnal Raid,mir,132,0.22,,0.23,,0.01,4.55,,
Temporal Manipulation,sld,1169,16.70,16.92,15.72,16.42,-0.98,-5.87,-0.50,-2.96
The Convincing General,unk,MZ05a,,,,,,,,
Archon of the Wild Rose,woe,1,0.15,0.30,0.35,0.43,0.20,133.33,0.13,43.33
Vaevictis Asmadi,bchr,89,,,,,,,,
Flensermite,mbs,41,0.24,1.13,0.28,1.41,0.04,16.67,0.28,24.78
Triskelion,plst,M11-218,,0.44,,0.28,,,-0.16,-36.36
Rite of the Raging Storm,ncc,274,5.37,,0.44,,-4.93,-91.81,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.08,0.13,0.16,0.18,0.08,100.00,0.05,38.46
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.18,0.36,0.08,0.18,-0.10,-55.56,-0.18,-50.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.31,0.55,0.28,0.51,-0.03,-9.68,-0.04,-7.27
Island,fbb,297,4.25,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,0.85,9.07,1.70,8.69,0.85,100.00,-0.38,-4.19
Rogue Kavu,9ed,213★,,0.21,,,,,,
Ornery Tumblewagg,otj,171,0.18,0.25,0.31,0.43,0.13,72.22,0.18,72.00
Harbinger of the Seas,mh3,63,2.09,3.11,3.58,5.07,1.49,71.29,1.96,63.02
Mad Auntie,mma,90,0.47,1.21,0.59,0.97,0.12,25.53,-0.24,-19.83
Coral Eel,9ed,S3,0.16,,0.58,,0.42,262.50,,
Midnight Clock,m3c,189,0.32,,0.25,0.82,-0.07,-21.88,,
Invasion of Tolvada // The Broken Sky,mom,241,0.29,0.36,0.24,0.25,-0.05,-17.24,-0.11,-30.56
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.24,,0.36,,0.12,50.00,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.32,,0.46,,0.14,43.75,,
Eumidian Hatchery,eoc,40,1.10,,3.07,,1.97,179.09,,
"Lazav, Familiar Stranger",otj,216,0.12,0.10,0.11,0.15,-0.01,-8.33,0.05,50.00
Plains,cma,292,0.25,,0.14,,-0.11,-44.00,,
Plains,brb,128,0.87,,1.68,,0.81,93.10,,
"Edric, Spymaster of Trest",cns,187,1.10,8.50,1.03,5.67,-0.07,-6.36,-2.83,-33.29
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,1.05,,,,,,
Bubbling Beebles,uds,29,0.13,5.98,0.10,3.49,-0.03,-23.08,-2.49,-41.64
Second Breakfast,ltr,29,0.07,0.13,0.07,0.14,0.00,0.00,0.01,7.69
"Ulasht, the Hate Seed",2x2,289,0.15,0.29,0.13,0.51,-0.02,-13.33,0.22,75.86
Unholy Strength,7ed,168,0.10,,0.03,,-0.07,-70.00,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.11,0.14,0.14,0.46,0.03,27.27,0.32,228.57
Thornwood Falls,ema,246,0.07,0.30,0.06,0.27,-0.01,-14.29,-0.03,-10.00
Goblin Bowling Team,ugl,44,0.31,,0.31,,0.00,0.00,,
Elvish Aberration,pal03,7,,1.99,,0.79,,,-1.20,-60.30
"Farid, Enterprising Salvager",brc,13,0.25,,0.24,,-0.01,-4.00,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.20,1.19,0.17,0.87,-0.03,-15.00,-0.32,-26.89
Return to Dust,khc,32,0.11,,0.19,,0.08,72.73,,
Emberheart Challenger,blb,133,2.59,2.76,2.72,2.73,0.13,5.02,-0.03,-1.09
Royal Assassin,dmr,310,0.51,0.70,0.50,1.10,-0.01,-1.96,0.40,57.14
Shock,aer,98,0.07,0.19,0.08,0.92,0.01,14.29,0.73,384.21
Eldrazi Temple,sld,1154,49.76,55.61,45.37,68.61,-4.39,-8.82,13.00,23.38
Voyager Glidecar,pdft,36p,,0.31,0.12,0.30,,,-0.01,-3.23
Walk the Plank,xln,130,0.13,0.52,0.05,0.28,-0.08,-61.54,-0.24,-46.15
Sphinx's Revelation,mm3,187,1.00,1.80,1.08,0.87,0.08,8.00,-0.93,-51.67
Mise,unh,38,0.23,6.00,0.18,1.66,-0.05,-21.74,-4.34,-72.33
Kor Entanglers,bfz,36,0.10,0.48,0.10,0.30,0.00,0.00,-0.18,-37.50
Tail Swipe,j25,721,0.34,,0.21,,-0.13,-38.24,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.16,0.48,0.25,0.30,0.09,56.25,-0.18,-37.50
"Izoni, Thousand-Eyed",gk1,50,,0.83,,1.12,,,0.29,34.94
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.44,2.97,1.82,3.27,-0.62,-25.41,0.30,10.10
Duelist's Heritage,c16,1,1.73,,1.49,,-0.24,-13.87,,
"Lazav, Dimir Mastermind",znc,92,0.72,,0.63,,-0.09,-12.50,,
Celestial Kirin,sok,3,0.66,12.25,0.69,8.56,0.03,4.55,-3.69,-30.12
Courage in Crisis,plst,WAR-158,0.18,,,,,,,
Green Sun's Twilight,pone,169p,0.27,0.33,0.17,0.44,-0.10,-37.04,0.11,33.33
Talisman of Curiosity,m3c,309,0.34,,0.30,2.54,-0.04,-11.76,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,0.74,1.25,2.04,0.56,81.16,1.30,175.68
Ornithopter,5ed,393,0.57,,0.92,,0.35,61.40,,
"Kamahl, Pit Fighter",p15a,2,,0.86,,1.15,,,0.29,33.72
Saheeli's Directive,pz2,70675,,,,,,,,
Festering Goblin,9ed,130,0.11,,0.10,,-0.01,-9.09,,
Reality Smasher,sld,1153,11.09,9.64,7.36,8.27,-3.73,-33.63,-1.37,-14.21
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,4.51,4.67,3.94,3.89,-0.57,-12.64,-0.78,-16.70
Orzhov Advokist,c16,3,0.17,,0.33,,0.16,94.12,,
Initiate's Companion,akh,174,0.04,0.41,0.13,0.29,0.09,225.00,-0.12,-29.27
Tsabo's Assassin,inv,128,0.47,7.90,0.41,9.00,-0.06,-12.77,1.10,13.92
Mana Clash,9ed,203★,,14.33,,,,,,
Darksteel Splicer,moc,100,1.74,,0.75,,-0.99,-56.90,,
"Hogaak, Arisen Necropolis",mh1,202,1.08,7.54,1.29,12.62,0.21,19.44,5.08,67.37
Survival of the Fittest,wc98,bs129,52.67,,53.37,,0.70,1.33,,
Keen-Eyed Curator,blb,322,2.86,3.72,2.48,5.14,-0.38,-13.29,1.42,38.17
Jasmine Boreal,tsb,93,0.49,7.97,0.19,2.12,-0.30,-61.22,-5.85,-73.40
Bone Dragon,pm19,88s,,3.16,,2.73,,,-0.43,-13.61
Psychic Venom,5ed,113,0.17,,0.07,,-0.10,-58.82,,
Birthing Ritual,mh3,337,8.39,15.88,7.82,12.56,-0.57,-6.79,-3.32,-20.91
Sokka's Haiku,tla,71,0.10,0.54,0.07,0.12,-0.03,-30.00,-0.42,-77.78
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.49,,-5.71,-79.31,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,0.92,,,,,,,
Ancient Spring,inv,319,0.16,4.86,0.19,4.56,0.03,18.75,-0.30,-6.17
Spirit,tfic,3,,,,,,,,
Howlgeist,j22,673,0.08,,0.12,,0.04,50.00,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.50,12.28,8.69,17.41,0.19,2.24,5.13,41.78
Digsite Engineer,c21,342,1.23,,1.00,,-0.23,-18.70,,
Security Rhox,snc,220,0.05,0.03,0.05,0.08,0.00,0.00,0.05,166.67
Biogenic Upgrade,j25,144,0.14,,0.18,,0.04,28.57,,
Belbe's Armor,nem,126,0.22,3.73,0.39,2.84,0.17,77.27,-0.89,-23.86
Slinking Skirge,uds,71,0.14,0.90,0.10,1.16,-0.04,-28.57,0.26,28.89
Thalakos Lowlands,brb,88,0.43,,0.67,,0.24,55.81,,
Scoured Barrens,neo,274,0.11,0.21,0.17,0.25,0.06,54.55,0.04,19.05
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.18,,0.12,,-0.06,-33.33,,
Behemoth Sledge,pip,211,0.12,1.99,0.16,0.29,0.04,33.33,-1.70,-85.43
"Cadric, Soul Kindler",dmc,86,3.81,,4.49,,0.68,17.85,,
Summon: Choco/Mog,fin,35,0.09,0.11,0.06,0.18,-0.03,-33.33,0.07,63.64
Grim Captain's Call,xln,108,0.13,0.47,0.06,0.24,-0.07,-53.85,-0.23,-48.94
"Boseiju, Who Endures",neo,412,51.94,107.20,41.45,74.15,-10.49,-20.20,-33.05,-30.83
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.13,0.38,0.13,0.49,0.00,0.00,0.11,28.95
Catastrophe,brb,12,3.71,,2.37,,-1.34,-36.12,,
Vandalblast,sld,404,,12.15,,16.43,,,4.28,35.23
Beledros Witherbloom,pstx,163p,6.89,9.03,17.00,15.50,10.11,146.73,6.47,71.65
Enchanted Carriage,eld,218,0.12,0.18,0.06,0.17,-0.06,-50.00,-0.01,-5.56
Insect,tsoi,7,0.12,,,,,,,
Workshop Elders,moc,245,0.17,,0.10,,-0.07,-41.18,,
Floodbringer,bok,34,0.14,2.75,0.20,0.91,0.06,42.86,-1.84,-66.91
Phyresis,mbs,49,1.62,11.42,1.15,6.85,-0.47,-29.01,-4.57,-40.02
Banewhip Punisher,hou,59,0.19,0.87,0.21,0.66,0.02,10.53,-0.21,-24.14
Mountain,2ed,298,2.80,,2.76,,-0.04,-1.43,,
"Nin, the Pain Artist",c17,183,0.48,,0.63,,0.15,31.25,,
Corpse Traders,ddm,58,0.04,,0.10,,0.06,150.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.06,0.27,0.02,0.29,-0.04,-66.67,0.02,7.41
Scourge of Fleets,pjou,51★,,1.11,,1.15,,,0.04,3.60
Maro's Gone Nuts,cmb1,81,0.60,,0.33,,-0.27,-45.00,,
Skullclamp,c14,268,4.19,,4.38,,0.19,4.53,,
Skullmane Baku,bok,83,0.10,0.25,0.07,0.28,-0.03,-30.00,0.03,12.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,8.21,6.98,7.10,8.11,-1.11,-13.52,1.13,16.19
Pia Nalaar,pkld,124s,,0.75,,0.89,,,0.14,18.67
Shatterskull Charger,pznr,159s,,0.29,,0.41,,,0.12,41.38
Infected Vermin,ody,144,0.42,3.25,0.22,1.51,-0.20,-47.62,-1.74,-53.54
Venerable Warsinger,stx,246,0.15,0.28,0.21,0.51,0.06,40.00,0.23,82.14
Thousand-Faced Shadow,neo,451,1.06,1.38,2.03,2.84,0.97,91.51,1.46,105.80
"Delney, Streetwise Lookout",mkm,378,,50.35,,37.42,,,-12.93,-25.68
Murderous Betrayal,8ed,147,0.35,,0.19,,-0.16,-45.71,,
Eyeblight Massacre,khc,49,0.11,,0.19,,0.08,72.73,,
Raise Dead,leb,123,9.76,,8.21,,-1.55,-15.88,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.26,43.90,1.83,26.74,-0.43,-19.03,-17.16,-39.09
Elder Gargaroth,pm21,179p,5.62,11.30,8.70,10.55,3.08,54.80,-0.75,-6.64
Bloodline Culling,mid,343,0.34,0.27,0.27,0.35,-0.07,-20.59,0.08,29.63
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.27,1.54,0.21,1.24,-0.06,-22.22,-0.30,-19.48
Blessing of Frost,pkhm,161s,,0.32,,0.48,,,0.16,50.00
Heartbeat of Spring,tle,42,1.38,2.96,1.09,3.25,-0.29,-21.01,0.29,9.80
Saproling,tddj,1,0.18,,,,,,,
Worship,8ed,57,0.74,,0.48,,-0.26,-35.14,,
Duress,xln,105,0.11,0.81,0.04,0.39,-0.07,-63.64,-0.42,-51.85
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.39,12.86,0.38,9.62,-0.01,-2.56,-3.24,-25.19
Forest,ddr,35,0.21,,0.03,,-0.18,-85.71,,
Touch of the Void,bfz,134,0.03,,0.04,0.10,0.01,33.33,,
"Danitha, New Benalia's Light",mat,79,0.68,1.02,1.40,1.46,0.72,105.88,0.44,43.14
Rite of Replication,plst,C14-122,0.35,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,2.47,,1.40,,-1.07,-43.32,,
Warrant // Warden,rna,230,0.09,0.32,0.11,0.14,0.02,22.22,-0.18,-56.25
Sparkspitter,plst,UMA-149,0.04,,0.08,,0.04,100.00,,
Hold the Perimeter,cn2,6,0.19,0.69,0.09,0.55,-0.10,-52.63,-0.14,-20.29
Lightning Shrieker,frf,106,0.04,0.39,0.05,0.36,0.01,25.00,-0.03,-7.69
"Atris, Oracle of Half-Truths",pthb,209s,,0.23,,0.19,,,-0.04,-17.39
Pteramander,otc,109,0.07,,0.09,,0.02,28.57,,
Diamond Faerie,csp,128,0.67,4.39,0.35,3.36,-0.32,-47.76,-1.03,-23.46
Beast Within,who,819,,28.42,,12.95,,,-15.47,-54.43
"Titania, Nature's Force",brc,25,1.98,7.95,1.99,10.90,0.01,0.51,2.95,37.11
Blighted Burgeoning,mom,177,0.09,0.11,0.10,0.11,0.01,11.11,0.00,0.00
Archmage of Runes,pfdn,30s,,2.99,,2.00,,,-0.99,-33.11
Finale of Promise,pwar,127s,,8.08,,3.80,,,-4.28,-52.97
Rootcast Apprenticeship,blc,32,0.17,,0.61,,0.44,258.82,,
"Laelia, the Blade Reforged",c21,380,1.69,,2.10,,0.41,24.26,,
Predatory Impetus,clb,249,0.05,0.08,0.05,0.11,0.00,0.00,0.03,37.50
Cyclopean Tomb,leb,241,,,234.88,,,,,
Grove of the Guardian,gk1,124,0.35,,0.22,,-0.13,-37.14,,
Deadly Alliance,znr,96,0.08,0.22,0.11,0.17,0.03,37.50,-0.05,-22.73
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.04,,0.04,0.18,0.00,0.00,,
Cryptic Command,sld,905,,3.76,,0.68,,,-3.08,-81.91
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,3.84,8.81,3.87,3.96,0.03,0.78,-4.85,-55.05
Steamflogger Boss,fut,121,0.19,7.29,0.32,3.74,0.13,68.42,-3.55,-48.70
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,,,,,,,,
Soul of Eternity,cmr,626,0.69,0.99,0.39,1.17,-0.30,-43.48,0.18,18.18
Jaya Ballard,pdom,132s,,0.69,,2.79,,,2.10,304.35
Starfield Vocalist,peoe,78s,,3.28,,3.31,,,0.03,0.91
Noggle Robber,ecl,237,0.47,0.20,0.30,,-0.17,-36.17,,
Llanowar,opca,48,5.30,,4.29,,-1.01,-19.06,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.86,,2.13,,0.27,14.52,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.10,0.67,0.07,0.68,-0.03,-30.00,0.01,1.49
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.31,2.47,0.18,0.92,-0.13,-41.94,-1.55,-62.75
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.15,2.03,0.88,1.71,-0.27,-23.48,-0.32,-15.76
Manaform Hellkite,dbl,437,2.24,8.99,0.80,0.02,-1.44,-64.29,-8.97,-99.78
Bind // Liberate,cmb2,88,0.24,,1.79,,1.55,645.83,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.23,,0.22,,-0.01,-4.35,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,47.72,,32.97,,,-14.75,-30.91
"Faramir, Field Commander",ltr,303,0.10,0.18,0.08,0.26,-0.02,-20.00,0.08,44.44
Enlarge,plst,M14-170,0.09,,,,,,,
Spurnmage Advocate,jud,27,0.30,2.00,0.26,3.12,-0.04,-13.33,1.12,56.00
"Linvala, Shield of Sea Gate",pznr,226p,0.39,0.49,0.24,0.69,-0.15,-38.46,0.20,40.82
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.17,,,,,,
Consuming Vapors,roe,101,0.27,1.32,0.31,1.17,0.04,14.81,-0.15,-11.36
Spell Blast,4ed,103,0.10,,0.09,,-0.01,-10.00,,
Slivdrazi Monstrosity,cmb2,102,14.72,,9.89,,-4.83,-32.81,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.07,,0.12,,0.05,71.43,,
Pelakka Wurm,m19,192,0.14,0.85,0.14,0.36,0.00,0.00,-0.49,-57.65
Ripscale Predator,cmr,196,0.06,0.14,0.02,0.09,-0.04,-66.67,-0.05,-35.71
Twinblade Slasher,eve,79,0.20,1.32,0.27,0.76,0.07,35.00,-0.56,-42.42
Bladegriff Prototype,otc,253,0.22,,0.23,,0.01,4.55,,
Beastmaster Ascension,c14,186,4.50,,3.78,,-0.72,-16.00,,
Plains,prwk,A08,,0.76,,1.25,,,0.49,64.47
Gemrazer,iko,155,0.48,0.78,0.58,1.00,0.10,20.83,0.22,28.21
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.21,,0.18,,-0.03,-14.29,,
"Lady Zhurong, Warrior Queen",ptk,139,125.41,,38.42,,-86.99,-69.36,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.75,,0.40,,-0.35,-46.67,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.47,0.37,0.49,0.49,0.02,4.26,0.12,32.43
Manabarbs,10e,218,4.26,19.43,4.67,17.12,0.41,9.62,-2.31,-11.89
Incandescent Aria,psnc,192p,0.22,0.18,0.14,0.20,-0.08,-36.36,0.02,11.11
Goblin Gardener,7ed,188★,,15.51,,,,,,
Temur Charm,c20,230,0.24,,0.16,,-0.08,-33.33,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.02,0.09,0.03,0.06,0.01,50.00,-0.03,-33.33
Necrotic Hex,cmr,137,0.33,0.42,0.42,0.68,0.09,27.27,0.26,61.90
Reconnaissance Mission,40k,193,1.73,,1.56,,-0.17,-9.83,,
Overflowing Insight,j25,341,0.28,,0.27,,-0.01,-3.57,,
Wasteful Harvest,bro,196,0.06,0.20,0.08,0.19,0.02,33.33,-0.01,-5.00
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.10,0.30,0.08,0.22,-0.02,-20.00,-0.08,-26.67
Blockbuster,rav,115,0.10,,0.07,0.28,-0.03,-30.00,,
"Padeem, Consul of Innovation",cmm,109,1.08,1.21,0.46,1.39,-0.62,-57.41,0.18,14.88
Nature's Lore,5ed,316,3.27,,1.89,,-1.38,-42.20,,
Eron the Relentless,ptc,mj73sb,0.41,,0.47,,0.06,14.63,,
Sungrass Prairie,pip,1041,,1.43,,0.63,,,-0.80,-55.94
Colossus of Sardia,10e,317★,,0.90,,1.28,,,0.38,42.22
Krosan Verge,c18,263,0.22,,0.23,,0.01,4.55,,
Otepec Huntmaster,lcc,229,0.25,,0.61,,0.36,144.00,,
Krosan Verge,mic,175,0.14,,0.18,,0.04,28.57,,
Monk Idealist,c15,76,0.16,,0.21,,0.05,31.25,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.05,0.10,0.06,0.11,0.01,20.00,0.01,10.00
Mercadian Atlas,mmq,305,0.63,4.48,0.55,10.46,-0.08,-12.70,5.98,133.48
Drannith Magistrate,piko,11s,,22.67,,23.22,,,0.55,2.43
Thermokarst,ice,268,5.19,,6.99,,1.80,34.68,,
Knight of the White Orchid,c21,95,1.66,,1.36,,-0.30,-18.07,,
"Marchesa, Dealer of Death",potj,220p,0.19,0.43,0.14,0.24,-0.05,-26.32,-0.19,-44.19
Nomads' Assembly,c14,82,0.60,,0.60,,0.00,0.00,,
"Ulamog, the Infinite Gyre",2x2,577,,86.44,,110.49,,,24.05,27.82
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,6.91,7.78,7.38,7.06,0.47,6.80,-0.72,-9.25
"Ajani, the Greathearted",sld,520,,1.94,,1.32,,,-0.62,-31.96
Gift of Paradise,cmr,229,0.04,0.16,0.06,0.17,0.02,50.00,0.01,6.25
Endless One,cmm,804,0.87,,0.57,,-0.30,-34.48,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,11.97,,,,,,,
Polygoyf,m3c,65,0.30,,0.34,5.94,0.04,13.33,,
Tip the Scales,tdc,29,0.20,,0.23,,0.03,15.00,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.67,,0.49,,-0.18,-26.87,,
Telepathy,7ed,102,2.11,,0.69,,-1.42,-67.30,,
Gleaming Geardrake,mkm,424,0.29,0.45,0.14,0.35,-0.15,-51.72,-0.10,-22.22
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,3.13,,2.42,,,-0.71,-22.68
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.20,,0.30,,0.10,50.00,,
"Nikara, Lair Scavenger",c20,3,0.62,0.42,0.56,0.60,-0.06,-9.68,0.18,42.86
Resurgent Belief,pmh2,26s,,1.69,,1.06,,,-0.63,-37.28
Rescuer Sphinx,war,65,0.05,0.35,0.07,0.19,0.02,40.00,-0.16,-45.71
Forest,gk2,106,0.40,,0.26,,-0.14,-35.00,,
Verdant Outrider // Verdant Outrider,awoe,28,,,,,,,,
Dusk // Dawn,blc,138,0.18,,0.25,,0.07,38.89,,
Homing Lightning,rvr,112,0.03,0.04,0.04,0.11,0.01,33.33,0.07,175.00
Elvish Healer,ice,22,0.10,,0.07,,-0.03,-30.00,,
Angelic Quartermaster // Angelic Quartermaster,avow,5,,,,,,,,
Mirror Gallery,bok,154,15.35,62.85,5.52,21.41,-9.83,-64.04,-41.44,-65.93
Plains,mom,277,0.11,0.13,0.06,0.06,-0.05,-45.45,-0.07,-53.85
