name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Thalakos Lowlands,brb,88,0.50,,0.75,,0.25,50.00,,
Scoured Barrens,neo,274,0.26,0.28,0.04,0.24,-0.22,-84.62,-0.04,-14.29
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.19,,0.25,,0.06,31.58,,
Behemoth Sledge,pip,211,0.23,2.26,0.22,0.29,-0.01,-4.35,-1.97,-87.17
"Cadric, Soul Kindler",dmc,86,5.11,,4.73,,-0.38,-7.44,,
Summon: Choco/Mog,fin,35,0.16,0.24,0.14,0.15,-0.02,-12.50,-0.09,-37.50
Grim Captain's Call,xln,108,0.20,0.47,0.07,0.29,-0.13,-65.00,-0.18,-38.30
"Boseiju, Who Endures",neo,412,69.92,144.16,42.82,84.16,-27.10,-38.76,-60.00,-41.62
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.23,0.53,0.13,0.36,-0.10,-43.48,-0.17,-32.08
Catastrophe,brb,12,3.84,,2.91,,-0.93,-24.22,,
Vandalblast,sld,404,,14.39,,13.97,,,-0.42,-2.92
Beledros Witherbloom,pstx,163p,7.09,9.00,5.75,10.07,-1.34,-18.90,1.07,11.89
Enchanted Carriage,eld,218,0.12,0.34,0.11,0.20,-0.01,-8.33,-0.14,-41.18
Insect,tsoi,7,0.21,,0.13,,-0.08,-38.10,,
Workshop Elders,moc,245,0.27,,0.27,,0.00,0.00,,
Floodbringer,bok,34,0.16,4.78,0.09,0.88,-0.07,-43.75,-3.90,-81.59
Phyresis,mbs,49,3.60,15.17,0.82,7.43,-2.78,-77.22,-7.74,-51.02
Banewhip Punisher,hou,59,0.32,0.99,0.18,0.61,-0.14,-43.75,-0.38,-38.38
Mountain,2ed,298,2.86,,2.66,,-0.20,-6.99,,
"Nin, the Pain Artist",c17,183,0.48,,0.32,,-0.16,-33.33,,
Corpse Traders,ddm,58,0.26,,0.10,,-0.16,-61.54,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.06,0.25,0.06,0.14,0.00,0.00,-0.11,-44.00
Scourge of Fleets,pjou,51★,,1.05,,0.66,,,-0.39,-37.14
Maro's Gone Nuts,cmb1,81,0.61,,0.33,,-0.28,-45.90,,
Skullclamp,c14,268,5.45,,4.55,,-0.90,-16.51,,
Skullmane Baku,bok,83,0.14,0.37,0.05,0.39,-0.09,-64.29,0.02,5.41
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,16.98,7.17,6.70,6.51,-10.28,-60.54,-0.66,-9.21
Pia Nalaar,pkld,124s,,0.99,,0.65,,,-0.34,-34.34
Shatterskull Charger,pznr,159s,,0.30,,0.39,,,0.09,30.00
Infected Vermin,ody,144,0.41,0.30,0.25,1.89,-0.16,-39.02,1.59,530.00
Venerable Warsinger,stx,246,0.33,0.27,0.22,0.51,-0.11,-33.33,0.24,88.89
Thousand-Faced Shadow,neo,451,2.81,2.27,1.82,2.49,-0.99,-35.23,0.22,9.69
"Delney, Streetwise Lookout",mkm,378,,69.42,,38.09,,,-31.33,-45.13
Murderous Betrayal,8ed,147,0.34,,0.19,,-0.15,-44.12,,
Eyeblight Massacre,khc,49,0.16,,0.07,,-0.09,-56.25,,
Raise Dead,leb,123,11.14,,7.95,,-3.19,-28.64,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.63,47.36,2.25,39.81,-0.38,-14.45,-7.55,-15.94
Elder Gargaroth,pm21,179p,5.68,8.88,6.27,10.55,0.59,10.39,1.67,18.81
Bloodline Culling,mid,343,0.32,0.41,0.24,0.54,-0.08,-25.00,0.13,31.71
Jan Tomcani Bio,wc01,jt0a,9.61,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.36,1.50,0.26,0.81,-0.10,-27.78,-0.69,-46.00
Blessing of Frost,pkhm,161s,,0.62,,0.49,,,-0.13,-20.97
Heartbeat of Spring,tle,42,1.92,3.30,1.09,1.92,-0.83,-43.23,-1.38,-41.82
Saproling,tddj,1,0.14,,0.15,,0.01,7.14,,
Worship,8ed,57,0.81,,0.94,,0.13,16.05,,
Duress,xln,105,0.20,0.73,0.08,0.28,-0.12,-60.00,-0.45,-61.64
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.46,0.32,0.48,9.86,0.02,4.35,9.54,2981.25
Forest,ddr,35,0.17,,0.05,,-0.12,-70.59,,
Touch of the Void,bfz,134,0.05,0.28,0.06,0.11,0.01,20.00,-0.17,-60.71
"Danitha, New Benalia's Light",mat,79,1.20,1.42,1.75,1.12,0.55,45.83,-0.30,-21.13
Rite of Replication,plst,C14-122,0.33,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,1.00,,1.22,,0.22,22.00,,
Warrant // Warden,rna,230,0.18,0.25,0.09,0.13,-0.09,-50.00,-0.12,-48.00
Sparkspitter,plst,UMA-149,0.03,,0.14,,0.11,366.67,,
Hold the Perimeter,cn2,6,0.14,0.72,0.11,0.48,-0.03,-21.43,-0.24,-33.33
Lightning Shrieker,frf,106,0.05,0.43,0.08,0.35,0.03,60.00,-0.08,-18.60
"Atris, Oracle of Half-Truths",pthb,209s,,0.35,,0.40,,,0.05,14.29
Pteramander,otc,109,0.17,,0.23,,0.06,35.29,,
Diamond Faerie,csp,128,0.75,7.50,0.27,4.66,-0.48,-64.00,-2.84,-37.87
Beast Within,who,819,,23.55,,12.95,,,-10.60,-45.01
"Titania, Nature's Force",brc,25,3.20,7.66,2.75,9.80,-0.45,-14.06,2.14,27.94
Blighted Burgeoning,mom,177,0.09,0.10,0.13,0.22,0.04,44.44,0.12,120.00
Archmage of Runes,pfdn,30s,,3.74,,1.77,,,-1.97,-52.67
Finale of Promise,pwar,127s,,8.75,,3.81,,,-4.94,-56.46
Rootcast Apprenticeship,blc,32,0.31,,0.52,,0.21,67.74,,
"Laelia, the Blade Reforged",c21,380,2.60,,2.22,,-0.38,-14.62,,
Predatory Impetus,clb,249,0.24,0.14,0.11,0.21,-0.13,-54.17,0.07,50.00
Cyclopean Tomb,leb,241,,,199.52,,,,,
Grove of the Guardian,gk1,124,0.30,,0.33,,0.03,10.00,,
Deadly Alliance,znr,96,0.13,0.23,0.10,0.19,-0.03,-23.08,-0.04,-17.39
Hushwood Verge // Hushwood Verge,adsk,26,,,0.48,,,,,
Deep-Sea Terror,ori,52,0.12,0.23,0.07,0.18,-0.05,-41.67,-0.05,-21.74
Cryptic Command,sld,905,,5.19,,5.60,,,0.41,7.90
Rhino,tmh1,13,,,0.13,0.20,,,,
Season of Weaving,pblb,68p,3.87,6.67,3.86,4.18,-0.01,-0.26,-2.49,-37.33
Steamflogger Boss,fut,121,0.46,9.17,0.35,3.81,-0.11,-23.91,-5.36,-58.45
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,0.28,10.28,0.05,0.94,-0.23,-82.14,-9.34,-90.86
Soul of Eternity,cmr,626,1.05,0.96,0.57,1.18,-0.48,-45.71,0.22,22.92
Jaya Ballard,pdom,132s,,3.08,,2.55,,,-0.53,-17.21
Starfield Vocalist,peoe,78s,,3.23,,2.61,,,-0.62,-19.20
Noggle Robber,ecl,237,0.15,0.19,0.08,0.12,-0.07,-46.67,-0.07,-36.84
Llanowar,opca,48,4.10,,3.52,,-0.58,-14.15,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.65,,1.64,,-0.01,-0.61,,
Bat,tlci,6,,,0.14,,,,,
Refresh,ody,264,0.08,0.74,0.09,0.82,0.01,12.50,0.08,10.81
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.43,8.70,0.36,1.73,-0.07,-16.28,-6.97,-80.11
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.30,2.15,0.91,1.72,-0.39,-30.00,-0.43,-20.00
Manaform Hellkite,dbl,437,2.31,6.15,2.30,0.02,-0.01,-0.43,-6.13,-99.67
Bind // Liberate,cmb2,88,0.33,,1.93,,1.60,484.85,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.25,,0.18,,-0.07,-28.00,,
Thorn of Amethyst,ltc,386z,,,,1240.46,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,45.64,,37.84,,,-7.80,-17.09
"Faramir, Field Commander",ltr,303,0.18,0.28,0.15,0.17,-0.03,-16.67,-0.11,-39.29
Enlarge,plst,M14-170,0.08,,0.03,,-0.05,-62.50,,
Spurnmage Advocate,jud,27,0.27,2.00,0.12,2.97,-0.15,-55.56,0.97,48.50
"Linvala, Shield of Sea Gate",pznr,226p,0.42,0.41,0.21,0.49,-0.21,-50.00,0.08,19.51
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.30,0.27,0.48,0.12,80.00,0.18,60.00
Consuming Vapors,roe,101,0.30,1.44,0.23,1.10,-0.07,-23.33,-0.34,-23.61
Spell Blast,4ed,103,0.10,,0.10,,0.00,0.00,,
Slivdrazi Monstrosity,cmb2,102,13.74,,3.07,,-10.67,-77.66,,
Clue,twho,21,,,1.21,2.51,,,,
Crusader of Odric,fdn,569,0.19,,0.09,,-0.10,-52.63,,
Pelakka Wurm,m19,192,0.18,0.39,0.15,0.33,-0.03,-16.67,-0.06,-15.38
Ripscale Predator,cmr,196,0.08,0.03,0.03,0.07,-0.05,-62.50,0.04,133.33
Twinblade Slasher,eve,79,0.36,1.30,0.21,0.85,-0.15,-41.67,-0.45,-34.62
Bladegriff Prototype,otc,253,0.39,,0.31,,-0.08,-20.51,,
Beastmaster Ascension,c14,186,3.25,,3.23,,-0.02,-0.62,,
Plains,prwk,A08,,0.94,,1.43,,,0.49,52.13
Gemrazer,iko,155,0.48,3.35,0.55,0.84,0.07,14.58,-2.51,-74.93
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.32,,0.21,,-0.11,-34.38,,
"Lady Zhurong, Warrior Queen",ptk,139,120.85,,39.71,,-81.14,-67.14,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.58,,0.43,,-0.15,-25.86,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.60,0.40,0.43,0.31,-0.17,-28.33,-0.09,-22.50
Manabarbs,10e,218,4.82,19.77,3.56,19.40,-1.26,-26.14,-0.37,-1.87
Incandescent Aria,psnc,192p,0.24,0.26,0.14,0.18,-0.10,-41.67,-0.08,-30.77
Royal Treatment,soa,56,0.21,0.43,0.11,0.24,-0.10,-47.62,-0.19,-44.19
Goblin Gardener,7ed,188★,,15.72,,,,,,
Temur Charm,c20,230,0.34,,0.18,,-0.16,-47.06,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.12,0.12,0.11,0.05,-0.01,-8.33,-0.07,-58.33
Necrotic Hex,cmr,137,0.42,0.44,0.45,0.70,0.03,7.14,0.26,59.09
Reconnaissance Mission,40k,193,1.88,,1.85,,-0.03,-1.60,,
Overflowing Insight,j25,341,0.35,,0.26,,-0.09,-25.71,,
Wasteful Harvest,bro,196,0.11,0.15,0.13,0.12,0.02,18.18,-0.03,-20.00
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.11,0.25,0.06,0.23,-0.05,-45.45,-0.02,-8.00
Blockbuster,rav,115,0.09,0.18,0.04,0.33,-0.05,-55.56,0.15,83.33
"Padeem, Consul of Innovation",cmm,109,2.22,3.26,0.47,1.18,-1.75,-78.83,-2.08,-63.80
Nature's Lore,5ed,316,4.54,,2.49,,-2.05,-45.15,,
Eron the Relentless,ptc,mj73sb,0.45,,0.43,,-0.02,-4.44,,
Sungrass Prairie,pip,1041,,1.36,,0.70,,,-0.66,-48.53
Colossus of Sardia,10e,317★,,1.73,,1.37,,,-0.36,-20.81
Krosan Verge,c18,263,0.25,,0.22,,-0.03,-12.00,,
Otepec Huntmaster,lcc,229,0.38,,0.63,,0.25,65.79,,
Krosan Verge,mic,175,0.20,,0.11,,-0.09,-45.00,,
Monk Idealist,c15,76,0.20,,0.18,,-0.02,-10.00,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.14,0.13,0.02,0.07,-0.12,-85.71,-0.06,-46.15
Mercadian Atlas,mmq,305,0.62,14.99,0.64,9.27,0.02,3.23,-5.72,-38.16
Drannith Magistrate,piko,11s,,23.58,,15.51,,,-8.07,-34.22
Thermokarst,ice,268,5.96,,6.81,,0.85,14.26,,
Knight of the White Orchid,c21,95,4.07,,1.53,,-2.54,-62.41,,
"Marchesa, Dealer of Death",potj,220p,0.25,0.39,0.13,0.16,-0.12,-48.00,-0.23,-58.97
Nomads' Assembly,c14,82,0.65,,0.51,,-0.14,-21.54,,
"Ulamog, the Infinite Gyre",2x2,577,,90.21,,92.53,,,2.32,2.57
Disintegrate,sum,142,,,575.00,,,,,
Inspiring Vantage,sld,1375,5.71,6.66,7.43,5.06,1.72,30.12,-1.60,-24.02
"Ajani, the Greathearted",sld,520,,1.68,,0.97,,,-0.71,-42.26
Gift of Paradise,cmr,229,0.27,0.17,0.04,0.13,-0.23,-85.19,-0.04,-23.53
Endless One,cmm,804,0.57,,0.48,,-0.09,-15.79,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,1.55,3.36,0.63,1.50,-0.92,-59.35,-1.86,-55.36
Polygoyf,m3c,65,0.37,,0.36,6.65,-0.01,-2.70,,
Tip the Scales,tdc,29,0.18,,0.27,,0.09,50.00,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.83,,0.43,,-0.40,-48.19,,
Telepathy,7ed,102,1.93,,0.34,,-1.59,-82.38,,
Gleaming Geardrake,mkm,424,0.25,0.33,0.20,0.31,-0.05,-20.00,-0.02,-6.06
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
