name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Flensermite,mbs,41,0.19,1.14,0.37,1.11,0.18,94.74,-0.03,-2.63
Triskelion,plst,M11-218,,0.39,,0.38,,,-0.01,-2.56
Rite of the Raging Storm,ncc,274,0.36,,0.32,,-0.04,-11.11,,
Lonely Sandbar,sld,2161,,,,,,,,
"Gorion, Wise Mentor",clb,276,0.09,0.15,0.20,0.32,0.11,122.22,0.17,113.33
Wolf,tvow,11,,,,,,,,
Gate Smasher,dtk,239,0.16,0.25,0.02,0.19,-0.14,-87.50,-0.06,-24.00
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne",fin,272,0.35,0.84,0.32,0.89,-0.03,-8.57,0.05,5.95
Island,fbb,297,4.60,,,,,,,
Kemba's Outfitter,yone,2,,,,,,,,
World Breaker,ogw,126,1.10,11.02,1.23,8.98,0.13,11.82,-2.04,-18.51
Rogue Kavu,9ed,213★,,0.49,,,,,,
Ornery Tumblewagg,otj,171,0.19,0.36,0.47,0.37,0.28,147.37,0.01,2.78
Harbinger of the Seas,mh3,63,2.33,2.79,4.36,5.45,2.03,87.12,2.66,95.34
Mad Auntie,mma,90,0.37,1.17,0.86,0.86,0.49,132.43,-0.31,-26.50
Coral Eel,9ed,S3,0.16,,0.59,,0.43,268.75,,
Midnight Clock,m3c,189,0.25,,0.23,0.82,-0.02,-8.00,,
Invasion of Tolvada // The Broken Sky,mom,241,0.33,0.36,0.17,0.30,-0.16,-48.48,-0.06,-16.67
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.32,,0.34,,0.02,6.25,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.34,,0.51,,0.17,50.00,,
Eumidian Hatchery,eoc,40,4.72,,,,,,,
"Lazav, Familiar Stranger",otj,216,0.08,0.10,0.13,0.20,0.05,62.50,0.10,100.00
Plains,cma,292,0.23,,0.07,,-0.16,-69.57,,
Plains,brb,128,0.81,,1.68,,0.87,107.41,,
"Edric, Spymaster of Trest",cns,187,1.41,9.01,0.90,4.38,-0.51,-36.17,-4.63,-51.39
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,0.49,,,,,,
Bubbling Beebles,uds,29,0.13,6.34,0.04,2.95,-0.09,-69.23,-3.39,-53.47
Second Breakfast,ltr,29,0.06,0.15,0.07,0.19,0.01,16.67,0.04,26.67
"Ulasht, the Hate Seed",2x2,289,0.18,0.28,0.14,0.35,-0.04,-22.22,0.07,25.00
Unholy Strength,7ed,168,0.12,,0.11,,-0.01,-8.33,,
Forest,wc02,rl349,,,,,,,,
Consecrate // Consume,rna,224,0.12,0.12,0.13,0.46,0.01,8.33,0.34,283.33
Thornwood Falls,ema,246,0.08,0.25,0.03,0.29,-0.05,-62.50,0.04,16.00
Goblin Bowling Team,ugl,44,0.31,,0.16,,-0.15,-48.39,,
Elvish Aberration,pal03,7,,2.00,,0.94,,,-1.06,-53.00
"Farid, Enterprising Salvager",brc,13,0.19,,0.22,,0.03,15.79,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.16,1.19,0.17,0.85,0.01,6.25,-0.34,-28.57
Return to Dust,khc,32,0.09,,0.12,,0.03,33.33,,
Emberheart Challenger,blb,133,2.05,2.65,2.87,3.52,0.82,40.00,0.87,32.83
Royal Assassin,dmr,310,0.37,0.88,0.51,0.34,0.14,37.84,-0.54,-61.36
Shock,aer,98,0.08,0.20,0.07,0.92,-0.01,-12.50,0.72,360.00
Eldrazi Temple,sld,1154,77.82,100.30,57.84,75.93,-19.98,-25.67,-24.37,-24.30
Voyager Glidecar,pdft,36p,0.94,0.34,0.08,0.30,-0.86,-91.49,-0.04,-11.76
Walk the Plank,xln,130,0.11,0.52,0.15,0.45,0.04,36.36,-0.07,-13.46
Sphinx's Revelation,mm3,187,1.36,1.55,0.88,0.87,-0.48,-35.29,-0.68,-43.87
Mise,unh,38,0.24,9.46,0.12,1.70,-0.12,-50.00,-7.76,-82.03
Kor Entanglers,bfz,36,0.06,0.49,0.12,0.20,0.06,100.00,-0.29,-59.18
Tail Swipe,j25,721,0.18,,0.21,,0.03,16.67,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.17,0.48,0.23,0.38,0.06,35.29,-0.10,-20.83
"Izoni, Thousand-Eyed",gk1,50,,0.82,,0.97,,,0.15,18.29
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.09,2.74,1.39,2.35,-0.70,-33.49,-0.39,-14.23
Duelist's Heritage,c16,1,1.52,,1.41,,-0.11,-7.24,,
"Lazav, Dimir Mastermind",znc,92,0.63,,0.60,,-0.03,-4.76,,
Celestial Kirin,sok,3,0.74,5.44,0.74,8.47,0.00,0.00,3.03,55.70
Courage in Crisis,plst,WAR-158,0.14,,,,,,,
Green Sun's Twilight,pone,169p,0.25,0.28,0.20,0.47,-0.05,-20.00,0.19,67.86
Talisman of Curiosity,m3c,309,0.21,,0.44,2.54,0.23,109.52,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,0.75,1.29,2.07,0.60,86.96,1.32,176.00
Ornithopter,5ed,393,0.51,,0.51,,0.00,0.00,,
"Kamahl, Pit Fighter",p15a,2,,0.88,,1.18,,,0.30,34.09
Saheeli's Directive,pz2,70675,,,,,,,,
Festering Goblin,9ed,130,0.18,,0.11,,-0.07,-38.89,,
Reality Smasher,sld,1153,12.07,10.29,9.60,9.29,-2.47,-20.46,-1.00,-9.72
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,4.43,4.78,3.78,4.01,-0.65,-14.67,-0.77,-16.11
Orzhov Advokist,c16,3,0.15,,0.22,,0.07,46.67,,
Initiate's Companion,akh,174,0.06,0.75,0.04,0.18,-0.02,-33.33,-0.57,-76.00
Tsabo's Assassin,inv,128,0.46,10.22,0.45,9.24,-0.01,-2.17,-0.98,-9.59
Mana Clash,9ed,203★,,14.33,,,,,,
Darksteel Splicer,moc,100,0.97,,,,,,,
"Hogaak, Arisen Necropolis",mh1,202,1.00,7.10,1.25,9.48,0.25,25.00,2.38,33.52
Survival of the Fittest,wc98,bs129,48.50,,58.03,,9.53,19.65,,
Keen-Eyed Curator,blb,322,2.13,3.53,2.57,3.56,0.44,20.66,0.03,0.85
Jasmine Boreal,tsb,93,0.46,7.32,0.26,1.99,-0.20,-43.48,-5.33,-72.81
Bone Dragon,pm19,88s,,3.15,,3.05,,,-0.10,-3.17
Psychic Venom,5ed,113,0.14,,0.10,,-0.04,-28.57,,
Birthing Ritual,mh3,337,6.54,10.79,6.53,8.82,-0.01,-0.15,-1.97,-18.26
Sokka's Haiku,tla,71,3.96,,,3.49,,,,
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,,,1.45,,,,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,0.94,,,,,,,
Ancient Spring,inv,319,0.16,4.20,0.25,5.07,0.09,56.25,0.87,20.71
Spirit,tfic,3,,,,,,,,
Howlgeist,j22,673,0.08,,0.09,,0.01,12.50,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,7.69,12.23,7.95,18.53,0.26,3.38,6.30,51.51
Digsite Engineer,c21,342,1.48,,0.90,,-0.58,-39.19,,
Security Rhox,snc,220,0.04,0.04,0.09,0.12,0.05,125.00,0.08,200.00
Biogenic Upgrade,j25,144,0.18,,0.14,,-0.04,-22.22,,
Belbe's Armor,nem,126,0.18,2.97,0.13,2.81,-0.05,-27.78,-0.16,-5.39
Slinking Skirge,uds,71,0.14,0.85,0.07,1.16,-0.07,-50.00,0.31,36.47
Thalakos Lowlands,brb,88,0.43,,0.58,,0.15,34.88,,
Scoured Barrens,neo,274,0.10,0.20,0.18,0.08,0.08,80.00,-0.12,-60.00
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.19,,0.10,,-0.09,-47.37,,
Behemoth Sledge,pip,211,0.12,1.87,0.09,0.33,-0.03,-25.00,-1.54,-82.35
"Cadric, Soul Kindler",dmc,86,4.48,,,,,,,
Summon: Choco/Mog,fin,35,0.06,0.14,0.11,0.19,0.05,83.33,0.05,35.71
Grim Captain's Call,xln,108,0.07,0.47,0.13,0.21,0.06,85.71,-0.26,-55.32
"Boseiju, Who Endures",neo,412,44.25,83.86,41.33,86.63,-2.92,-6.60,2.77,3.30
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.19,0.45,0.17,0.42,-0.02,-10.53,-0.03,-6.67
Catastrophe,brb,12,3.78,,2.23,,-1.55,-41.01,,
Vandalblast,sld,404,,11.78,,16.39,,,4.61,39.13
Beledros Witherbloom,pstx,163p,6.96,8.80,17.00,15.50,10.04,144.25,6.70,76.14
Enchanted Carriage,eld,218,0.10,0.21,0.03,0.22,-0.07,-70.00,0.01,4.76
Insect,tsoi,7,0.15,,,,,,,
Workshop Elders,moc,245,0.16,,0.16,,0.00,0.00,,
Floodbringer,bok,34,0.12,1.95,0.13,0.97,0.01,8.33,-0.98,-50.26
Phyresis,mbs,49,1.50,10.92,1.15,6.56,-0.35,-23.33,-4.36,-39.93
Banewhip Punisher,hou,59,0.17,0.86,0.24,0.57,0.07,41.18,-0.29,-33.72
Mountain,2ed,298,2.85,,3.09,,0.24,8.42,,
"Nin, the Pain Artist",c17,183,0.41,,0.44,,0.03,7.32,,
Corpse Traders,ddm,58,0.07,,0.11,,0.04,57.14,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.03,0.33,0.05,0.31,0.02,66.67,-0.02,-6.06
Scourge of Fleets,pjou,51★,,1.06,,0.70,,,-0.36,-33.96
Maro's Gone Nuts,cmb1,81,0.63,,0.77,,0.14,22.22,,
Skullclamp,c14,268,4.51,,4.72,,0.21,4.66,,
Skullmane Baku,bok,83,0.09,0.25,0.07,0.25,-0.02,-22.22,0.00,0.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,6.79,7.12,7.60,7.77,0.81,11.93,0.65,9.13
Pia Nalaar,pkld,124s,,0.71,,1.04,,,0.33,46.48
Shatterskull Charger,pznr,159s,,0.34,,0.38,,,0.04,11.76
Infected Vermin,ody,144,0.41,3.40,0.35,1.56,-0.06,-14.63,-1.84,-54.12
Venerable Warsinger,stx,246,0.18,0.28,0.29,0.24,0.11,61.11,-0.04,-14.29
Thousand-Faced Shadow,neo,451,1.12,1.45,2.13,1.60,1.01,90.18,0.15,10.34
"Delney, Streetwise Lookout",mkm,378,,47.59,,,,,,
Murderous Betrayal,8ed,147,0.50,,0.31,,-0.19,-38.00,,
Eyeblight Massacre,khc,49,0.09,,0.17,,0.08,88.89,,
Raise Dead,leb,123,9.90,,6.32,,-3.58,-36.16,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.29,43.22,1.65,19.74,-0.64,-27.95,-23.48,-54.33
Elder Gargaroth,pm21,179p,5.91,11.30,11.23,13.59,5.32,90.02,2.29,20.27
Bloodline Culling,mid,343,0.28,0.28,0.23,0.35,-0.05,-17.86,0.07,25.00
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.28,1.54,0.31,1.38,0.03,10.71,-0.16,-10.39
Blessing of Frost,pkhm,161s,,0.35,,0.54,,,0.19,54.29
Saproling,tddj,1,0.18,,,,,,,
Worship,8ed,57,0.80,,0.72,,-0.08,-10.00,,
Duress,xln,105,0.08,0.75,0.10,0.52,0.02,25.00,-0.23,-30.67
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.26,12.38,0.44,8.48,0.18,69.23,-3.90,-31.50
Forest,ddr,35,0.22,,0.02,,-0.20,-90.91,,
Touch of the Void,bfz,134,0.03,0.24,0.04,0.12,0.01,33.33,-0.12,-50.00
"Danitha, New Benalia's Light",mat,79,0.68,0.97,,,,,,
Rite of Replication,plst,C14-122,0.48,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,2.47,,1.55,,-0.92,-37.25,,
Warrant // Warden,rna,230,0.08,0.24,0.08,0.15,0.00,0.00,-0.09,-37.50
Sparkspitter,plst,UMA-149,0.03,,0.06,,0.03,100.00,,
Hold the Perimeter,cn2,6,0.19,0.69,0.10,0.55,-0.09,-47.37,-0.14,-20.29
Lightning Shrieker,frf,106,0.05,0.38,0.08,0.38,0.03,60.00,0.00,0.00
"Atris, Oracle of Half-Truths",pthb,209s,,0.24,,0.30,,,0.06,25.00
Pteramander,otc,109,0.06,,0.13,,0.07,116.67,,
Diamond Faerie,csp,128,0.61,7.99,0.34,3.24,-0.27,-44.26,-4.75,-59.45
Beast Within,who,819,,23.36,,,,,,
"Titania, Nature's Force",brc,25,1.92,8.02,,,,,,
Blighted Burgeoning,mom,177,0.08,0.14,0.15,0.21,0.07,87.50,0.07,50.00
Archmage of Runes,pfdn,30s,,2.51,,1.63,,,-0.88,-35.06
Finale of Promise,pwar,127s,,6.67,,4.18,,,-2.49,-37.33
Rootcast Apprenticeship,blc,32,0.17,,1.31,,1.14,670.59,,
"Laelia, the Blade Reforged",c21,380,1.31,,2.08,,0.77,58.78,,
Predatory Impetus,clb,249,0.05,0.11,0.03,0.13,-0.02,-40.00,0.02,18.18
Cyclopean Tomb,leb,241,,,294.23,,,,,
Grove of the Guardian,gk1,124,0.35,,0.20,,-0.15,-42.86,,
Deadly Alliance,znr,96,0.05,0.12,0.07,0.15,0.02,40.00,0.03,25.00
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.03,0.30,0.06,0.18,0.03,100.00,-0.12,-40.00
Cryptic Command,sld,905,,28.22,,,,,,
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,4.70,9.87,3.29,3.87,-1.41,-30.00,-6.00,-60.79
Steamflogger Boss,fut,121,0.28,7.90,0.26,3.74,-0.02,-7.14,-4.16,-52.66
Immaculate Magistrate,ps11,143,,,,,,,,
Soul of Eternity,cmr,626,0.56,1.02,0.41,1.13,-0.15,-26.79,0.11,10.78
Jaya Ballard,pdom,132s,,0.50,,2.79,,,2.29,458.00
Starfield Vocalist,peoe,78s,,3.53,,2.36,,,-1.17,-33.14
Llanowar,opca,48,5.44,,4.29,,-1.15,-21.14,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.95,,2.55,,0.60,30.77,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.13,0.63,0.07,0.70,-0.06,-46.15,0.07,11.11
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.32,2.09,0.21,1.02,-0.11,-34.38,-1.07,-51.20
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.05,1.96,0.98,1.76,-0.07,-6.67,-0.20,-10.20
Manaform Hellkite,dbl,437,2.35,9.54,0.61,0.02,-1.74,-74.04,-9.52,-99.79
Bind // Liberate,cmb2,88,0.18,,1.79,,1.61,894.44,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.21,,0.22,,0.01,4.76,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,51.26,,33.97,,,-17.29,-33.73
"Faramir, Field Commander",ltr,303,0.10,0.15,0.09,0.22,-0.01,-10.00,0.07,46.67
Enlarge,plst,M14-170,0.07,,,,,,,
Spurnmage Advocate,jud,27,0.32,7.84,0.18,2.66,-0.14,-43.75,-5.18,-66.07
"Linvala, Shield of Sea Gate",pznr,226p,0.54,1.00,0.21,0.70,-0.33,-61.11,-0.30,-30.00
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.19,,,,,,
Consuming Vapors,roe,101,0.27,1.31,0.19,1.57,-0.08,-29.63,0.26,19.85
Spell Blast,4ed,103,0.08,,0.08,,0.00,0.00,,
Slivdrazi Monstrosity,cmb2,102,11.96,,8.99,,-2.97,-24.83,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.11,,0.12,,0.01,9.09,,
Pelakka Wurm,m19,192,0.17,0.81,0.17,0.38,0.00,0.00,-0.43,-53.09
Ripscale Predator,cmr,196,0.10,0.37,0.03,0.08,-0.07,-70.00,-0.29,-78.38
Twinblade Slasher,eve,79,0.19,0.89,0.25,0.69,0.06,31.58,-0.20,-22.47
Bladegriff Prototype,otc,253,0.21,,0.25,,0.04,19.05,,
Beastmaster Ascension,c14,186,4.25,,3.80,,-0.45,-10.59,,
Plains,prwk,A08,,0.86,,1.30,,,0.44,51.16
Gemrazer,iko,155,0.48,0.59,0.59,0.85,0.11,22.92,0.26,44.07
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.19,,0.14,,-0.05,-26.32,,
"Lady Zhurong, Warrior Queen",ptk,139,118.19,,29.12,,-89.07,-75.36,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.93,,0.49,,-0.44,-47.31,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.44,0.31,,,,,,
Manabarbs,10e,218,4.77,24.29,3.27,19.01,-1.50,-31.45,-5.28,-21.74
Incandescent Aria,psnc,192p,0.22,,0.17,0.22,-0.05,-22.73,,
Goblin Gardener,7ed,188★,,9.61,,,,,,
Temur Charm,c20,230,0.29,,0.19,,-0.10,-34.48,,
Biolume Egg // Biolume Serpent,inr,54,0.04,0.15,0.06,0.08,0.02,50.00,-0.07,-46.67
Necrotic Hex,cmr,137,0.28,0.43,0.55,0.55,0.27,96.43,0.12,27.91
Reconnaissance Mission,40k,193,1.02,,1.30,,0.28,27.45,,
Overflowing Insight,j25,341,0.19,,0.41,,0.22,115.79,,
Wasteful Harvest,bro,196,0.08,0.18,0.05,0.22,-0.03,-37.50,0.04,22.22
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.08,0.34,0.02,0.29,-0.06,-75.00,-0.05,-14.71
Blockbuster,rav,115,0.07,0.24,0.05,0.31,-0.02,-28.57,0.07,29.17
"Padeem, Consul of Innovation",cmm,109,1.16,1.37,0.58,0.77,-0.58,-50.00,-0.60,-43.80
Nature's Lore,5ed,316,2.55,,2.02,,-0.53,-20.78,,
Eron the Relentless,ptc,mj73sb,0.90,,0.49,,-0.41,-45.56,,
Sungrass Prairie,pip,1041,,1.31,,,,,,
Colossus of Sardia,10e,317★,,0.90,,1.42,,,0.52,57.78
Krosan Verge,c18,263,0.22,,0.16,,-0.06,-27.27,,
Otepec Huntmaster,lcc,229,0.25,,0.58,,0.33,132.00,,
Krosan Verge,mic,175,0.13,,0.13,,0.00,0.00,,
Monk Idealist,c15,76,0.15,,0.14,,-0.01,-6.67,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.05,0.07,0.02,0.07,-0.03,-60.00,0.00,0.00
Mercadian Atlas,mmq,305,0.62,10.04,0.62,10.23,0.00,0.00,0.19,1.89
Drannith Magistrate,piko,11s,,22.33,,22.70,,,0.37,1.66
Thermokarst,ice,268,4.67,,7.39,,2.72,58.24,,
Knight of the White Orchid,c21,95,2.95,,1.54,,-1.41,-47.80,,
"Marchesa, Dealer of Death",potj,220p,0.18,0.42,0.11,0.21,-0.07,-38.89,-0.21,-50.00
Nomads' Assembly,c14,82,0.56,,0.36,,-0.20,-35.71,,
"Ulamog, the Infinite Gyre",2x2,577,,85.11,,114.33,,,29.22,34.33
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,10.47,8.32,7.50,7.81,-2.97,-28.37,-0.51,-6.13
"Ajani, the Greathearted",sld,520,,1.61,,1.08,,,-0.53,-32.92
Gift of Paradise,cmr,229,0.05,0.16,0.08,0.14,0.03,60.00,-0.02,-12.50
Endless One,cmm,804,1.30,,0.54,,-0.76,-58.46,,
Meteorite,totj,17,,,,,,,,
Polygoyf,m3c,65,0.36,,,,,,,
Tip the Scales,tdc,29,0.19,,0.35,,0.16,84.21,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,1.06,,0.52,,-0.54,-50.94,,
Telepathy,7ed,102,3.86,,0.53,,-3.33,-86.27,,
Gleaming Geardrake,mkm,424,0.29,0.41,0.19,0.22,-0.10,-34.48,-0.19,-46.34
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,2.94,,2.11,,,-0.83,-28.23
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.19,,0.19,,0.00,0.00,,
"Nikara, Lair Scavenger",c20,3,0.57,0.56,0.89,0.43,0.32,56.14,-0.13,-23.21
Resurgent Belief,pmh2,26s,,1.86,,1.19,,,-0.67,-36.02
Rescuer Sphinx,war,65,0.05,0.36,0.05,0.17,0.00,0.00,-0.19,-52.78
Forest,gk2,106,0.46,,0.33,,-0.13,-28.26,,
Verdant Outrider // Verdant Outrider,awoe,28,,,,,,,,
Dusk // Dawn,blc,138,0.16,,0.19,,0.03,18.75,,
Homing Lightning,rvr,112,0.03,0.02,0.03,0.09,0.00,0.00,0.07,350.00
Elvish Healer,ice,22,0.07,,0.12,,0.05,71.43,,
Angelic Quartermaster // Angelic Quartermaster,avow,5,,,,,,,,
Mirror Gallery,bok,154,22.94,67.14,4.70,18.05,-18.24,-79.51,-49.09,-73.12
Plains,mom,277,0.08,0.09,0.09,0.13,0.01,12.50,0.04,44.44
Phantom Interference,otj,61,0.06,0.13,0.18,0.33,0.12,200.00,0.20,153.85
Tempt with Discovery,c13,174,2.89,,1.49,,-1.40,-48.44,,
Underworld Dreams,prm,35970,,,,,,,,
Loxodon Convert,nph,14,0.04,0.23,0.05,0.25,0.01,25.00,0.02,8.70
Excavating Anurid,j21,568,,,,,,,,
Young Wolf,sis,58,,,,,,,,
Grim Lavamancer,g06,2,,7.73,,4.62,,,-3.11,-40.23
Ancient Bronze Dragon,hbg,199,,,,,,,,
Archdruid's Charm,mkm,408,6.41,11.34,,,,,,
Ox of Agonas,nec,108,0.55,,1.01,,0.46,83.64,,
