name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
Invasion of Tolvada // The Broken Sky,mom,241,0.37,0.37,0.26,0.48,-0.11,-29.73,0.11,29.73
The Great Juggernaut,unk,RR04b,,,,,,,,
Lurking Nightstalker,p02,77,0.25,,0.33,,0.08,32.00,,
Spark Spray,vma,188,,,,,,,,
Remand,ddm,26,0.38,,0.96,,0.58,152.63,,
Eumidian Hatchery,eoc,40,1.13,,2.18,,1.05,92.92,,
"Lazav, Familiar Stranger",otj,216,0.21,0.36,0.19,0.20,-0.02,-9.52,-0.16,-44.44
Plains,cma,292,,,0.15,,,,,
Plains,brb,128,0.73,,1.55,,0.82,112.33,,
"Edric, Spymaster of Trest",cns,187,2.46,11.30,1.00,6.09,-1.46,-59.35,-5.21,-46.11
Clearwater Pathway // Clearwater Pathway,aznr,25,,,,,,,,
Crossbow Infantry,9ed,12★,,0.47,,,,,,
Bubbling Beebles,uds,29,0.19,7.28,0.14,3.56,-0.05,-26.32,-3.72,-51.10
Second Breakfast,ltr,29,0.12,0.18,0.05,0.18,-0.07,-58.33,0.00,0.00
"Ulasht, the Hate Seed",2x2,289,0.23,0.38,0.23,0.45,0.00,0.00,0.07,18.42
Unholy Strength,7ed,168,0.16,,0.08,,-0.08,-50.00,,
Forest,wc02,rl349,,,,,,,,
Consecrate // Consume,rna,224,0.21,0.26,0.11,0.57,-0.10,-47.62,0.31,119.23
Thornwood Falls,ema,246,0.12,0.26,0.07,0.26,-0.05,-41.67,0.00,0.00
Goblin Bowling Team,ugl,44,0.33,,0.32,,-0.01,-3.03,,
Improvised Arsenal,tmt,92,0.58,0.69,0.44,0.62,-0.14,-24.14,-0.07,-10.14
Elvish Aberration,pal03,7,,1.78,,0.84,,,-0.94,-52.81
"Farid, Enterprising Salvager",brc,13,0.25,,0.22,,-0.03,-12.00,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.27,0.89,0.15,0.76,-0.12,-44.44,-0.13,-14.61
Return to Dust,khc,32,0.24,,0.14,,-0.10,-41.67,,
Emberheart Challenger,blb,133,0.77,1.15,1.69,2.25,0.92,119.48,1.10,95.65
Royal Assassin,dmr,310,0.45,0.96,0.51,0.89,0.06,13.33,-0.07,-7.29
Shock,aer,98,0.18,0.13,0.04,0.61,-0.14,-77.78,0.48,369.23
Eldrazi Temple,sld,1154,47.33,46.87,40.31,62.54,-7.02,-14.83,15.67,33.43
Voyager Glidecar,pdft,36p,0.40,0.34,0.16,0.30,-0.24,-60.00,-0.04,-11.76
Walk the Plank,xln,130,0.22,0.49,0.10,0.45,-0.12,-54.55,-0.04,-8.16
Heated Argument,sos,118,0.06,0.28,0.02,0.05,-0.04,-66.67,-0.23,-82.14
Sphinx's Revelation,mm3,187,1.23,1.58,0.61,0.89,-0.62,-50.41,-0.69,-43.67
Mise,unh,38,0.23,,0.31,1.58,0.08,34.78,,
Kor Entanglers,bfz,36,0.12,0.43,0.08,0.27,-0.04,-33.33,-0.16,-37.21
Tail Swipe,j25,721,0.29,,0.23,,-0.06,-20.69,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.13,0.38,0.11,0.35,-0.02,-15.38,-0.03,-7.89
"Izoni, Thousand-Eyed",gk1,50,,0.87,,0.93,,,0.06,6.90
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.46,3.85,2.17,2.92,-0.29,-11.79,-0.93,-24.16
Duelist's Heritage,c16,1,1.99,,1.69,,-0.30,-15.08,,
"Lazav, Dimir Mastermind",znc,92,0.75,,0.68,,-0.07,-9.33,,
Celestial Kirin,sok,3,0.86,14.59,0.50,3.79,-0.36,-41.86,-10.80,-74.02
Courage in Crisis,plst,WAR-158,0.21,,0.13,,-0.08,-38.10,,
Green Sun's Twilight,pone,169p,0.32,0.81,0.23,0.51,-0.09,-28.12,-0.30,-37.04
Talisman of Curiosity,m3c,309,0.44,,0.30,2.54,-0.14,-31.82,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,1.11,1.42,2.03,0.73,105.80,0.92,82.88
Ornithopter,5ed,393,0.46,,0.42,,-0.04,-8.70,,
"Kamahl, Pit Fighter",p15a,2,,1.00,,1.17,,,0.17,17.00
Saheeli's Directive,pz2,70675,,,,,,,,
"Armaggon, Future Shark",tmt,264,1.67,2.32,1.19,1.76,-0.48,-28.74,-0.56,-24.14
Festering Goblin,9ed,130,0.13,,0.10,,-0.03,-23.08,,
Reality Smasher,sld,1153,9.09,9.25,4.10,7.46,-4.99,-54.90,-1.79,-19.35
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,7.80,7.82,4.82,5.07,-2.98,-38.21,-2.75,-35.17
Orzhov Advokist,c16,3,0.24,,0.22,,-0.02,-8.33,,
Initiate's Companion,akh,174,0.20,0.33,0.05,0.36,-0.15,-75.00,0.03,9.09
Tsabo's Assassin,inv,128,0.70,7.86,0.54,7.86,-0.16,-22.86,0.00,0.00
Mana Clash,9ed,203★,,14.89,,,,,,
Darksteel Splicer,moc,100,1.98,,1.42,,-0.56,-28.28,,
"Hogaak, Arisen Necropolis",mh1,202,1.47,8.47,1.35,17.10,-0.12,-8.16,8.63,101.89
Survival of the Fittest,wc98,bs129,67.62,,97.52,,29.90,44.22,,
Keen-Eyed Curator,blb,322,1.81,3.28,2.24,4.87,0.43,23.76,1.59,48.48
Jasmine Boreal,tsb,93,0.49,8.71,0.25,4.37,-0.24,-48.98,-4.34,-49.83
Bone Dragon,pm19,88s,,3.64,,2.32,,,-1.32,-36.26
Psychic Venom,5ed,113,0.19,,0.13,,-0.06,-31.58,,
Birthing Ritual,mh3,337,7.49,15.49,8.93,13.90,1.44,19.23,-1.59,-10.26
Sokka's Haiku,tla,71,0.26,0.36,0.11,0.24,-0.15,-57.69,-0.12,-33.33
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,,,1.26,,,,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,8.03,,,,,,,
Ancient Spring,inv,319,0.21,4.86,0.26,4.25,0.05,23.81,-0.61,-12.55
Spirit,tfic,3,,,,,,,,
Suspend Aggression,sos,357,0.28,0.49,0.23,0.16,-0.05,-17.86,-0.33,-67.35
Howlgeist,j22,673,0.13,,0.15,,0.02,15.38,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.08,16.99,7.80,16.25,-0.28,-3.47,-0.74,-4.36
Digsite Engineer,c21,342,1.66,,0.90,,-0.76,-45.78,,
Security Rhox,snc,220,0.04,0.04,0.07,0.11,0.03,75.00,0.07,175.00
Biogenic Upgrade,j25,144,0.19,,0.20,,0.01,5.26,,
Belbe's Armor,nem,126,0.23,1.14,0.17,2.35,-0.06,-26.09,1.21,106.14
Slinking Skirge,uds,71,0.10,1.98,0.11,1.13,0.01,10.00,-0.85,-42.93
Thalakos Lowlands,brb,88,0.53,,0.75,,0.22,41.51,,
Scoured Barrens,neo,274,0.25,0.31,0.02,0.25,-0.23,-92.00,-0.06,-19.35
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.19,,0.22,,0.03,15.79,,
Behemoth Sledge,pip,211,0.23,2.26,0.20,0.29,-0.03,-13.04,-1.97,-87.17
"Cadric, Soul Kindler",dmc,86,5.08,,4.84,,-0.24,-4.72,,
Summon: Choco/Mog,fin,35,0.16,0.24,0.13,0.13,-0.03,-18.75,-0.11,-45.83
Grim Captain's Call,xln,108,0.22,0.47,0.05,0.29,-0.17,-77.27,-0.18,-38.30
"Boseiju, Who Endures",neo,412,69.66,143.45,44.31,84.20,-25.35,-36.39,-59.25,-41.30
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.20,0.53,0.16,0.32,-0.04,-20.00,-0.21,-39.62
Catastrophe,brb,12,3.84,,2.91,,-0.93,-24.22,,
Vandalblast,sld,404,,14.39,,13.97,,,-0.42,-2.92
Beledros Witherbloom,pstx,163p,8.24,9.00,5.75,10.07,-2.49,-30.22,1.07,11.89
Enchanted Carriage,eld,218,0.13,0.34,0.08,0.18,-0.05,-38.46,-0.16,-47.06
Insect,tsoi,7,0.19,,0.10,,-0.09,-47.37,,
Workshop Elders,moc,245,0.28,,0.25,,-0.03,-10.71,,
Floodbringer,bok,34,0.16,4.78,0.10,0.88,-0.06,-37.50,-3.90,-81.59
Phyresis,mbs,49,3.30,15.77,0.88,7.34,-2.42,-73.33,-8.43,-53.46
Banewhip Punisher,hou,59,0.32,0.98,0.21,0.61,-0.11,-34.38,-0.37,-37.76
Mountain,2ed,298,2.86,,2.95,,0.09,3.15,,
"Nin, the Pain Artist",c17,183,0.50,,0.35,,-0.15,-30.00,,
Corpse Traders,ddm,58,0.26,,0.10,,-0.16,-61.54,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.06,0.25,0.06,0.14,0.00,0.00,-0.11,-44.00
Scourge of Fleets,pjou,51★,,1.05,,0.49,,,-0.56,-53.33
Maro's Gone Nuts,cmb1,81,0.61,,0.33,,-0.28,-45.90,,
Skullclamp,c14,268,5.49,,4.83,,-0.66,-12.02,,
Skullmane Baku,bok,83,0.14,0.49,0.05,0.39,-0.09,-64.29,-0.10,-20.41
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,16.98,7.17,6.60,6.88,-10.38,-61.13,-0.29,-4.04
Pia Nalaar,pkld,124s,,0.99,,0.80,,,-0.19,-19.19
Shatterskull Charger,pznr,159s,,0.30,,0.39,,,0.09,30.00
Infected Vermin,ody,144,0.41,0.30,0.25,1.89,-0.16,-39.02,1.59,530.00
Venerable Warsinger,stx,246,0.35,0.28,0.22,0.51,-0.13,-37.14,0.23,82.14
Thousand-Faced Shadow,neo,451,2.79,2.26,1.59,2.83,-1.20,-43.01,0.57,25.22
"Delney, Streetwise Lookout",mkm,378,,70.22,,38.09,,,-32.13,-45.76
Murderous Betrayal,8ed,147,0.34,,0.20,,-0.14,-41.18,,
Eyeblight Massacre,khc,49,0.16,,0.07,,-0.09,-56.25,,
Raise Dead,leb,123,11.49,,7.95,,-3.54,-30.81,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,2.92,47.36,2.16,40.13,-0.76,-26.03,-7.23,-15.27
Elder Gargaroth,pm21,179p,5.68,8.88,6.86,10.55,1.18,20.77,1.67,18.81
Bloodline Culling,mid,343,0.34,0.43,0.24,0.54,-0.10,-29.41,0.11,25.58
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.36,1.50,0.26,0.81,-0.10,-27.78,-0.69,-46.00
Blessing of Frost,pkhm,161s,,0.62,,0.55,,,-0.07,-11.29
Heartbeat of Spring,tle,42,2.37,3.10,1.07,2.23,-1.30,-54.85,-0.87,-28.06
Saproling,tddj,1,0.13,,0.15,,0.02,15.38,,
Worship,8ed,57,0.81,,0.84,,0.03,3.70,,
Duress,xln,105,0.21,0.73,0.09,0.28,-0.12,-57.14,-0.45,-61.64
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.46,0.32,0.46,9.86,0.00,0.00,9.54,2981.25
Forest,ddr,35,0.17,,0.05,,-0.12,-70.59,,
Touch of the Void,bfz,134,0.05,0.28,0.06,0.11,0.01,20.00,-0.17,-60.71
"Danitha, New Benalia's Light",mat,79,1.22,1.45,1.62,1.12,0.40,32.79,-0.33,-22.76
Rite of Replication,plst,C14-122,0.32,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,1.00,,1.22,,0.22,22.00,,
Warrant // Warden,rna,230,0.18,0.25,0.10,0.13,-0.08,-44.44,-0.12,-48.00
Sparkspitter,plst,UMA-149,0.03,,0.13,,0.10,333.33,,
Hold the Perimeter,cn2,6,0.16,0.72,0.11,0.48,-0.05,-31.25,-0.24,-33.33
Lightning Shrieker,frf,106,0.05,0.44,0.07,0.35,0.02,40.00,-0.09,-20.45
"Atris, Oracle of Half-Truths",pthb,209s,,0.35,,0.40,,,0.05,14.29
Pteramander,otc,109,0.18,,0.23,,0.05,27.78,,
Diamond Faerie,csp,128,0.77,7.50,0.26,4.66,-0.51,-66.23,-2.84,-37.87
Beast Within,who,819,,23.66,,12.95,,,-10.71,-45.27
"Titania, Nature's Force",brc,25,3.60,7.67,2.75,9.80,-0.85,-23.61,2.13,27.77
Blighted Burgeoning,mom,177,0.10,0.10,0.11,0.22,0.01,10.00,0.12,120.00
Archmage of Runes,pfdn,30s,,4.05,,1.77,,,-2.28,-56.30
Finale of Promise,pwar,127s,,8.75,,3.81,,,-4.94,-56.46
Rootcast Apprenticeship,blc,32,0.29,,0.48,,0.19,65.52,,
"Laelia, the Blade Reforged",c21,380,2.41,,2.20,,-0.21,-8.71,,
Predatory Impetus,clb,249,0.27,0.16,0.09,0.23,-0.18,-66.67,0.07,43.75
Cyclopean Tomb,leb,241,,,199.52,,,,,
Grove of the Guardian,gk1,124,0.30,,0.32,,0.02,6.67,,
Deadly Alliance,znr,96,0.13,0.23,0.09,0.19,-0.04,-30.77,-0.04,-17.39
Hushwood Verge // Hushwood Verge,adsk,26,,,0.48,,,,,
Deep-Sea Terror,ori,52,0.11,0.23,0.06,0.18,-0.05,-45.45,-0.05,-21.74
Cryptic Command,sld,905,,5.15,,6.06,,,0.91,17.67
Rhino,tmh1,13,,,0.13,0.20,,,,
Season of Weaving,pblb,68p,3.85,6.67,3.86,4.18,0.01,0.26,-2.49,-37.33
Steamflogger Boss,fut,121,0.48,9.17,0.31,3.72,-0.17,-35.42,-5.45,-59.43
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,0.31,10.11,0.08,0.94,-0.23,-74.19,-9.17,-90.70
Soul of Eternity,cmr,626,1.10,0.96,0.57,1.16,-0.53,-48.18,0.20,20.83
Jaya Ballard,pdom,132s,,3.08,,2.55,,,-0.53,-17.21
Starfield Vocalist,peoe,78s,,3.17,,2.44,,,-0.73,-23.03
Noggle Robber,ecl,237,0.15,0.19,0.06,0.11,-0.09,-60.00,-0.08,-42.11
Llanowar,opca,48,4.10,,3.52,,-0.58,-14.15,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.54,,1.67,,0.13,8.44,,
Bat,tlci,6,,,0.12,,,,,
Refresh,ody,264,0.08,0.74,0.10,0.77,0.02,25.00,0.03,4.05
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.42,10.34,0.32,1.73,-0.10,-23.81,-8.61,-83.27
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.51,2.14,0.89,1.83,-0.62,-41.06,-0.31,-14.49
Manaform Hellkite,dbl,437,2.32,6.55,2.30,0.02,-0.02,-0.86,-6.53,-99.69
Bind // Liberate,cmb2,88,0.35,,1.93,,1.58,451.43,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.25,,0.17,,-0.08,-32.00,,
Thorn of Amethyst,ltc,386z,,,,1240.46,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,45.64,,38.68,,,-6.96,-15.25
"Faramir, Field Commander",ltr,303,0.17,0.31,0.16,0.27,-0.01,-5.88,-0.04,-12.90
Enlarge,plst,M14-170,0.08,,0.03,,-0.05,-62.50,,
Spurnmage Advocate,jud,27,0.27,2.00,0.13,3.00,-0.14,-51.85,1.00,50.00
"Linvala, Shield of Sea Gate",pznr,226p,0.42,0.41,0.21,0.49,-0.21,-50.00,0.08,19.51
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.15,0.30,0.27,0.48,0.12,80.00,0.18,60.00
Consuming Vapors,roe,101,0.31,1.47,0.23,1.10,-0.08,-25.81,-0.37,-25.17
Spell Blast,4ed,103,0.10,,0.10,,0.00,0.00,,
Slivdrazi Monstrosity,cmb2,102,13.13,,3.07,,-10.06,-76.62,,
Clue,twho,21,,,1.21,2.51,,,,
Crusader of Odric,fdn,569,0.19,,0.09,,-0.10,-52.63,,
Pelakka Wurm,m19,192,0.20,0.40,0.17,0.33,-0.03,-15.00,-0.07,-17.50
Ripscale Predator,cmr,196,0.10,0.03,0.03,0.07,-0.07,-70.00,0.04,133.33
Twinblade Slasher,eve,79,0.36,1.30,0.21,0.85,-0.15,-41.67,-0.45,-34.62
Bladegriff Prototype,otc,253,0.40,,0.27,,-0.13,-32.50,,
Beastmaster Ascension,c14,186,3.31,,3.13,,-0.18,-5.44,,
Plains,prwk,A08,,0.94,,1.43,,,0.49,52.13
Gemrazer,iko,155,0.50,3.35,0.47,0.80,-0.03,-6.00,-2.55,-76.12
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.31,,0.21,,-0.10,-32.26,,
"Lady Zhurong, Warrior Queen",ptk,139,120.85,,39.71,,-81.14,-67.14,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.58,,0.40,,-0.18,-31.03,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.60,0.42,0.49,0.40,-0.11,-18.33,-0.02,-4.76
Manabarbs,10e,218,4.82,23.12,3.67,19.40,-1.15,-23.86,-3.72,-16.09
Incandescent Aria,psnc,192p,0.24,0.26,0.12,0.18,-0.12,-50.00,-0.08,-30.77
Royal Treatment,soa,56,0.28,0.37,0.12,0.30,-0.16,-57.14,-0.07,-18.92
Goblin Gardener,7ed,188★,,15.72,,,,,,
Temur Charm,c20,230,0.34,,0.18,,-0.16,-47.06,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.13,0.14,0.11,0.05,-0.02,-15.38,-0.09,-64.29
Necrotic Hex,cmr,137,0.41,0.44,0.50,0.70,0.09,21.95,0.26,59.09
Reconnaissance Mission,40k,193,1.87,,1.94,,0.07,3.74,,
Overflowing Insight,j25,341,0.36,,0.29,,-0.07,-19.44,,
Wasteful Harvest,bro,196,0.11,0.15,0.12,0.11,0.01,9.09,-0.04,-26.67
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.13,0.25,0.07,0.23,-0.06,-46.15,-0.02,-8.00
Blockbuster,rav,115,0.09,0.18,0.04,0.33,-0.05,-55.56,0.15,83.33
"Padeem, Consul of Innovation",cmm,109,2.16,3.05,0.56,1.02,-1.60,-74.07,-2.03,-66.56
Nature's Lore,5ed,316,4.56,,2.23,,-2.33,-51.10,,
Eron the Relentless,ptc,mj73sb,0.45,,0.40,,-0.05,-11.11,,
Sungrass Prairie,pip,1041,,1.44,,0.70,,,-0.74,-51.39
Colossus of Sardia,10e,317★,,1.73,,1.37,,,-0.36,-20.81
Krosan Verge,c18,263,0.25,,0.22,,-0.03,-12.00,,
Otepec Huntmaster,lcc,229,0.39,,0.76,,0.37,94.87,,
Krosan Verge,mic,175,0.20,,0.11,,-0.09,-45.00,,
Monk Idealist,c15,76,0.20,,0.18,,-0.02,-10.00,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.16,0.13,0.02,0.07,-0.14,-87.50,-0.06,-46.15
Mercadian Atlas,mmq,305,0.62,14.99,0.66,9.27,0.04,6.45,-5.72,-38.16
Drannith Magistrate,piko,11s,,23.58,,15.51,,,-8.07,-34.22
Thermokarst,ice,268,5.70,,7.35,,1.65,28.95,,
Knight of the White Orchid,c21,95,4.01,,1.60,,-2.41,-60.10,,
"Marchesa, Dealer of Death",potj,220p,0.26,0.38,0.13,0.16,-0.13,-50.00,-0.22,-57.89
Nomads' Assembly,c14,82,0.68,,0.55,,-0.13,-19.12,,
"Ulamog, the Infinite Gyre",2x2,577,,90.24,,92.80,,,2.56,2.84
Disintegrate,sum,142,,,575.00,,,,,
Inspiring Vantage,sld,1375,5.72,6.66,7.22,5.06,1.50,26.22,-1.60,-24.02
"Ajani, the Greathearted",sld,520,,1.74,,1.02,,,-0.72,-41.38
Gift of Paradise,cmr,229,0.31,0.16,0.05,0.10,-0.26,-83.87,-0.06,-37.50
Endless One,cmm,804,0.41,,0.46,,0.05,12.20,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,1.90,3.36,0.61,1.36,-1.29,-67.89,-2.00,-59.52
Polygoyf,m3c,65,0.36,,0.28,6.65,-0.08,-22.22,,
Tip the Scales,tdc,29,0.21,,0.28,,0.07,33.33,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.79,,0.55,,-0.24,-30.38,,
Telepathy,7ed,102,1.93,,0.30,,-1.63,-84.46,,
Gleaming Geardrake,mkm,424,0.25,0.34,0.30,0.31,0.05,20.00,-0.03,-8.82
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,4.04,,2.35,,,-1.69,-41.83
