name,set,collector_number,usd,usd_foil,eur,eur_foil,diff_abs,diff_pct,diff_abs_foil,diff_pct_foil
"Ulasht, the Hate Seed",2x2,289,0.16,0.31,0.15,0.51,-0.01,-6.25,0.20,64.52
Unholy Strength,7ed,168,0.11,,0.16,,0.05,45.45,,
Forest,wc02,rl349,1.99,,,,,,,
Consecrate // Consume,rna,224,0.13,0.17,0.10,0.55,-0.03,-23.08,0.38,223.53
Thornwood Falls,ema,246,0.08,0.30,0.09,0.27,0.01,12.50,-0.03,-10.00
Goblin Bowling Team,ugl,44,0.32,,0.21,,-0.11,-34.38,,
Improvised Arsenal,tmt,92,14.93,,1.87,3.69,-13.06,-87.47,,
Elvish Aberration,pal03,7,,1.83,,0.80,,,-1.03,-56.28
"Farid, Enterprising Salvager",brc,13,0.14,,0.24,,0.10,71.43,,
Wings of Aesthir,me2,199,,,,,,,,
Mwonvuli Beast Tracker,m13,177,0.22,1.19,0.24,0.86,0.02,9.09,-0.33,-27.73
Return to Dust,khc,32,0.12,,0.17,,0.05,41.67,,
Emberheart Challenger,blb,133,1.56,2.73,2.53,3.14,0.97,62.18,0.41,15.02
Royal Assassin,dmr,310,0.53,0.88,0.49,0.99,-0.04,-7.55,0.11,12.50
Shock,aer,98,0.05,0.18,0.02,0.81,-0.03,-60.00,0.63,350.00
Eldrazi Temple,sld,1154,48.37,45.61,45.37,66.42,-3.00,-6.20,20.81,45.63
Voyager Glidecar,pdft,36p,0.50,,0.10,0.30,-0.40,-80.00,,
Walk the Plank,xln,130,0.15,0.51,0.12,0.28,-0.03,-20.00,-0.23,-45.10
Sphinx's Revelation,mm3,187,1.18,1.86,1.25,0.87,0.07,5.93,-0.99,-53.23
Mise,unh,38,0.24,6.00,0.15,1.68,-0.09,-37.50,-4.32,-72.00
Kor Entanglers,bfz,36,0.11,0.51,0.07,0.28,-0.04,-36.36,-0.23,-45.10
Tail Swipe,j25,721,0.33,,0.26,,-0.07,-21.21,,
Briarbridge Patrol,sir,187,,,,,,,,
The Restoration of Eiganjo // Architect of Restoration,prm,97897,,,,,,,,
Spread the Sickness,mm2,98,0.14,0.48,0.18,0.38,0.04,28.57,-0.10,-20.83
"Izoni, Thousand-Eyed",gk1,50,,0.79,,1.22,,,0.43,54.43
Oracle of the Alpha,ydmu,4,,,,,,,,
"Alesha, Who Laughs at Fate",fdn,476,2.74,3.16,2.32,2.87,-0.42,-15.33,-0.29,-9.18
Duelist's Heritage,c16,1,1.71,,1.49,,-0.22,-12.87,,
"Lazav, Dimir Mastermind",znc,92,0.63,,0.65,,0.02,3.17,,
Celestial Kirin,sok,3,0.65,12.84,0.59,7.27,-0.06,-9.23,-5.57,-43.38
Courage in Crisis,plst,WAR-158,0.18,,,,,,,
Green Sun's Twilight,pone,169p,0.27,0.37,0.15,0.44,-0.12,-44.44,0.07,18.92
Talisman of Curiosity,m3c,309,0.37,,0.27,2.54,-0.10,-27.03,,
"Snapdax, Apex of the Hunt",piko,209p,0.69,0.76,1.25,2.06,0.56,81.16,1.30,171.05
Ornithopter,5ed,393,0.57,,0.68,,0.11,19.30,,
"Kamahl, Pit Fighter",p15a,2,,0.94,,1.23,,,0.29,30.85
Saheeli's Directive,pz2,70675,,,,,,,,
"Armaggon, Future Shark",tmt,264,,,,,,,,
Festering Goblin,9ed,130,0.13,,0.08,,-0.05,-38.46,,
Reality Smasher,sld,1153,10.38,9.62,6.76,8.20,-3.62,-34.87,-1.42,-14.76
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",lci,188,6.55,6.15,3.99,5.08,-2.56,-39.08,-1.07,-17.40
Orzhov Advokist,c16,3,0.19,,0.23,,0.04,21.05,,
Initiate's Companion,akh,174,0.08,0.41,0.10,0.27,0.02,25.00,-0.14,-34.15
Tsabo's Assassin,inv,128,0.53,6.93,0.45,8.66,-0.08,-15.09,1.73,24.96
Mana Clash,9ed,203★,,14.33,,,,,,
Darksteel Splicer,moc,100,1.90,,1.11,,-0.79,-41.58,,
"Hogaak, Arisen Necropolis",mh1,202,1.23,7.66,1.39,10.58,0.16,13.01,2.92,38.12
Survival of the Fittest,wc98,bs129,56.33,,60.58,,4.25,7.54,,
Keen-Eyed Curator,blb,322,2.19,3.92,2.35,5.06,0.16,7.31,1.14,29.08
Jasmine Boreal,tsb,93,0.51,4.96,0.19,2.32,-0.32,-62.75,-2.64,-53.23
Bone Dragon,pm19,88s,,3.16,,2.80,,,-0.36,-11.39
Psychic Venom,5ed,113,0.17,,0.11,,-0.06,-35.29,,
Birthing Ritual,mh3,337,8.98,16.40,8.93,14.80,-0.05,-0.56,-1.60,-9.76
Sokka's Haiku,tla,71,0.21,0.24,0.11,0.14,-0.10,-47.62,-0.10,-41.67
A-Falcon Abomination,mid,A-52,,,,,,,,
Fire Elemental,4bb,191,7.20,,1.34,,-5.86,-81.39,,
Grizzly Fate,vma,215,,,,,,,,
Swamp,30a,289,0.92,,,,,,,
Ancient Spring,inv,319,0.20,4.92,0.16,4.62,-0.04,-20.00,-0.30,-6.10
Spirit,tfic,3,,,,,,,,
Howlgeist,j22,673,0.09,,0.12,,0.03,33.33,,
Sengir Vampire,anb,60,,,,,,,,
Farewell,neo,436,8.47,13.74,8.54,17.10,0.07,0.83,3.36,24.45
Digsite Engineer,c21,342,1.25,,1.33,,0.08,6.40,,
Security Rhox,snc,220,0.06,0.03,0.04,0.08,-0.02,-33.33,0.05,166.67
Biogenic Upgrade,j25,144,0.13,,0.17,,0.04,30.77,,
Belbe's Armor,nem,126,0.26,3.73,0.15,2.90,-0.11,-42.31,-0.83,-22.25
Slinking Skirge,uds,71,0.12,0.89,0.06,1.05,-0.06,-50.00,0.16,17.98
Thalakos Lowlands,brb,88,0.48,,0.67,,0.19,39.58,,
Scoured Barrens,neo,274,0.10,0.20,0.12,0.16,0.02,20.00,-0.04,-20.00
"Shaile, Dean of Radiance // Embrose, Dean of Shadow",prm,90228,,,,,,,,
Spined Wurm,por,185,0.19,,0.20,,0.01,5.26,,
Behemoth Sledge,pip,211,0.17,2.20,0.20,0.28,0.03,17.65,-1.92,-87.27
"Cadric, Soul Kindler",dmc,86,5.41,,3.56,,-1.85,-34.20,,
Summon: Choco/Mog,fin,35,0.11,0.13,0.09,0.18,-0.02,-18.18,0.05,38.46
Grim Captain's Call,xln,108,0.14,0.50,0.15,0.35,0.01,7.14,-0.15,-30.00
"Boseiju, Who Endures",neo,412,58.09,133.26,39.27,76.34,-18.82,-32.40,-56.92,-42.71
Copy,plst,LCI-1,,,,,,,,
Reassembling Skeleton,cmm,183,0.18,0.37,0.17,0.42,-0.01,-5.56,0.05,13.51
Catastrophe,brb,12,3.83,,2.54,,-1.29,-33.68,,
Vandalblast,sld,404,,12.76,,15.83,,,3.07,24.06
Beledros Witherbloom,pstx,163p,7.37,9.03,17.00,14.72,9.63,130.66,5.69,63.01
Enchanted Carriage,eld,218,0.12,0.21,0.08,0.17,-0.04,-33.33,-0.04,-19.05
Insect,tsoi,7,0.12,,,,,,,
Workshop Elders,moc,245,0.20,,0.14,,-0.06,-30.00,,
Floodbringer,bok,34,0.16,3.41,0.03,0.87,-0.13,-81.25,-2.54,-74.49
Phyresis,mbs,49,2.76,11.83,0.97,5.74,-1.79,-64.86,-6.09,-51.48
Banewhip Punisher,hou,59,0.22,0.90,0.21,0.83,-0.01,-4.55,-0.07,-7.78
Mountain,2ed,298,2.76,,2.96,,0.20,7.25,,
"Nin, the Pain Artist",c17,183,0.49,,0.40,,-0.09,-18.37,,
Corpse Traders,ddm,58,0.04,,0.09,,0.05,125.00,,
Zodiac Rabbit,prm,35086,,,,,,,,
Rite of the Serpent,ktk,86,0.05,0.27,0.02,0.21,-0.03,-60.00,-0.06,-22.22
Scourge of Fleets,pjou,51★,,1.05,,0.86,,,-0.19,-18.10
Maro's Gone Nuts,cmb1,81,0.60,,0.33,,-0.27,-45.00,,
Skullclamp,c14,268,4.34,,4.77,,0.43,9.91,,
Skullmane Baku,bok,83,0.13,0.25,0.02,0.31,-0.11,-84.62,0.06,24.00
Feeling of Dread,sis,7,,,,,,,,
Ledger Shredder,psnc,46p,18.57,7.00,6.41,7.89,-12.16,-65.48,0.89,12.71
Pia Nalaar,pkld,124s,,0.82,,0.89,,,0.07,8.54
Shatterskull Charger,pznr,159s,,0.30,,0.41,,,0.11,36.67
Infected Vermin,ody,144,0.40,2.94,0.29,1.49,-0.11,-27.50,-1.45,-49.32
Venerable Warsinger,stx,246,0.19,0.23,0.16,0.46,-0.03,-15.79,0.23,100.00
Thousand-Faced Shadow,neo,451,1.30,1.49,2.13,2.89,0.83,63.85,1.40,93.96
"Delney, Streetwise Lookout",mkm,378,,51.82,,35.79,,,-16.03,-30.93
Murderous Betrayal,8ed,147,0.38,,0.24,,-0.14,-36.84,,
Eyeblight Massacre,khc,49,0.13,,0.21,,0.08,61.54,,
Raise Dead,leb,123,10.40,,7.25,,-3.15,-30.29,,
Hero,tfin,26,,,,,,,,
Saprazzan Skerry,mmq,328,1.90,44.25,1.82,39.28,-0.08,-4.21,-4.97,-11.23
Elder Gargaroth,pm21,179p,5.78,11.28,8.47,10.55,2.69,46.54,-0.73,-6.47
Bloodline Culling,mid,343,0.33,0.30,0.26,0.35,-0.07,-21.21,0.05,16.67
Jan Tomcani Bio,wc01,jt0a,,,,,,,,
Enigma Drake,akr,234,,,,,,,,
Sphinx Summoner,con,127,0.29,1.54,0.21,0.93,-0.08,-27.59,-0.61,-39.61
Blessing of Frost,pkhm,161s,,0.54,,0.48,,,-0.06,-11.11
Heartbeat of Spring,tle,42,1.26,2.30,1.10,2.15,-0.16,-12.70,-0.15,-6.52
Saproling,tddj,1,0.17,,,,,,,
Worship,8ed,57,0.75,,0.66,,-0.09,-12.00,,
Duress,xln,105,0.10,0.76,0.09,0.32,-0.01,-10.00,-0.44,-57.89
"Miara, Thorn of the Glade",cmr,566,,,,,,,,
Flame Slash,roe,145,0.31,12.92,0.45,10.39,0.14,45.16,-2.53,-19.58
Forest,ddr,35,0.14,,0.03,,-0.11,-78.57,,
Touch of the Void,bfz,134,0.03,,0.04,0.12,0.01,33.33,,
"Danitha, New Benalia's Light",mat,79,0.81,1.10,1.38,1.46,0.57,70.37,0.36,32.73
Rite of Replication,plst,C14-122,0.35,,,,,,,
Punchcard // Punchcard,teoe,12,,,,,,,,
Guardian Angel,cei,22,0.70,,1.40,,0.70,100.00,,
Warrant // Warden,rna,230,0.12,0.32,0.10,0.09,-0.02,-16.67,-0.23,-71.88
Sparkspitter,plst,UMA-149,0.03,,0.08,,0.05,166.67,,
Hold the Perimeter,cn2,6,0.18,0.65,0.21,0.55,0.03,16.67,-0.10,-15.38
Lightning Shrieker,frf,106,0.05,0.40,0.12,0.35,0.07,140.00,-0.05,-12.50
"Atris, Oracle of Half-Truths",pthb,209s,,0.35,,0.29,,,-0.06,-17.14
Pteramander,otc,109,0.07,,0.13,,0.06,85.71,,
Diamond Faerie,csp,128,0.73,7.50,0.38,3.74,-0.35,-47.95,-3.76,-50.13
Beast Within,who,819,,22.52,,12.95,,,-9.57,-42.50
"Titania, Nature's Force",brc,25,2.24,7.94,2.81,9.67,0.57,25.45,1.73,21.79
Blighted Burgeoning,mom,177,0.11,0.10,0.05,0.18,-0.06,-54.55,0.08,80.00
Archmage of Runes,pfdn,30s,,3.24,,1.98,,,-1.26,-38.89
Finale of Promise,pwar,127s,,8.30,,3.57,,,-4.73,-56.99
Rootcast Apprenticeship,blc,32,0.28,,0.60,,0.32,114.29,,
"Laelia, the Blade Reforged",c21,380,1.74,,1.96,,0.22,12.64,,
Predatory Impetus,clb,249,0.04,0.08,0.10,0.16,0.06,150.00,0.08,100.00
Cyclopean Tomb,leb,241,,,228.72,,,,,
Grove of the Guardian,gk1,124,0.31,,0.29,,-0.02,-6.45,,
Deadly Alliance,znr,96,0.11,0.23,0.11,0.20,0.00,0.00,-0.03,-13.04
Hushwood Verge // Hushwood Verge,adsk,26,,,,,,,,
Deep-Sea Terror,ori,52,0.05,0.23,0.03,0.18,-0.02,-40.00,-0.05,-21.74
Cryptic Command,sld,905,,4.25,,5.59,,,1.34,31.53
Rhino,tmh1,13,,,,,,,,
Season of Weaving,pblb,68p,3.68,8.81,4.03,3.96,0.35,9.51,-4.85,-55.05
Steamflogger Boss,fut,121,0.15,6.99,0.22,3.74,0.07,46.67,-3.25,-46.49
Immaculate Magistrate,ps11,143,,,,,,,,
Farhaven Elf,pw26,2,1.17,17.09,,,,,,
Soul of Eternity,cmr,626,0.75,0.99,0.48,1.16,-0.27,-36.00,0.17,17.17
Jaya Ballard,pdom,132s,,0.69,,2.59,,,1.90,275.36
Starfield Vocalist,peoe,78s,,3.11,,3.31,,,0.20,6.43
Noggle Robber,ecl,237,0.16,0.20,0.08,0.11,-0.08,-50.00,-0.09,-45.00
Llanowar,opca,48,5.30,,4.04,,-1.26,-23.77,,
"Gutmorn, Pactbound Servant",ymid,28,,,,,,,,
Hurska Sweet-Tooth,j25,53,1.85,,1.86,,0.01,0.54,,
Bat,tlci,6,,,,,,,,
Refresh,ody,264,0.08,0.67,0.07,0.73,-0.01,-12.50,0.06,8.96
Bone Picker,akr,94,,,,,,,,
Jack-o'-Lantern,dbl,254,0.35,2.48,0.18,0.89,-0.17,-48.57,-1.59,-64.11
Elemental,totj,12,,,,,,,,
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",fin,232,1.26,1.99,0.75,1.67,-0.51,-40.48,-0.32,-16.08
Manaform Hellkite,dbl,437,2.29,8.99,1.52,0.02,-0.77,-33.62,-8.97,-99.78
Bind // Liberate,cmb2,88,0.27,,1.79,,1.52,562.96,,
Zodiac Ox,prm,35092,,,,,,,,
"Alesha, Who Smiles at Death",c20,143,0.19,,0.17,,-0.02,-10.53,,
Thorn of Amethyst,ltc,386z,,,,,,,,
"Nissa, Vastwood Seer // Nissa, Sage Animist",ps15,189,,44.85,,36.16,,,-8.69,-19.38
"Faramir, Field Commander",ltr,303,0.10,0.15,0.11,0.21,0.01,10.00,0.06,40.00
Enlarge,plst,M14-170,0.08,,,,,,,
Spurnmage Advocate,jud,27,0.27,1.81,0.11,3.07,-0.16,-59.26,1.26,69.61
"Linvala, Shield of Sea Gate",pznr,226p,0.39,0.49,0.26,0.58,-0.13,-33.33,0.09,18.37
Construct,tc21,23,,,,,,,,
Lake of the Dead,prm,23954,,,,,,,,
Kiddie Coaster,unf,219c,0.16,0.15,,,,,,
Consuming Vapors,roe,101,0.27,1.32,0.19,1.18,-0.08,-29.63,-0.14,-10.61
Spell Blast,4ed,103,0.10,,0.09,,-0.01,-10.00,,
Slivdrazi Monstrosity,cmb2,102,15.86,,9.89,,-5.97,-37.64,,
Clue,twho,21,,,,,,,,
Crusader of Odric,fdn,569,0.07,,0.10,,0.03,42.86,,
Pelakka Wurm,m19,192,0.15,0.68,0.16,0.36,0.01,6.67,-0.32,-47.06
Ripscale Predator,cmr,196,0.03,0.04,0.02,0.08,-0.01,-33.33,0.04,100.00
Twinblade Slasher,eve,79,0.28,1.24,0.31,0.79,0.03,10.71,-0.45,-36.29
Bladegriff Prototype,otc,253,0.28,,0.24,,-0.04,-14.29,,
Beastmaster Ascension,c14,186,4.14,,3.63,,-0.51,-12.32,,
Plains,prwk,A08,,0.79,,1.32,,,0.53,67.09
Gemrazer,iko,155,0.48,1.17,0.55,0.97,0.07,14.58,-0.20,-17.09
Nezumi Cutthroat,phuk,29,,,,,,,,
Zealous Persecution,e02,41,0.19,,0.19,,0.00,0.00,,
"Lady Zhurong, Warrior Queen",ptk,139,123.60,,38.77,,-84.83,-68.63,,
Forgehammer Centurion // Forgehammer Centurion,aone,26,,,,,,,,
Hunting Wilds,c18,152,0.53,,0.36,,-0.17,-32.08,,
Ethereal Grasp,j21,9,,,,,,,,
Grim Wanderer,hbg,159,,,,,,,,
Rally the Galadhrim,ltc,499,0.49,0.46,0.67,0.34,0.18,36.73,-0.12,-26.09
Manabarbs,10e,218,4.50,20.53,3.23,17.12,-1.27,-28.22,-3.41,-16.61
Incandescent Aria,psnc,192p,0.22,0.18,0.13,0.18,-0.09,-40.91,0.00,0.00
Goblin Gardener,7ed,188★,,15.51,,,,,,
Temur Charm,c20,230,0.29,,0.18,,-0.11,-37.93,,
Learning,jtla,44,,,,,,,,
Biolume Egg // Biolume Serpent,inr,54,0.07,0.09,0.02,0.06,-0.05,-71.43,-0.03,-33.33
Necrotic Hex,cmr,137,0.43,0.42,0.46,0.65,0.03,6.98,0.23,54.76
Reconnaissance Mission,40k,193,1.76,,1.92,,0.16,9.09,,
Overflowing Insight,j25,341,0.27,,0.29,,0.02,7.41,,
Wasteful Harvest,bro,196,0.08,0.16,0.11,0.22,0.03,37.50,0.06,37.50
Hellion,tpca,12,,,,,,,,
Inventor's Goggles,kld,218,0.09,0.30,0.06,0.23,-0.03,-33.33,-0.07,-23.33
Blockbuster,rav,115,0.10,0.18,0.06,0.29,-0.04,-40.00,0.11,61.11
"Padeem, Consul of Innovation",cmm,109,2.61,2.03,0.55,1.40,-2.06,-78.93,-0.63,-31.03
Nature's Lore,5ed,316,3.80,,2.34,,-1.46,-38.42,,
Eron the Relentless,ptc,mj73sb,,,0.43,,,,,
Sungrass Prairie,pip,1041,,1.51,,0.60,,,-0.91,-60.26
Colossus of Sardia,10e,317★,,0.90,,1.28,,,0.38,42.22
Krosan Verge,c18,263,0.21,,0.21,,0.00,0.00,,
Otepec Huntmaster,lcc,229,0.36,,0.74,,0.38,105.56,,
Krosan Verge,mic,175,0.14,,0.24,,0.10,71.43,,
Monk Idealist,c15,76,0.17,,0.18,,0.01,5.88,,
Atraxa's Skitterfang // Atraxa's Skitterfang,aone,55,,,,,,,,
Give In to Violence,dsk,101,0.04,0.10,0.07,0.07,0.03,75.00,-0.03,-30.00
Mercadian Atlas,mmq,305,0.61,14.99,0.62,8.73,0.01,1.64,-6.26,-41.76
Drannith Magistrate,piko,11s,,23.47,,22.61,,,-0.86,-3.66
Thermokarst,ice,268,5.21,,6.96,,1.75,33.59,,
Knight of the White Orchid,c21,95,2.61,,1.84,,-0.77,-29.50,,
"Marchesa, Dealer of Death",potj,220p,0.18,0.34,0.12,0.18,-0.06,-33.33,-0.16,-47.06
Nomads' Assembly,c14,82,0.61,,0.43,,-0.18,-29.51,,
"Ulamog, the Infinite Gyre",2x2,577,,87.16,,99.47,,,12.31,14.12
Disintegrate,sum,142,,,0.02,,,,,
Inspiring Vantage,sld,1375,6.22,7.58,8.12,5.97,1.90,30.55,-1.61,-21.24
"Ajani, the Greathearted",sld,520,,2.62,,1.27,,,-1.35,-51.53
Gift of Paradise,cmr,229,0.04,0.15,0.04,0.21,0.00,0.00,0.06,40.00
Endless One,cmm,804,0.86,,0.37,,-0.49,-56.98,,
Meteorite,totj,17,,,,,,,,
Mirrormind Crown,ecl,381,2.01,2.99,0.74,1.32,-1.27,-63.18,-1.67,-55.85
Polygoyf,m3c,65,0.30,,0.42,5.94,0.12,40.00,,
Tip the Scales,tdc,29,0.21,,0.26,,0.05,23.81,,
"Sakiko, Mother of Summer // Sakiko, Mother of Summer",acmm,24,,,,,,,,
Snake Umbra,woc,133,0.81,,0.84,,0.03,3.70,,
Telepathy,7ed,102,2.09,,0.59,,-1.50,-71.77,,
Gleaming Geardrake,mkm,424,0.32,0.43,0.13,0.28,-0.19,-59.38,-0.15,-34.88
"Raff, Weatherlight Stalwart // Raff, Weatherlight Stalwart",admu,76,,,,,,,,
"Etrata, Deadly Fugitive",mkm,386,,3.25,,2.56,,,-0.69,-21.23
Spirit,wmkm,2,,,,,,,,
"Htbr, Racetrack Referee",unk,RW02,,,,,,,,
Temple of the False God,c14,314,0.21,,0.18,,-0.03,-14.29,,
"Nikara, Lair Scavenger",c20,3,0.65,0.42,0.55,0.44,-0.10,-15.38,0.02,4.76
Resurgent Belief,pmh2,26s,,1.79,,1.27,,,-0.52,-29.05
Rescuer Sphinx,war,65,0.04,0.36,0.08,0.20,0.04,100.00,-0.16,-44.44
Forest,gk2,106,0.35,,0.20,,-0.15,-42.86,,
Verdant Outrider // Verdant Outrider,awoe,28,,,,,,,,
Dusk // Dawn,blc,138,0.21,,0.29,,0.08,38.10,,
Homing Lightning,rvr,112,0.04,0.05,0.03,0.10,-0.01,-25.00,0.05,100.00
Elvish Healer,ice,22,0.11,,0.10,,-0.01,-9.09,,
